Year,Team,Stat,Value
2023,Gonzaga,OffEff,1.18
2023,Toledo,OffEff,1.176
2023,Furman,OffEff,1.133
2023,Oral Roberts,OffEff,1.132
2023,Houston,OffEff,1.126
2023,Colgate,OffEff,1.125
2023,Youngstown St,OffEff,1.122
2023,UConn,OffEff,1.119
2023,Miami,OffEff,1.116
2023,Iowa,OffEff,1.115
2023,Marquette,OffEff,1.111
2023,Baylor,OffEff,1.107
2023,Florida Atlantic,OffEff,1.106
2023,Xavier,OffEff,1.104
2023,Arizona,OffEff,1.103
2023,Purdue,OffEff,1.102
2023,Missouri,OffEff,1.101
2023,Stetson,OffEff,1.099
2023,Utah St,OffEff,1.095
2023,Liberty,OffEff,1.093
2023,Charleston,OffEff,1.093
2023,Ohio,OffEff,1.09
2023,Penn St,OffEff,1.09
2023,Detroit Mercy,OffEff,1.088
2023,NC State,OffEff,1.087
2023,Indiana St,OffEff,1.087
2023,Providence,OffEff,1.087
2023,Pittsburgh,OffEff,1.085
2023,Cornell,OffEff,1.085
2023,Virginia Tech,OffEff,1.084
2023,Marshall,OffEff,1.083
2023,Iona,OffEff,1.082
2023,Kentucky,OffEff,1.082
2023,New Mexico,OffEff,1.081
2023,Alabama,OffEff,1.081
2023,E Washington,OffEff,1.08
2023,Duke,OffEff,1.079
2023,Samford,OffEff,1.078
2023,UAB,OffEff,1.078
2023,Creighton,OffEff,1.078
2023,UCLA,OffEff,1.078
2023,Saint Mary's,OffEff,1.078
2023,Texas,OffEff,1.077
2023,UMass Lowell,OffEff,1.075
2023,Texas A&M-CC,OffEff,1.073
2023,Clemson,OffEff,1.072
2023,Vermont,OffEff,1.072
2023,Hofstra,OffEff,1.072
2023,Ball St,OffEff,1.072
2023,Indiana,OffEff,1.071
2023,Akron,OffEff,1.071
2023,Belmont,OffEff,1.071
2023,Cincinnati,OffEff,1.07
2023,St Thomas,OffEff,1.069
2023,Louisiana,OffEff,1.068
2023,West Virginia,OffEff,1.068
2023,Chattanooga,OffEff,1.067
2023,Ohio St,OffEff,1.067
2023,F Dickinson,OffEff,1.067
2023,Maryland,OffEff,1.066
2023,Yale,OffEff,1.066
2023,UCSB,OffEff,1.065
2023,Wake Forest,OffEff,1.065
2023,Wofford,OffEff,1.063
2023,Texas A&M,OffEff,1.061
2023,Memphis,OffEff,1.06
2023,San Diego,OffEff,1.059
2023,Virginia,OffEff,1.058
2023,Montana,OffEff,1.058
2023,Drake,OffEff,1.057
2023,UMBC,OffEff,1.057
2023,Norfolk St,OffEff,1.057
2023,North Carolina,OffEff,1.055
2023,Princeton,OffEff,1.055
2023,Queens,OffEff,1.055
2023,Kent St,OffEff,1.055
2023,Duquesne,OffEff,1.054
2023,Grand Canyon,OffEff,1.054
2023,Winthrop,OffEff,1.054
2023,Portland,OffEff,1.054
2023,G Washington,OffEff,1.054
2023,Towson,OffEff,1.053
2023,Santa Clara,OffEff,1.053
2023,NW State,OffEff,1.053
2023,Saint Louis,OffEff,1.052
2023,San Francisco,OffEff,1.051
2023,Charlotte,OffEff,1.051
2023,Dayton,OffEff,1.05
2023,Penn,OffEff,1.05
2023,Tennessee,OffEff,1.049
2023,N Florida,OffEff,1.049
2023,Vanderbilt,OffEff,1.048
2023,N Texas,OffEff,1.048
2023,Syracuse,OffEff,1.047
2023,Kansas,OffEff,1.046
2023,Michigan,OffEff,1.046
2023,Wright St,OffEff,1.044
2023,Colorado St,OffEff,1.044
2023,Stanford,OffEff,1.044
2023,Longwood,OffEff,1.044
2023,Loyola Mymt,OffEff,1.043
2023,J Madison,OffEff,1.043
2023,S Utah,OffEff,1.043
2023,Villanova,OffEff,1.042
2023,Nevada,OffEff,1.042
2023,Bradley,OffEff,1.041
2023,Lipscomb,OffEff,1.041
2023,Notre Dame,OffEff,1.041
2023,Oregon,OffEff,1.04
2023,Boise St,OffEff,1.04
2023,San Diego St,OffEff,1.039
2023,Tulane,OffEff,1.038
2023,Michigan St,OffEff,1.038
2023,TCU,OffEff,1.037
2023,UCF,OffEff,1.037
2023,Rider,OffEff,1.036
2023,Texas Tech,OffEff,1.036
2023,Illinois,OffEff,1.036
2023,SE Louisiana,OffEff,1.035
2023,Pacific,OffEff,1.035
2023,Cleveland St,OffEff,1.035
2023,Radford,OffEff,1.034
2023,Auburn,OffEff,1.034
2023,Washington St,OffEff,1.033
2023,N Arizona,OffEff,1.033
2023,N Colorado,OffEff,1.033
2023,Southern Miss,OffEff,1.033
2023,Charleston So,OffEff,1.032
2023,S Alabama,OffEff,1.031
2023,Army,OffEff,1.03
2023,Arkansas,OffEff,1.03
2023,S Indiana,OffEff,1.03
2023,Kansas St,OffEff,1.03
2023,Bryant,OffEff,1.029
2023,Rice,OffEff,1.029
2023,USC,OffEff,1.028
2023,Navy,OffEff,1.027
2023,Montana St,OffEff,1.027
2023,Miami OH,OffEff,1.027
2023,San Jose St,OffEff,1.026
2023,FGCU,OffEff,1.025
2023,Utah Valley,OffEff,1.025
2023,Campbell,OffEff,1.025
2023,Kennesaw St,OffEff,1.025
2023,Utah Tech,OffEff,1.024
2023,Bowling Green,OffEff,1.024
2023,N Dakota St,OffEff,1.023
2023,W Illinois,OffEff,1.022
2023,UC Irvine,OffEff,1.022
2023,Davidson,OffEff,1.022
2023,Air Force,OffEff,1.022
2023,Idaho,OffEff,1.022
2023,Quinnipiac,OffEff,1.02
2023,Oakland,OffEff,1.019
2023,Tennessee St,OffEff,1.019
2023,BYU,OffEff,1.018
2023,UC Riverside,OffEff,1.017
2023,North Dakota,OffEff,1.017
2023,UT Martin,OffEff,1.016
2023,NC Asheville,OffEff,1.016
2023,N Kentucky,OffEff,1.016
2023,N Alabama,OffEff,1.015
2023,Saint Joseph's,OffEff,1.015
2023,VCU,OffEff,1.014
2023,NC Greensboro,OffEff,1.014
2023,St Francis PA,OffEff,1.014
2023,S Dakota St,OffEff,1.013
2023,St John's,OffEff,1.013
2023,E Texas A&M,OffEff,1.013
2023,UNLV,OffEff,1.011
2023,Northwestern,OffEff,1.01
2023,Wyoming,OffEff,1.01
2023,Wichita St,OffEff,1.01
2023,Sam Houston,OffEff,1.01
2023,Murray St,OffEff,1.009
2023,Hou Christian,OffEff,1.009
2023,Little Rock,OffEff,1.009
2023,SE Missouri St,OffEff,1.009
2023,SIU Edward,OffEff,1.009
2023,SF Austin,OffEff,1.008
2023,Milwaukee,OffEff,1.008
2023,American,OffEff,1.008
2023,Richmond,OffEff,1.008
2023,Middle Tenn,OffEff,1.008
2023,Denver,OffEff,1.007
2023,S Florida,OffEff,1.006
2023,W Carolina,OffEff,1.006
2023,Pepperdine,OffEff,1.006
2023,Delaware,OffEff,1.004
2023,Rutgers,OffEff,1.003
2023,Sacramento St,OffEff,1.003
2023,Tenn Tech,OffEff,1.003
2023,W Michigan,OffEff,1.003
2023,Troy,OffEff,1.002
2023,Howard,OffEff,1.001
2023,Utah,OffEff,1.0
2023,Missouri St,OffEff,1.0
2023,UC Davis,OffEff,0.999
2023,Iowa St,OffEff,0.999
2023,E Tennessee St,OffEff,0.999
2023,Siena,OffEff,0.999
2023,South Dakota,OffEff,0.998
2023,Coastal Car,OffEff,0.998
2023,Purdue FW,OffEff,0.997
2023,Portland St,OffEff,0.997
2023,Louisiana Tech,OffEff,0.997
2023,NC Wilmington,OffEff,0.997
2023,N Iowa,OffEff,0.997
2023,Idaho St,OffEff,0.997
2023,Fordham,OffEff,0.996
2023,Buffalo,OffEff,0.996
2023,Florida,OffEff,0.996
2023,E Michigan,OffEff,0.995
2023,Long Beach St,OffEff,0.995
2023,New Mexico St,OffEff,0.994
2023,Texas St,OffEff,0.994
2023,W Kentucky,OffEff,0.993
2023,Wisconsin,OffEff,0.993
2023,LSU,OffEff,0.993
2023,Oklahoma,OffEff,0.992
2023,CS Fullerton,OffEff,0.992
2023,Abl Christian,OffEff,0.992
2023,Temple,OffEff,0.992
2023,Arizona St,OffEff,0.991
2023,E Kentucky,OffEff,0.991
2023,Georgia Tech,OffEff,0.991
2023,Bellarmine,OffEff,0.99
2023,George Mason,OffEff,0.989
2023,High Point,OffEff,0.989
2023,Hawai'i,OffEff,0.989
2023,Drexel,OffEff,0.988
2023,Cal Baptist,OffEff,0.988
2023,Niagara,OffEff,0.988
2023,New Orleans,OffEff,0.988
2023,Morehead St,OffEff,0.987
2023,NC Central,OffEff,0.987
2023,UT Rio Grande,OffEff,0.986
2023,La Salle,OffEff,0.986
2023,S Illinois,OffEff,0.986
2023,Mercer,OffEff,0.986
2023,Jacksonville St,OffEff,0.986
2023,Florida Intl,OffEff,0.986
2023,Robert Morris,OffEff,0.985
2023,Florida St,OffEff,0.985
2023,Old Dominion,OffEff,0.985
2023,Canisius,OffEff,0.984
2023,Harvard,OffEff,0.983
2023,Chicago St,OffEff,0.983
2023,Seton Hall,OffEff,0.982
2023,Colorado,OffEff,0.982
2023,Nicholls,OffEff,0.981
2023,E Carolina,OffEff,0.981
2023,Mississippi,OffEff,0.98
2023,DePaul,OffEff,0.98
2023,Mississippi St,OffEff,0.978
2023,Weber St,OffEff,0.977
2023,Seattle,OffEff,0.977
2023,N Illinois,OffEff,0.977
2023,Binghamton,OffEff,0.977
2023,McNeese,OffEff,0.976
2023,Nebraska,OffEff,0.976
2023,Georgia So,OffEff,0.976
2023,Georgia,OffEff,0.975
2023,Fresno St,OffEff,0.975
2023,Brown,OffEff,0.975
2023,Jacksonville,OffEff,0.974
2023,Loyola Chi,OffEff,0.974
2023,William & Mary,OffEff,0.974
2023,Bucknell,OffEff,0.973
2023,Boston College,OffEff,0.973
2023,St Bonaventure,OffEff,0.973
2023,Gardner-Webb,OffEff,0.972
2023,Illinois St,OffEff,0.972
2023,App State,OffEff,0.972
2023,Maine,OffEff,0.972
2023,Loyola MD,OffEff,0.972
2023,Oklahoma St,OffEff,0.971
2023,Arkansas St,OffEff,0.971
2023,C Connecticut,OffEff,0.971
2023,Boston U,OffEff,0.971
2023,Georgetown,OffEff,0.97
2023,Grambling,OffEff,0.97
2023,SC Upstate,OffEff,0.969
2023,Omaha,OffEff,0.968
2023,NJIT,OffEff,0.967
2023,Sacred Heart,OffEff,0.966
2023,Tarleton St,OffEff,0.966
2023,Alcorn St,OffEff,0.965
2023,UTSA,OffEff,0.965
2023,UCSD,OffEff,0.964
2023,Washington,OffEff,0.963
2023,Incarnate Word,OffEff,0.963
2023,The Citadel,OffEff,0.962
2023,UMass,OffEff,0.96
2023,New Hampshire,OffEff,0.96
2023,Lehigh,OffEff,0.959
2023,Fairfield,OffEff,0.959
2023,Albany,OffEff,0.957
2023,VMI,OffEff,0.957
2023,SMU,OffEff,0.956
2023,Marist,OffEff,0.955
2023,Manhattan,OffEff,0.954
2023,Butler,OffEff,0.954
2023,C Arkansas,OffEff,0.953
2023,South Carolina,OffEff,0.953
2023,Valparaiso,OffEff,0.953
2023,Dartmouth,OffEff,0.951
2023,Coppin St,OffEff,0.951
2023,S Carolina St,OffEff,0.95
2023,Stonehill,OffEff,0.95
2023,Lamar,OffEff,0.95
2023,NC A&T,OffEff,0.948
2023,Hampton,OffEff,0.947
2023,Alabama A&M,OffEff,0.946
2023,Northeastern,OffEff,0.944
2023,Southern,OffEff,0.943
2023,Jackson St,OffEff,0.943
2023,UTEP,OffEff,0.943
2023,Lafayette,OffEff,0.942
2023,Mt St Mary's,OffEff,0.941
2023,Austin Peay,OffEff,0.94
2023,Lindenwood,OffEff,0.939
2023,Elon,OffEff,0.939
2023,Wagner,OffEff,0.937
2023,IU Indy,OffEff,0.937
2023,Bethune,OffEff,0.936
2023,Louisville,OffEff,0.936
2023,E Illinois,OffEff,0.936
2023,Kansas City,OffEff,0.934
2023,Georgia St,OffEff,0.934
2023,Saint Peter's,OffEff,0.934
2023,Illinois Chicago,OffEff,0.933
2023,Maryland ES,OffEff,0.93
2023,Presbyterian,OffEff,0.929
2023,Minnesota,OffEff,0.928
2023,Rhode Island,OffEff,0.928
2023,UT Arlington,OffEff,0.926
2023,Holy Cross,OffEff,0.925
2023,Tulsa,OffEff,0.925
2023,St Fran (NY),OffEff,0.923
2023,Prairie View,OffEff,0.922
2023,UL Monroe,OffEff,0.922
2023,Texas So,OffEff,0.92
2023,Oregon St,OffEff,0.92
2023,Morgan St,OffEff,0.919
2023,Stony Brook,OffEff,0.918
2023,CS Northridge,OffEff,0.912
2023,C Michigan,OffEff,0.911
2023,Merrimack,OffEff,0.903
2023,CS Bakersfield,OffEff,0.9
2023,AR-Pine Bluff,OffEff,0.897
2023,Columbia,OffEff,0.896
2023,Alabama St,OffEff,0.891
2023,Cal Poly,OffEff,0.89
2023,Delaware St,OffEff,0.89
2023,Monmouth,OffEff,0.881
2023,Hartford,OffEff,0.88
2023,California,OffEff,0.877
2023,Evansville,OffEff,0.875
2023,Green Bay,OffEff,0.874
2023,Miss Valley St,OffEff,0.868
2023,Florida A&M,OffEff,0.86
2023,LIU,OffEff,0.856
2023,Houston,DefEff,0.85
2023,Tennessee,DefEff,0.852
2023,UCLA,DefEff,0.872
2023,Rutgers,DefEff,0.897
2023,Alabama,DefEff,0.899
2023,VCU,DefEff,0.901
2023,Grambling,DefEff,0.906
2023,Sam Houston,DefEff,0.906
2023,Mississippi St,DefEff,0.908
2023,Saint Mary's,DefEff,0.91
2023,N Texas,DefEff,0.915
2023,Hawai'i,DefEff,0.921
2023,Charleston,DefEff,0.923
2023,UConn,DefEff,0.924
2023,Iowa St,DefEff,0.926
2023,Drake,DefEff,0.928
2023,Florida Atlantic,DefEff,0.928
2023,San Diego St,DefEff,0.929
2023,Texas,DefEff,0.929
2023,Yale,DefEff,0.93
2023,Utah,DefEff,0.93
2023,Northwestern,DefEff,0.931
2023,Arkansas,DefEff,0.932
2023,Kent St,DefEff,0.932
2023,Liberty,DefEff,0.932
2023,Merrimack,DefEff,0.933
2023,Utah Valley,DefEff,0.933
2023,Dayton,DefEff,0.934
2023,Iona,DefEff,0.934
2023,Bradley,DefEff,0.935
2023,Fordham,DefEff,0.936
2023,Illinois,DefEff,0.936
2023,S Illinois,DefEff,0.936
2023,Oklahoma St,DefEff,0.937
2023,Colorado,DefEff,0.937
2023,TCU,DefEff,0.939
2023,Kansas St,DefEff,0.939
2023,Kansas,DefEff,0.941
2023,Drexel,DefEff,0.941
2023,UCF,DefEff,0.942
2023,NC Central,DefEff,0.942
2023,Boise St,DefEff,0.944
2023,Virginia,DefEff,0.944
2023,Duke,DefEff,0.945
2023,J Madison,DefEff,0.945
2023,Seton Hall,DefEff,0.946
2023,UMass Lowell,DefEff,0.946
2023,NC Greensboro,DefEff,0.948
2023,Arizona St,DefEff,0.948
2023,UAB,DefEff,0.948
2023,Marshall,DefEff,0.95
2023,Purdue,DefEff,0.952
2023,Wagner,DefEff,0.952
2023,Auburn,DefEff,0.952
2023,Prairie View,DefEff,0.955
2023,UC Irvine,DefEff,0.955
2023,USC,DefEff,0.956
2023,Indiana St,DefEff,0.958
2023,Hofstra,DefEff,0.958
2023,Arizona,DefEff,0.958
2023,Florida,DefEff,0.959
2023,Memphis,DefEff,0.959
2023,Maryland,DefEff,0.959
2023,Maryland ES,DefEff,0.96
2023,Gardner-Webb,DefEff,0.961
2023,BYU,DefEff,0.963
2023,Creighton,DefEff,0.963
2023,CS Fullerton,DefEff,0.963
2023,Southern Miss,DefEff,0.963
2023,Harvard,DefEff,0.964
2023,Troy,DefEff,0.965
2023,Wisconsin,DefEff,0.968
2023,Texas A&M,DefEff,0.968
2023,George Mason,DefEff,0.968
2023,NC Wilmington,DefEff,0.969
2023,Princeton,DefEff,0.97
2023,Southern,DefEff,0.971
2023,S Alabama,DefEff,0.971
2023,Brown,DefEff,0.971
2023,Cincinnati,DefEff,0.973
2023,Oral Roberts,DefEff,0.973
2023,Wichita St,DefEff,0.974
2023,Seattle,DefEff,0.974
2023,Clemson,DefEff,0.974
2023,Cal Baptist,DefEff,0.974
2023,Texas Tech,DefEff,0.974
2023,Montana St,DefEff,0.974
2023,Indiana,DefEff,0.975
2023,Longwood,DefEff,0.976
2023,Navy,DefEff,0.977
2023,Marquette,DefEff,0.978
2023,Oregon,DefEff,0.978
2023,Siena,DefEff,0.979
2023,Washington,DefEff,0.979
2023,UTEP,DefEff,0.979
2023,Missouri St,DefEff,0.979
2023,Kentucky,DefEff,0.979
2023,NC Asheville,DefEff,0.979
2023,Towson,DefEff,0.979
2023,App State,DefEff,0.98
2023,UC Davis,DefEff,0.98
2023,Old Dominion,DefEff,0.981
2023,Quinnipiac,DefEff,0.981
2023,North Carolina,DefEff,0.982
2023,UNLV,DefEff,0.983
2023,UMass,DefEff,0.983
2023,N Kentucky,DefEff,0.984
2023,St John's,DefEff,0.985
2023,UCSB,DefEff,0.985
2023,St Bonaventure,DefEff,0.986
2023,Akron,DefEff,0.986
2023,Kennesaw St,DefEff,0.988
2023,Charlotte,DefEff,0.988
2023,Alabama A&M,DefEff,0.989
2023,Robert Morris,DefEff,0.989
2023,Nevada,DefEff,0.99
2023,SF Austin,DefEff,0.99
2023,NC State,DefEff,0.99
2023,Utah St,DefEff,0.99
2023,Michigan,DefEff,0.991
2023,Oklahoma,DefEff,0.991
2023,Cleveland St,DefEff,0.991
2023,Morgan St,DefEff,0.991
2023,Lafayette,DefEff,0.992
2023,Sacred Heart,DefEff,0.992
2023,Richmond,DefEff,0.992
2023,Butler,DefEff,0.993
2023,Michigan St,DefEff,0.993
2023,Georgia So,DefEff,0.994
2023,Rhode Island,DefEff,0.994
2023,Boston U,DefEff,0.994
2023,SIU Edward,DefEff,0.994
2023,Washington St,DefEff,0.994
2023,Texas So,DefEff,0.995
2023,Cal Poly,DefEff,0.995
2023,Middle Tenn,DefEff,0.996
2023,Fairfield,DefEff,0.996
2023,Marist,DefEff,0.996
2023,E Kentucky,DefEff,0.996
2023,Wright St,DefEff,0.997
2023,West Virginia,DefEff,0.997
2023,Long Beach St,DefEff,0.997
2023,Providence,DefEff,0.998
2023,Duquesne,DefEff,0.999
2023,Howard,DefEff,1.0
2023,Louisiana,DefEff,1.0
2023,Pittsburgh,DefEff,1.001
2023,Temple,DefEff,1.001
2023,Vermont,DefEff,1.001
2023,Tarleton St,DefEff,1.001
2023,Weber St,DefEff,1.001
2023,St Fran (NY),DefEff,1.002
2023,Mt St Mary's,DefEff,1.002
2023,UC Riverside,DefEff,1.002
2023,Lehigh,DefEff,1.002
2023,Tulane,DefEff,1.002
2023,AR-Pine Bluff,DefEff,1.002
2023,Mercer,DefEff,1.003
2023,Baylor,DefEff,1.003
2023,Mississippi,DefEff,1.003
2023,Radford,DefEff,1.003
2023,Nebraska,DefEff,1.004
2023,CS Bakersfield,DefEff,1.004
2023,Purdue FW,DefEff,1.004
2023,Xavier,DefEff,1.004
2023,Saint Peter's,DefEff,1.005
2023,E Carolina,DefEff,1.005
2023,Santa Clara,DefEff,1.005
2023,New Mexico,DefEff,1.006
2023,S Florida,DefEff,1.006
2023,Alcorn St,DefEff,1.007
2023,Saint Louis,DefEff,1.007
2023,Gonzaga,DefEff,1.008
2023,Colgate,DefEff,1.008
2023,Grand Canyon,DefEff,1.008
2023,Morehead St,DefEff,1.009
2023,New Hampshire,DefEff,1.009
2023,Furman,DefEff,1.009
2023,S Dakota St,DefEff,1.01
2023,Samford,DefEff,1.01
2023,Stonehill,DefEff,1.011
2023,Texas A&M-CC,DefEff,1.012
2023,Lipscomb,DefEff,1.012
2023,Illinois Chicago,DefEff,1.013
2023,Fresno St,DefEff,1.013
2023,Miami,DefEff,1.013
2023,Villanova,DefEff,1.014
2023,Davidson,DefEff,1.014
2023,Rider,DefEff,1.015
2023,Stanford,DefEff,1.015
2023,Ohio St,DefEff,1.015
2023,Norfolk St,DefEff,1.015
2023,Milwaukee,DefEff,1.015
2023,Saint Joseph's,DefEff,1.015
2023,Bryant,DefEff,1.016
2023,SE Missouri St,DefEff,1.016
2023,American,DefEff,1.016
2023,Bucknell,DefEff,1.017
2023,Belmont,DefEff,1.017
2023,Georgia,DefEff,1.018
2023,Youngstown St,DefEff,1.018
2023,Georgia St,DefEff,1.018
2023,San Francisco,DefEff,1.018
2023,Texas St,DefEff,1.019
2023,Oregon St,DefEff,1.019
2023,FGCU,DefEff,1.019
2023,Tennessee St,DefEff,1.02
2023,N Iowa,DefEff,1.02
2023,NW State,DefEff,1.02
2023,SC Upstate,DefEff,1.02
2023,W Kentucky,DefEff,1.02
2023,Niagara,DefEff,1.021
2023,E Tennessee St,DefEff,1.022
2023,Penn,DefEff,1.022
2023,Louisiana Tech,DefEff,1.023
2023,Nicholls,DefEff,1.023
2023,San Jose St,DefEff,1.023
2023,Air Force,DefEff,1.024
2023,S Utah,DefEff,1.024
2023,Army,DefEff,1.024
2023,Manhattan,DefEff,1.025
2023,Virginia Tech,DefEff,1.025
2023,Wake Forest,DefEff,1.025
2023,La Salle,DefEff,1.025
2023,Penn St,DefEff,1.026
2023,Boston College,DefEff,1.026
2023,Jackson St,DefEff,1.026
2023,UT Martin,DefEff,1.026
2023,Dartmouth,DefEff,1.027
2023,Florida Intl,DefEff,1.027
2023,SMU,DefEff,1.029
2023,Syracuse,DefEff,1.03
2023,Campbell,DefEff,1.03
2023,E Washington,DefEff,1.03
2023,Missouri,DefEff,1.031
2023,Illinois St,DefEff,1.031
2023,N Illinois,DefEff,1.031
2023,Kansas City,DefEff,1.031
2023,Delaware,DefEff,1.031
2023,UT Arlington,DefEff,1.031
2023,Georgia Tech,DefEff,1.032
2023,C Connecticut,DefEff,1.032
2023,Jacksonville,DefEff,1.032
2023,Maine,DefEff,1.033
2023,Loyola Mymt,DefEff,1.034
2023,Alabama St,DefEff,1.034
2023,W Carolina,DefEff,1.034
2023,Canisius,DefEff,1.035
2023,Northeastern,DefEff,1.036
2023,Valparaiso,DefEff,1.036
2023,Holy Cross,DefEff,1.037
2023,Ohio,DefEff,1.038
2023,Vanderbilt,DefEff,1.038
2023,E Illinois,DefEff,1.039
2023,LSU,DefEff,1.039
2023,Ball St,DefEff,1.039
2023,UL Monroe,DefEff,1.039
2023,Iowa,DefEff,1.04
2023,Utah Tech,DefEff,1.04
2023,CS Northridge,DefEff,1.041
2023,Stony Brook,DefEff,1.042
2023,Abl Christian,DefEff,1.042
2023,S Indiana,DefEff,1.042
2023,C Michigan,DefEff,1.043
2023,Buffalo,DefEff,1.044
2023,Cornell,DefEff,1.044
2023,Arkansas St,DefEff,1.044
2023,Tenn Tech,DefEff,1.045
2023,Jacksonville St,DefEff,1.046
2023,St Thomas,DefEff,1.046
2023,UMBC,DefEff,1.046
2023,Colorado St,DefEff,1.047
2023,Loyola Chi,DefEff,1.048
2023,Montana,DefEff,1.048
2023,Binghamton,DefEff,1.048
2023,Idaho St,DefEff,1.049
2023,Minnesota,DefEff,1.049
2023,Florida A&M,DefEff,1.049
2023,Sacramento St,DefEff,1.049
2023,New Mexico St,DefEff,1.05
2023,Murray St,DefEff,1.05
2023,F Dickinson,DefEff,1.051
2023,NC A&T,DefEff,1.052
2023,High Point,DefEff,1.052
2023,UCSD,DefEff,1.053
2023,Chattanooga,DefEff,1.053
2023,SE Louisiana,DefEff,1.053
2023,Queens,DefEff,1.054
2023,California,DefEff,1.054
2023,Lindenwood,DefEff,1.057
2023,Presbyterian,DefEff,1.058
2023,N Dakota St,DefEff,1.058
2023,Incarnate Word,DefEff,1.058
2023,Loyola MD,DefEff,1.059
2023,Denver,DefEff,1.059
2023,Portland St,DefEff,1.059
2023,Toledo,DefEff,1.06
2023,Columbia,DefEff,1.061
2023,Miss Valley St,DefEff,1.063
2023,W Illinois,DefEff,1.063
2023,E Texas A&M,DefEff,1.064
2023,Elon,DefEff,1.064
2023,UT Rio Grande,DefEff,1.064
2023,DePaul,DefEff,1.064
2023,Evansville,DefEff,1.065
2023,Bethune,DefEff,1.066
2023,Monmouth,DefEff,1.068
2023,NJIT,DefEff,1.068
2023,Pepperdine,DefEff,1.069
2023,Delaware St,DefEff,1.069
2023,Wyoming,DefEff,1.071
2023,Pacific,DefEff,1.071
2023,G Washington,DefEff,1.072
2023,N Alabama,DefEff,1.072
2023,St Francis PA,DefEff,1.073
2023,William & Mary,DefEff,1.076
2023,South Carolina,DefEff,1.076
2023,Notre Dame,DefEff,1.079
2023,Rice,DefEff,1.08
2023,New Orleans,DefEff,1.08
2023,Austin Peay,DefEff,1.082
2023,North Dakota,DefEff,1.082
2023,Detroit Mercy,DefEff,1.082
2023,Florida St,DefEff,1.083
2023,The Citadel,DefEff,1.083
2023,Bellarmine,DefEff,1.084
2023,Little Rock,DefEff,1.084
2023,N Arizona,DefEff,1.085
2023,Portland,DefEff,1.087
2023,Bowling Green,DefEff,1.088
2023,Wofford,DefEff,1.088
2023,N Colorado,DefEff,1.089
2023,UTSA,DefEff,1.089
2023,Georgetown,DefEff,1.089
2023,Lamar,DefEff,1.089
2023,Oakland,DefEff,1.092
2023,Idaho,DefEff,1.093
2023,McNeese,DefEff,1.094
2023,C Arkansas,DefEff,1.094
2023,South Dakota,DefEff,1.094
2023,LIU,DefEff,1.095
2023,Hampton,DefEff,1.095
2023,Tulsa,DefEff,1.097
2023,Omaha,DefEff,1.097
2023,Chicago St,DefEff,1.098
2023,Winthrop,DefEff,1.098
2023,Miami OH,DefEff,1.098
2023,Coppin St,DefEff,1.098
2023,Stetson,DefEff,1.099
2023,Albany,DefEff,1.099
2023,Coastal Car,DefEff,1.1
2023,Hartford,DefEff,1.103
2023,Charleston So,DefEff,1.104
2023,N Florida,DefEff,1.108
2023,Louisville,DefEff,1.109
2023,S Carolina St,DefEff,1.117
2023,E Michigan,DefEff,1.122
2023,W Michigan,DefEff,1.124
2023,Green Bay,DefEff,1.126
2023,IU Indy,DefEff,1.13
2023,San Diego,DefEff,1.133
2023,VMI,DefEff,1.142
2023,Hou Christian,DefEff,1.147
2023,Gonzaga,eFG%,58.5
2023,Colgate,eFG%,58.2
2023,E Washington,eFG%,56.5
2023,Arizona,eFG%,56.5
2023,Indiana St,eFG%,56.4
2023,Toledo,eFG%,56.3
2023,Marquette,eFG%,56.1
2023,Penn St,eFG%,55.7
2023,Hofstra,eFG%,55.5
2023,Utah St,eFG%,55.5
2023,Oral Roberts,eFG%,55.4
2023,Xavier,eFG%,55.4
2023,Liberty,eFG%,55.4
2023,Furman,eFG%,55.4
2023,Belmont,eFG%,55.3
2023,Missouri,eFG%,55.3
2023,Winthrop,eFG%,55.1
2023,Colorado St,eFG%,54.8
2023,Vermont,eFG%,54.8
2023,Charlotte,eFG%,54.8
2023,Cornell,eFG%,54.7
2023,Youngstown St,eFG%,54.7
2023,Florida Atlantic,eFG%,54.6
2023,American,eFG%,54.4
2023,Miami,eFG%,54.4
2023,Wake Forest,eFG%,54.2
2023,Air Force,eFG%,54.2
2023,Creighton,eFG%,54.2
2023,Stetson,eFG%,54.1
2023,Clemson,eFG%,54.1
2023,UCSB,eFG%,54.1
2023,Virginia Tech,eFG%,54.0
2023,Chattanooga,eFG%,53.9
2023,Army,eFG%,53.8
2023,Montana,eFG%,53.8
2023,Indiana,eFG%,53.7
2023,Portland,eFG%,53.7
2023,Lipscomb,eFG%,53.7
2023,NC Asheville,eFG%,53.6
2023,San Francisco,eFG%,53.6
2023,UConn,eFG%,53.6
2023,Samford,eFG%,53.5
2023,UMass Lowell,eFG%,53.5
2023,Wright St,eFG%,53.5
2023,Rice,eFG%,53.4
2023,Baylor,eFG%,53.3
2023,N Florida,eFG%,53.3
2023,Penn,eFG%,53.3
2023,Utah Tech,eFG%,53.2
2023,Loyola Mymt,eFG%,53.1
2023,Texas,eFG%,53.1
2023,Memphis,eFG%,53.0
2023,G Washington,eFG%,53.0
2023,Ball St,eFG%,53.0
2023,Dayton,eFG%,53.0
2023,Loyola Chi,eFG%,52.9
2023,Alabama,eFG%,52.9
2023,Drake,eFG%,52.9
