,Team,Offensive Efficiency,Effective Field Goal %,True Shooting %,Total Rebounding %,Block %,Assist/Turnover Ratio,Defensive Efficiency,Win %,Last 10 Rating,Strength of Schedule,Year
14,Ohio State,0.8281249999999996,0.7068062827225132,0.694285714285714,0.8992805755395685,0.2720588235294118,0.7309377738825591,-0.048387096774193505,0.8213903743315509,0.8361344537815127,0.9809160305343511,2012
15,N Carolina,0.8229166666666665,0.5549738219895284,0.5342857142857138,0.9856115107913666,0.5735294117647057,0.9097283085013146,-0.13548387096774217,0.8930481283422461,0.8949579831932774,0.9427480916030533,2012
16,Weber State,0.8151041666666665,0.6858638743455496,0.7857142857142856,0.5107913669064743,0.1617647058823529,0.6450482033304119,-0.5129032258064514,0.8299465240641712,0.5609243697478992,0.47709923664122134,2012
17,Murray St,0.802083333333333,0.8272251308900525,0.8714285714285714,0.5755395683453237,0.4558823529411764,0.38212094653812445,-0.24193548387096797,0.9946524064171123,0.6113445378151261,0.5229007633587786,2012
18,Denver,0.802083333333333,0.9633507853403143,0.9828571428571427,0.2302158273381294,0.5808823529411763,0.799298860648554,-0.3967741935483873,0.7401069518716578,0.634453781512605,0.5839694656488549,2012
19,NC-Asheville,0.794270833333333,0.6963350785340312,0.8028571428571425,0.4604316546762588,0.1617647058823529,0.5801928133216477,-0.564516129032258,0.6919786096256686,0.5819327731092437,0.5076335877862594,2012
20,Davidson,0.794270833333333,0.6125654450261777,0.6742857142857139,0.8201438848920866,0.3161764705882353,0.5696757230499563,-0.3741935483870966,0.7679144385026739,0.6680672268907564,0.6259541984732824,2012
21,Purdue,0.7916666666666661,0.6073298429319367,0.5514285714285712,0.4748201438848918,0.3676470588235293,1.0,-0.4419354838709677,0.6791443850267381,0.7289915966386555,0.8854961832061068,2012
22,CS Fullerton,0.7890625,0.8638743455497382,0.8457142857142856,0.7194244604316546,0.25735294117647056,0.4566170026292725,-0.5580645161290323,0.7058823529411765,0.5084033613445378,0.3893129770992366,2012
23,Kansas,0.786458333333333,0.7696335078534031,0.7571428571428571,0.8201438848920866,0.6470588235294117,0.6459246275197197,-0.1387096774193548,0.8566844919786096,0.9054621848739496,0.9961832061068701,2012
24,Vanderbilt,0.7812499999999996,0.8167539267015704,0.8142857142857141,0.5683453237410072,0.4191176470588235,0.46275197195442597,-0.40645161290322607,0.7144385026737968,0.8046218487394958,0.8702290076335877,2012
25,Gonzaga,0.7682291666666665,0.743455497382199,0.7914285714285709,0.8633093525179856,0.30147058823529405,0.5127081507449605,-0.24193548387096797,0.851336898395722,0.7037815126050421,0.7099236641221374,2012
26,Temple,0.7656249999999996,0.743455497382199,0.7285714285714286,0.5251798561151078,0.4117647058823528,0.7265556529360209,-0.4774193548387098,0.8139037433155082,0.7415966386554622,0.8129770992366412,2012
27,Michigan St,0.7578125,0.6806282722513091,0.6742857142857139,0.97841726618705,0.44117647058823517,0.6397896581945661,-0.08709677419354867,0.8213903743315509,0.9264705882352942,0.9999999999999999,2012
28,Albany,0.7578125,0.6282722513089007,0.6685714285714282,0.6330935251798562,0.22794117647058817,0.45135845749342685,-0.6000000000000001,0.5871657754010695,0.3802521008403361,0.40839694656488545,2012
29,Baylor,0.755208333333333,0.7277486910994764,0.754285714285714,0.7194244604316546,0.514705882352941,0.523225241016652,-0.2548387096774194,0.851336898395722,0.7605042016806722,0.9122137404580151,2012
30,Northwestern,0.7526041666666665,0.7958115183246073,0.754285714285714,0.15827338129496393,0.3749999999999999,0.9693251533742331,-0.6483870967741936,0.5925133689839572,0.7100840336134454,0.8587786259541983,2012
31,Memphis,0.7526041666666665,0.7905759162303663,0.794285714285714,0.5611510791366907,0.6249999999999998,0.5810692375109553,-0.24193548387096797,0.7497326203208556,0.842436974789916,0.8053435114503815,2012
32,Iowa State,0.747395833333333,0.7277486910994764,0.6971428571428566,0.7410071942446042,0.2205882352941176,0.6178790534618757,-0.4129032258064518,0.7144385026737968,0.7941176470588236,0.8435114503816792,2012
33,N Mex State,0.7447916666666661,0.6230366492146597,0.637142857142857,0.8489208633093526,0.3676470588235293,0.42068361086766004,-0.3290322580645162,0.7294117647058824,0.6071428571428572,0.5687022900763358,2012
34,UNLV,0.7447916666666661,0.7643979057591621,0.7228571428571429,0.6546762589928052,0.4999999999999999,0.7344434706397898,-0.27741935483871005,0.7775401069518717,0.6890756302521008,0.7900763358778625,2012
35,California,0.739583333333333,0.6858638743455496,0.7028571428571424,0.7266187050359711,0.2867647058823529,0.8141980718667836,-0.1903225806451614,0.7860962566844921,0.7184873949579833,0.7557251908396946,2012
36,Portland St,0.739583333333333,0.7068062827225132,0.774285714285714,0.5971223021582732,0.23529411764705885,0.29710780017528493,-0.7322580645161292,0.5208556149732622,0.4285714285714286,0.4465648854961832,2012
37,Pittsburgh,0.739583333333333,0.6020942408376961,0.5799999999999996,0.920863309352518,0.27941176470588236,0.6038562664329536,-0.5741935483870972,0.5358288770053476,0.6239495798319328,0.7977099236641221,2012
38,Texas,0.7343749999999996,0.5392670157068062,0.6028571428571428,0.6618705035971222,0.3749999999999999,0.4758983347940403,-0.370967741935484,0.6427807486631016,0.7058823529411765,0.8740458015267174,2012
39,N Dakota St,0.731770833333333,0.8010471204188483,0.8171428571428567,0.5611510791366907,0.36029411764705876,0.5801928133216477,-0.5258064516129028,0.5764705882352942,0.3823529411764706,0.48091603053435106,2012
40,Lehigh,0.731770833333333,0.5863874345549736,0.6542857142857139,0.5611510791366907,0.24999999999999992,0.5880806310254163,-0.2548387096774194,0.7860962566844921,0.5714285714285714,0.5076335877862594,2012
41,BYU,0.7291666666666661,0.6858638743455496,0.6885714285714282,0.6762589928057552,0.4117647058823528,0.8063102541630149,-0.19354838709677447,0.7775401069518717,0.6848739495798319,0.6793893129770991,2012
42,NC State,0.7291666666666661,0.6073298429319367,0.6085714285714285,0.7122302158273381,0.42647058823529405,0.7379491673970202,-0.48064516129032286,0.6427807486631016,0.6323529411764706,0.7862595419847327,2012
43,Michigan,0.723958333333333,0.7539267015706805,0.7028571428571424,0.4532374100719423,0.15441176470588233,0.7274320771253286,-0.43870967741935507,0.7294117647058824,0.8004201680672269,0.9274809160305342,2012
44,Marquette,0.7213541666666665,0.6230366492146597,0.6542857142857139,0.4820143884892083,0.32352941176470584,0.7773882559158634,-0.23548387096774226,0.8213903743315509,0.8088235294117647,0.8778625954198471,2012
45,Lg Beach St,0.7187499999999996,0.7120418848167538,0.6885714285714282,0.6115107913669067,0.2205882352941176,0.5530236634531113,-0.306451612903226,0.7582887700534761,0.7037815126050421,0.7099236641221374,2012
46,Colorado St,0.7187499999999996,0.7329842931937174,0.8171428571428567,0.5539568345323738,0.15441176470588233,0.4662576687116564,-0.5935483870967744,0.6534759358288771,0.5840336134453782,0.7290076335877862,2012
47,Saint Louis,0.7135416666666661,0.670157068062827,0.6599999999999997,0.5539568345323738,0.3308823529411764,0.7028921998247151,-0.07741935483870988,0.8064171122994653,0.7668067226890757,0.7442748091603053,2012
48,Oregon St,0.7135416666666661,0.6596858638743455,0.6657142857142855,0.4532374100719423,0.4338235294117646,0.6126205083260299,-0.4580645161290322,0.5208556149732622,0.5609243697478992,0.6870229007633587,2012
49,New Mexico,0.7135416666666661,0.7068062827225132,0.6914285714285708,0.8129496402877696,0.3308823529411764,0.6310254163014899,-0.07096774193548372,0.8064171122994653,0.8823529411764707,0.7328244274809159,2012
50,LIU-Brooklyn,0.7109375,0.7277486910994764,0.7971428571428567,0.6330935251798562,0.23529411764705885,0.39702015775635413,-0.5258064516129028,0.7497326203208556,0.45798319327731096,0.48473282442748084,2012
51,Miss State,0.7109375,0.6544502617801049,0.6257142857142854,0.6474820143884892,0.32352941176470584,0.5547765118317265,-0.4709677419354841,0.6791443850267381,0.5945378151260504,0.7404580152671755,2012
52,Bucknell,0.7109375,0.6544502617801049,0.7057142857142851,0.8489208633093526,0.30147058823529405,0.6266432953549519,-0.3516129032258064,0.7497326203208556,0.5420168067226891,0.5572519083969465,2012
53,Dayton,0.7057291666666665,0.5916230366492146,0.6257142857142854,0.6762589928057552,0.27941176470588236,0.5723049956178791,-0.49677419354838737,0.6299465240641712,0.5945378151260504,0.7404580152671755,2012
54,W Virginia,0.700520833333333,0.5497382198952878,0.5171428571428569,0.8273381294964031,0.22794117647058817,0.6257668711656441,-0.40645161290322607,0.6074866310160428,0.6218487394957983,0.8396946564885495,2012
55,IUPUI,0.700520833333333,0.5130890052356021,0.5685714285714281,0.4172661870503598,0.2647058823529411,0.4785276073619632,-0.7451612903225806,0.40855614973262033,0.5105042016806722,0.4694656488549618,2012
56,S Mississippi,0.700520833333333,0.39267015706806285,0.4657142857142853,0.6834532374100721,0.3308823529411764,0.4758983347940403,-0.4129032258064518,0.8064171122994653,0.6092436974789917,0.6717557251908396,2012
57,Wisconsin,0.6979166666666661,0.5392670157068062,0.5314285714285711,0.6330935251798562,0.4117647058823528,0.761612620508326,-0.041935483870967794,0.7497326203208556,0.7941176470588236,0.9580152671755724,2012
58,UCSB,0.6953125,0.6073298429319367,0.5942857142857139,0.6474820143884892,0.5367647058823528,0.6319018404907977,-0.5096774193548388,0.6171122994652407,0.5546218487394958,0.5610687022900762,2012
59,St Bonavent,0.6901041666666665,0.6125654450261777,0.6999999999999997,0.7913669064748201,0.44117647058823517,0.4715162138475022,-0.3677419354838709,0.639572192513369,0.7016806722689075,0.7099236641221374,2012
60,Middle Tenn,0.684895833333333,0.7696335078534031,0.7199999999999998,0.6187050359712227,0.4999999999999999,0.5670464504820333,-0.1967741935483871,0.851336898395722,0.6218487394957983,0.6259541984732824,2012
61,Wash State,0.684895833333333,0.7225130890052354,0.7514285714285713,0.5611510791366907,0.213235294117647,0.5293602103418055,-0.5387096774193547,0.48128342245989303,0.5609243697478992,0.6526717557251908,2012
62,Miami (FL),0.6822916666666661,0.5654450261780104,0.5714285714285712,0.48920863309352525,0.3676470588235293,0.5197195442594215,-0.4451612903225808,0.6149732620320856,0.7668067226890757,0.8244274809160304,2012
63,Notre Dame,0.6822916666666661,0.5445026178010473,0.5571428571428569,0.46762589928057574,0.32352941176470584,0.8843120070113937,-0.3741935483870966,0.6791443850267381,0.8277310924369748,0.8511450381679388,2012
64,Georgetown,0.6822916666666661,0.6335078534031409,0.6399999999999997,0.7769784172661871,0.5441176470588234,0.5600350569675723,-0.13548387096774217,0.797860962566845,0.7878151260504203,0.881679389312977,2012
65,Vermont,0.6796875,0.5445026178010473,0.5885714285714281,0.6906474820143882,0.213235294117647,0.5924627519719543,-0.3193548387096774,0.6556149732620322,0.6281512605042017,0.48473282442748084,2012
66,San Francisco,0.6796875,0.7172774869109944,0.7057142857142851,0.4820143884892083,0.09558823529411764,0.4855390008764242,-0.5580645161290323,0.5764705882352942,0.5819327731092437,0.5267175572519083,2012
67,Utah State,0.677083333333333,0.6910994764397902,0.6914285714285708,0.4748201438848918,0.3088235294117647,0.5223488168273445,-0.5129032258064514,0.5005347593582888,0.4852941176470588,0.5496183206106869,2012
68,Wagner,0.677083333333333,0.5602094240837694,0.6028571428571428,0.5467625899280573,0.4558823529411764,0.4785276073619632,-0.2064516129032259,0.851336898395722,0.5483193277310925,0.5267175572519083,2012
69,Idaho,0.677083333333333,0.743455497382199,0.714285714285714,0.5899280575539567,0.4117647058823528,0.5836985100788783,-0.5903225806451613,0.5422459893048129,0.4327731092436975,0.5114503816793893,2012
70,St Josephs,0.677083333333333,0.7172774869109944,0.6971428571428566,0.5539568345323738,0.7279411764705881,0.5985977212971079,-0.4580645161290322,0.6213903743315509,0.6491596638655462,0.7671755725190839,2012
71,Richmond,0.6718749999999996,0.575916230366492,0.6399999999999997,0.17266187050359694,0.5514705882352939,0.5880806310254163,-0.5387096774193547,0.5176470588235295,0.5357142857142857,0.7175572519083968,2012
72,Charl South,0.6718749999999996,0.5916230366492146,0.5799999999999996,0.49640287769784175,0.20588235294117643,0.4662576687116564,-0.5,0.6000000000000001,0.4495798319327731,0.43129770992366406,2012
73,Iowa,0.6718749999999996,0.5602094240837694,0.5828571428571423,0.5107913669064743,0.3161764705882353,0.6091148115687994,-0.580645161290323,0.5358288770053476,0.6323529411764706,0.7862595419847327,2012
74,Drexel,0.6666666666666661,0.5654450261780104,0.6199999999999997,0.8129496402877696,0.3676470588235293,0.5696757230499563,-0.15806451612903238,0.8566844919786096,0.6743697478991597,0.5877862595419847,2012
75,Arizona,0.6640625,0.6439790575916229,0.657142857142857,0.6043165467625897,0.3088235294117647,0.6108676599474145,-0.2806451612903227,0.7144385026737968,0.7184873949579833,0.748091603053435,2012
76,Harvard,0.6640625,0.6596858638743455,0.7228571428571429,0.7841726618705036,0.5514705882352939,0.5074496056091148,-0.09354838709677438,0.877005347593583,0.6470588235294118,0.6106870229007633,2012
77,High Point,0.661458333333333,0.6335078534031409,0.6199999999999997,0.3956834532374103,0.24264705882352935,0.4636283961437335,-0.7161290322580651,0.37112299465240645,0.4684873949579832,0.4236641221374045,2012
78,Illinois St,0.661458333333333,0.670157068062827,0.714285714285714,0.6330935251798562,0.2867647058823529,0.5740578439964943,-0.4322580645161289,0.6074866310160428,0.546218487394958,0.6297709923664121,2012
79,Nevada,0.6588541666666665,0.6544502617801049,0.6228571428571428,0.6474820143884892,0.47058823529411753,0.4303242769500438,-0.3354838709677419,0.837433155080214,0.5861344537815126,0.5419847328244274,2012
80,La Salle,0.6562499999999996,0.7277486910994764,0.6914285714285708,0.31654676258992787,0.3161764705882353,0.6126205083260299,-0.27741935483871005,0.6427807486631016,0.6218487394957983,0.7022900763358777,2012
81,Montana,0.6562499999999996,0.7068062827225132,0.7171428571428566,0.4172661870503598,0.3970588235294117,0.5714285714285715,-0.20967741935483897,0.797860962566845,0.6407563025210085,0.4618320610687022,2012
82,Stony Brook,0.6562499999999996,0.4869109947643979,0.47142857142857153,0.8561151079136691,0.09558823529411764,0.37072743207712533,-0.2903225806451615,0.718716577540107,0.5630252100840336,0.45038167938931295,2012
83,U Penn,0.6562499999999996,0.6282722513089007,0.7257142857142855,0.31654676258992787,0.23529411764705885,0.5661700262927257,-0.5903225806451613,0.6149732620320856,0.5504201680672269,0.6183206106870228,2012
84,Cincinnati,0.6562499999999996,0.4659685863874343,0.391428571428571,0.5251798561151078,0.4926470588235293,0.696757230499562,-0.22580645161290347,0.7144385026737968,0.7226890756302522,0.7900763358778625,2012
85,Evansville,0.653645833333333,0.6073298429319367,0.7057142857142851,0.18705035971222994,0.10294117647058823,0.7046450482033304,-0.5774193548387094,0.5005347593582888,0.6113445378151261,0.6488549618320609,2012
86,Lafayette,0.6510416666666661,0.7120418848167538,0.7428571428571429,0.17985611510791388,0.22794117647058817,0.4925503943908852,-0.7290322580645165,0.4288770053475936,0.43487394957983194,0.48091603053435106,2012
87,Coppin State,0.6484374999999996,0.670157068062827,0.637142857142857,0.30215827338129486,0.09558823529411764,0.6406660823838739,-0.7225806451612908,0.4363636363636364,0.3340336134453782,0.3244274809160305,2012
88,Connecticut,0.645833333333333,0.5602094240837694,0.5228571428571427,0.6762589928057552,0.6911764705882352,0.5407537248028045,-0.3870967741935485,0.5925133689839572,0.6722689075630253,0.8625954198473281,2012
89,Campbell,0.645833333333333,0.7172774869109944,0.6914285714285708,0.5467625899280573,0.5294117647058822,0.525854513584575,-0.6645161290322585,0.5176470588235295,0.273109243697479,0.43511450381679384,2012
90,Coastal Car,0.6432291666666665,0.6439790575916229,0.597142857142857,0.6834532374100721,0.34558823529411764,0.39877300613496935,-0.5096774193548388,0.5828877005347594,0.38865546218487396,0.4045801526717557,2012
91,UCLA,0.6432291666666665,0.5968586387434556,0.5428571428571427,0.6187050359712227,0.4558823529411764,0.6494303242769501,-0.3903225806451611,0.5390374331550803,0.680672268907563,0.748091603053435,2012
92,N Colorado,0.6432291666666665,0.832460732984293,0.8199999999999994,0.7410071942446042,0.1838235294117647,0.2690622261174409,-0.7935483870967746,0.29518716577540105,0.3403361344537815,0.43129770992366406,2012
93,SE Missouri,0.6406249999999996,0.675392670157068,0.5885714285714281,0.5899280575539567,0.33823529411764697,0.5705521472392638,-0.6354838709677417,0.4620320855614974,0.46218487394957986,0.3587786259541984,2012
94,Detroit,0.6406249999999996,0.4659685863874343,0.5457142857142854,0.5467625899280573,0.5073529411764705,0.4715162138475022,-0.5161290322580645,0.572192513368984,0.523109243697479,0.5496183206106869,2012
95,Oregon,0.638020833333333,0.675392670157068,0.6771428571428566,0.5539568345323738,0.32352941176470584,0.4741454864154251,-0.4258064516129032,0.7294117647058824,0.6890756302521008,0.7290076335877862,2012
96,TN Tech,0.6354166666666661,0.6439790575916229,0.694285714285714,0.6115107913669067,0.19852941176470587,0.3812445223488169,-0.5580645161290323,0.5764705882352942,0.453781512605042,0.45038167938931295,2012
