,Team,Offensive Efficiency,Effective Field Goal %,True Shooting %,Total Rebounding %,Block %,Assist/Turnover Ratio,Defensive Efficiency,Win %,Last 10 Rating,Strength of Schedule,Year
968,Bradley,0.3113772455089818,0.21764705882352908,0.18333333333333357,0.4545454545454546,0.25663716814159293,0.2381646030589949,-0.4427244582043346,0.4,0.4191343963553531,0.515267175572519,2014
969,Central Conn,0.30838323353293395,0.36470588235294077,0.31333333333333346,0.20979020979020957,0.48672566371681414,0.3284777858703569,-0.6160990712074308,0.333,0.25284738041002275,0.35114503816793885,2014
970,Texas A&M,0.3053892215568861,0.32941176470588207,0.24666666666666703,0.35664335664335667,0.4601769911504425,0.462490895848507,-0.22910216718266296,0.571,0.4624145785876993,0.6374045801526717,2014
971,VA Tech,0.3053892215568861,0.32352941176470607,0.24666666666666703,0.6013986013986017,0.5486725663716814,0.29133284777858703,-0.4798761609907123,0.333,0.41457858769931666,0.6793893129770991,2014
972,Miss State,0.3023952095808382,0.3764705882352941,0.3366666666666669,0.3496503496503496,0.22123893805309736,0.302257829570284,-0.4303405572755419,0.464,0.37585421412300685,0.5725190839694655,2014
973,USC,0.3023952095808382,0.32941176470588207,0.28666666666666707,0.4615384615384617,0.4070796460176992,0.3182811361981063,-0.560371517027864,0.333,0.45558086560364464,0.7404580152671755,2014
974,Florida Intl,0.3023952095808382,0.32941176470588207,0.29666666666666686,0.4615384615384617,0.4070796460176992,0.19082301529497447,-0.5572755417956654,0.423,0.33029612756264237,0.4083969465648854,2014
975,Col Charlestn,0.2934131736526946,0.2999999999999998,0.21666666666666679,0.72027972027972,0.504424778761062,0.201019664967225,-0.29721362229102155,0.448,0.4328018223234624,0.4885496183206106,2014
976,Monmouth,0.2934131736526946,0.2823529411764705,0.206666666666667,0.5104895104895104,0.29203539823008845,0.2825928623452294,-0.45820433436532504,0.367,0.25512528473804097,0.45419847328244267,2014
977,St Fran (PA),0.284431137724551,0.32941176470588207,0.2200000000000002,0.13286713286713248,0.23893805309734517,0.4748725418790969,-0.6594427244582048,0.321,0.1958997722095672,0.3854961832061068,2014
978,Marist,0.284431137724551,0.21764705882352908,0.22666666666666657,0.3146853146853146,0.4070796460176992,0.2767662053896577,-0.5201238390092877,0.379,0.3644646924829157,0.5267175572519083,2014
979,St Peters,0.2814371257485031,0.20000000000000018,0.2033333333333336,0.39160839160839167,0.5309734513274337,0.27093954843408585,-0.4241486068111455,0.429,0.357630979498861,0.4770992366412213,2014
980,UC Riverside,0.2754491017964069,0.24705882352941178,0.2333333333333334,0.36363636363636376,0.5398230088495576,0.2855061908230152,-0.5479876160990713,0.24,0.2687927107061503,0.41984732824427473,2014
981,Furman,0.27245508982035904,0.40588235294117636,0.3733333333333335,0.20979020979020957,0.24778761061946902,0.15076474872541878,-0.7492260061919507,0.269,0.0546697038724373,0.23282442748091597,2014
982,New Orleans,0.2664670658682633,0.2882352941176469,0.32666666666666666,0.4825174825174825,0.24778761061946902,0.1434814275309541,-0.6408668730650158,0.429,0.22551252847380407,0.2709923664122137,2014
983,AR Lit Rock,0.2574850299401197,0.20000000000000018,0.25,0.4545454545454546,0.4336283185840708,0.211944646758922,-0.51702786377709,0.423,0.31662870159453305,0.4885496183206106,2014
984,S Florida,0.2544910179640718,0.23529411764705888,0.21333333333333382,0.46853146853146876,0.38053097345132736,0.34304442825928627,-0.5139318885448914,0.429,0.3667425968109339,0.6564885496183205,2014
985,Old Dominion,0.2544910179640718,0.2647058823529411,0.16666666666666696,0.5594405594405596,0.5132743362831859,0.22068463219227963,-0.3436532507739938,0.483,0.2824601366742597,0.5305343511450381,2014
986,Miami (OH),0.2544910179640718,0.37058823529411766,0.3833333333333333,0.24475524475524457,0.16814159292035402,0.33430444282592864,-0.48297213622291,0.44,0.3211845102505695,0.5381679389312977,2014
987,Beth-Cook,0.25149700598802394,0.20588235294117663,0.17333333333333334,0.1958041958041954,0.23008849557522126,0.1981063364894391,-0.7523219814241493,0.148,0.16173120728929385,0.2519083969465648,2014
988,LA Monroe,0.25149700598802394,0.2999999999999998,0.19333333333333336,0.3706293706293704,0.37168141592920356,0.38455935906773486,-0.5046439628482973,0.364,0.3029612756264237,0.5267175572519083,2014
989,Chicago St,0.25149700598802394,0.2529411764705882,0.1900000000000004,0.006993006993007089,0.22123893805309736,0.3088128186453022,-0.6563467492260062,0.385,0.2482915717539863,0.3854961832061068,2014
990,Longwood,0.25149700598802394,0.32941176470588207,0.29000000000000004,0.09790209790209747,0.06194690265486724,0.35833940276766196,-0.9040247678018578,0.154,0.11161731207289288,0.20992366412213737,2014
991,UMKC,0.25149700598802394,0.3117647058823527,0.2233333333333336,0.21678321678321666,0.1504424778761062,0.2811361981063365,-0.6037151702786381,0.346,0.22551252847380407,0.4274809160305343,2014
992,Maryland ES,0.24850299401197606,0.09999999999999964,0.14000000000000012,0.20979020979020957,0.11504424778761063,0.28623452294246177,-0.814241486068112,0.125,0.13211845102505693,0.23664122137404575,2014
993,U Penn,0.2455089820359282,0.4588235294117644,0.41000000000000014,0.3146853146853146,0.327433628318584,0.3182811361981063,-0.5417956656346754,0.292,0.3006833712984055,0.5534351145038167,2014
994,Wash State,0.24251497005987988,0.2941176470588238,0.21333333333333382,0.3496503496503496,0.3097345132743363,0.2935178441369264,-0.5665634674922604,0.296,0.35990888382687924,0.7022900763358777,2014
995,Cornell,0.24251497005987988,0.2705882352941176,0.14333333333333353,0.1958041958041954,0.23893805309734517,0.2978878368536052,-0.9659442724458209,0.042,0.19362186788154898,0.4465648854961831,2014
996,App State,0.239520958083832,0.15294117647058814,0.0900000000000003,0.4615384615384617,0.20353982300884954,0.236707938820102,-0.5913312693498454,0.208,0.18451025056947606,0.24045801526717553,2014
997,NC-Grnsboro,0.239520958083832,0.2647058823529411,0.22666666666666657,0.43356643356643376,0.1504424778761062,0.23088128186453016,-0.5263157894736841,0.37,0.18223234624145784,0.27862595419847325,2014
998,Maine,0.239520958083832,0.4411764705882355,0.3533333333333335,0.06293706293706247,0.08849557522123891,0.34814275309541143,-0.7863777089783284,0.154,0.09567198177676534,0.3358778625954198,2014
999,James Mad,0.23652694610778413,0.21176470588235263,0.22666666666666657,0.36363636363636376,0.3097345132743363,0.1798980335032775,-0.492260061919505,0.379,0.33712984054669703,0.5229007633587786,2014
1000,Delaware St,0.23652694610778413,0.24117647058823488,0.20999999999999996,0.1958041958041954,0.3982300884955752,0.3699927166788055,-0.5727554179566567,0.28,0.26195899772209563,0.3167938931297709,2014
1001,Central Ark,0.23652694610778413,0.37058823529411766,0.24333333333333318,0.06293706293706247,0.504424778761062,0.2410779315367808,-0.6904024767801862,0.208,0.13667425968109342,0.28244274809160297,2014
1002,TX Christian,0.23353293413173626,0.17647058823529438,0.2400000000000002,0.0,0.31858407079646023,0.3750910415149308,-0.6130030959752322,0.308,0.35990888382687924,0.6412213740458014,2014
1003,Texas State,0.23353293413173626,0.3588235294117643,0.28000000000000025,0.4475524475524475,0.24778761061946902,0.25564457392571005,-0.5077399380804954,0.231,0.32574031890660593,0.44274809160305334,2014
1004,Presbyterian,0.23053892215568839,0.4352941176470586,0.3500000000000001,0.05594405594405538,0.18584070796460184,0.30954115076474875,-0.8513931888544892,0.143,0.05694760820045558,0.22519083969465642,2014
1005,IUPUI,0.23053892215568839,0.24705882352941178,0.23666666666666725,0.11888111888111874,0.23893805309734517,0.30007283321194467,-0.814241486068112,0.111,0.10478359908883828,0.4007633587786259,2014
1006,Loyola-MD,0.22455089820359309,0.17058823529411749,0.13666666666666716,0.1608391608391604,0.4690265486725663,0.302257829570284,-0.5820433436532508,0.333,0.19817767653758542,0.4618320610687022,2014
1007,Stetson,0.22455089820359309,0.2529411764705882,0.19333333333333336,0.11888111888111874,0.4247787610619469,0.3714493809176984,-0.7430340557275543,0.241,0.03189066059225509,0.36641221374045796,2014
1008,Alcorn State,0.22455089820359309,0.23529411764705888,0.18666666666666698,0.20279720279720248,0.4336283185840708,0.224326292789512,-0.5417956656346754,0.333,0.21412300683371296,0.2061068702290076,2014
1009,McNeese St,0.2215568862275452,0.12352941176470544,0.05666666666666709,0.23776223776223748,0.37168141592920356,0.3313911143481427,-0.6811145510835912,0.28,0.20273348519362183,0.33206106870229,2014
1010,Jackson St,0.21856287425149734,0.17058823529411749,0.2033333333333336,0.5594405594405596,0.37168141592920356,0.11289147851420245,-0.36222910216718285,0.385,0.22779043280182235,0.34732824427480913,2014
1011,Citadel,0.21856287425149734,0.2647058823529411,0.22666666666666657,0.20279720279720248,0.20353982300884954,0.3590677348871084,-0.8049535603715174,0.077,0.0,0.20992366412213737,2014
1012,Prairie View,0.21856287425149734,0.2647058823529411,0.18666666666666698,0.1958041958041954,0.15929203539823006,0.1798980335032775,-0.7058823529411766,0.28,0.03189066059225509,0.2442748091603053,2014
1013,TX-Pan Am,0.21556886227544947,0.16470588235294104,0.10666666666666691,0.2307692307692304,0.18584070796460184,0.3809176984705025,-0.5015479876160991,0.286,0.2574031890660592,0.36641221374045796,2014
1014,E Michigan,0.21257485029940115,0.11764705882352944,0.12000000000000055,0.2657342657342654,0.743362831858407,0.2549162418062636,-0.17027863777089802,0.52,0.55125284738041,0.5992366412213739,2014
1015,Lamar,0.21257485029940115,0.2588235294117647,0.30000000000000027,0.18181818181818166,0.24778761061946902,0.27093954843408585,-0.7430340557275543,0.111,0.07517084282460135,0.3549618320610686,2014
1016,NC-Wilmgton,0.1976047904191618,0.10588235294117654,0.010000000000000231,0.32167832167832167,0.4336283185840708,0.32046613255644574,-0.5820433436532508,0.241,0.3462414578587699,0.49618320610687017,2014
1017,Rice,0.1976047904191618,0.38235294117647056,0.28666666666666707,0.13986013986013957,0.1327433628318584,0.46321922796795334,-0.5882352941176472,0.2,0.21184510250569474,0.4007633587786259,2014
1018,Florida A&M,0.1976047904191618,0.10588235294117654,0.023333333333333428,0.39860139860139876,0.4601769911504425,0.18645302257829566,-0.4303405572755419,0.385,0.13211845102505693,0.2938931297709923,2014
1019,Grambling St,0.19461077844311392,0.2882352941176469,0.25333333333333385,0.11888111888111874,0.12389380530973454,0.1704297159504734,-1.0,0.095,0.015945330296127547,0.09923664122137399,2014
1020,Hsn Christian,0.19161676646706605,0.276470588235294,0.25,0.3426573426573425,0.08849557522123891,0.224326292789512,-0.7275541795665639,0.154,0.14806378132118453,0.2900763358778625,2014
1021,W Illinois,0.19161676646706605,0.4117647058823528,0.36333333333333373,0.35664335664335667,0.24778761061946902,0.2702112163146394,-0.4272445820433437,0.24,0.31662870159453305,0.4503816793893129,2014
1022,Northwestern,0.18862275449101817,0.22941176470588243,0.20000000000000018,0.28671328671328666,0.415929203539823,0.40131099781500357,-0.35913312693498467,0.429,0.6082004555808657,0.7938931297709922,2014
1023,NC A&T,0.18862275449101817,0.05294117647058805,0.17000000000000037,0.4545454545454546,0.4601769911504425,0.1260014566642389,-0.6191950464396285,0.259,0.0022779043280181654,0.3053435114503816,2014
1024,Maryland BC,0.17964071856287456,0.18823529411764683,0.14666666666666694,0.3146853146853146,0.27433628318584075,0.24326292789512016,-0.48606811145510864,0.296,0.1662870159453303,0.30152671755725186,2014
1025,Fairfield,0.17664670658682669,0.22352941176470598,0.16666666666666696,0.4825174825174825,0.4247787610619469,0.21995630007283318,-0.492260061919505,0.226,0.26195899772209563,0.5229007633587786,2014
1026,Mass Lowell,0.1706586826347305,0.20000000000000018,0.19333333333333336,0.16783216783216748,0.2123893805309735,0.28040786598688994,-0.6160990712074308,0.333,0.1662870159453303,0.3587786259541984,2014
1027,N Illinois,0.1706586826347305,0.02941176470588225,0.08000000000000007,0.6433566433566433,0.31858407079646023,0.06263656227239622,-0.3157894736842106,0.462,0.4601366742596811,0.48091603053435106,2014
1028,San Jose St,0.1706586826347305,0.19411764705882328,0.17333333333333334,0.3706293706293704,0.23893805309734517,0.23743627093954844,-0.6377708978328172,0.2,0.20956719817767652,0.5343511450381678,2014
1029,Miss Val St,0.16766467065868262,0.19411764705882328,0.14333333333333353,0.25174825174825166,0.09734513274336282,0.1842680262199563,-0.7027863777089789,0.24,0.05011389521640092,0.14122137404580148,2014
1030,Ball State,0.16467065868263475,0.2705882352941176,0.2566666666666668,0.5314685314685317,0.1415929203539823,0.19155134741442092,-0.6656346749226012,0.083,0.22095671981776766,0.5076335877862594,2014
1031,S Car State,0.16167664670658688,0.1470588235294117,0.05333333333333368,0.5244755244755246,0.3097345132743363,0.2629278951201748,-0.6160990712074308,0.292,0.08883826879271067,0.2442748091603053,2014
1032,Alab A&M,0.14371257485029965,0.21764705882352908,0.15666666666666673,0.1608391608391604,0.3982300884955752,0.3394027676620539,-0.4024767801857587,0.364,0.17312072892938496,0.2061068702290076,2014
1033,Navy,0.13772455089820346,0.21764705882352908,0.0900000000000003,0.32167832167832167,0.33628318584070793,0.359796067006555,-0.4643962848297214,0.296,0.23917995444191345,0.4007633587786259,2014
1034,Ark Pine Bl,0.13473053892215558,0.2647058823529411,0.1900000000000004,0.2307692307692304,0.18584070796460184,0.22796795338674436,-0.6130030959752322,0.32,0.1958997722095672,0.25572519083969464,2014
1035,Abl Christian,0.13473053892215558,0.24117647058823488,0.29666666666666686,0.1258741258741254,0.0353982300884956,0.13037144938091766,-0.9040247678018578,0.105,0.18678815489749429,0.08015267175572516,2014
1036,Kennesaw St,0.12574850299401197,0.2882352941176469,0.2233333333333336,0.28671328671328666,0.25663716814159293,0.1412964311726147,-0.6780185758513935,0.143,0.14350797266514803,0.3358778625954198,2014
1037,Bowling Grn,0.11976047904191622,0.20588235294117663,0.10999999999999988,0.4265734265734267,0.6991150442477876,0.2520029133284778,-0.2229102167182666,0.407,0.3940774487471526,0.5381679389312977,2014
1038,Binghamton,0.11377245508982048,0.12352941176470544,0.12666666666666648,0.2657342657342654,0.12389380530973454,0.14785142024763293,-0.5541795665634677,0.25,0.16856492027334852,0.33206106870229,2014
1039,Savannah St,0.09880239520958067,0.22941176470588243,0.17000000000000037,0.2797202797202796,0.6283185840707965,0.13546977421704298,-0.3808049535603715,0.32,0.25512528473804097,0.32824427480916024,2014
1040,S Utah,0.03293413173652704,0.1470588235294117,0.11333333333333373,0.006993006993007089,0.37168141592920356,0.24326292789512016,-0.8297213622291024,0.0,0.1070615034168565,0.3435114503816793,2014
1041,N Hampshire,0.0059880239520957446,0.05294117647058805,0.0,0.39160839160839167,0.36283185840707965,0.19300801165331383,-0.3931888544891642,0.185,0.19362186788154898,0.3358778625954198,2014
1042,Howard,0.0,0.0,0.046666666666666856,0.2727272727272725,0.35398230088495575,0.0,-0.51702786377709,0.154,0.16173120728929385,0.3091603053435114,2014
1043,Notre Dame,1.0,1.0000000000000002,0.9780219780219781,0.556291390728477,0.37606837606837606,0.8994864269992663,-0.5257142857142858,0.828,0.7508896797153024,0.8313253012048193,2015
1044,Duke,0.9685393258426966,0.913705583756345,0.8818681318681318,0.794701986754967,0.3931623931623932,0.7079970652971387,-0.4542857142857142,0.897,0.8772241992882561,0.9799196787148594,2015
1045,Wisconsin,0.9573033707865171,0.7766497461928934,0.8076923076923075,0.8211920529801322,0.4444444444444444,0.9119589141599415,-0.31142857142857183,0.893,0.8985765124555158,0.891566265060241,2015
1046,Gonzaga,0.9505617977528087,0.9898477157360406,0.9587912087912085,0.8543046357615895,0.33333333333333337,0.813646368305209,-0.30571428571428605,0.933,0.7953736654804269,0.7951807228915663,2015
1047,Davidson,0.8943820224719103,0.8426395939086293,0.8049450549450547,0.5298013245033113,0.27350427350427353,0.9574468085106383,-0.5542857142857147,0.769,0.7135231316725977,0.7028112449799198,2015
1048,Indiana,0.8853932584269666,0.8477157360406091,0.8241758241758244,0.6688741721854305,0.2905982905982906,0.599413059427733,-0.6742857142857148,0.655,0.7099644128113878,0.8514056224899599,2015
1049,Ohio State,0.8831460674157303,0.8781725888324876,0.8159340659340657,0.649006622516556,0.6581196581196581,0.7468818782098313,-0.2828571428571429,0.714,0.8238434163701067,0.891566265060241,2015
1050,Murray St,0.8719101123595507,0.7868020304568526,0.7719780219780219,0.6622516556291389,0.3589743589743589,0.6940572267057962,-0.5171428571428573,0.857,0.6441281138790034,0.4859437751004016,2015
1051,Ste F Austin,0.8696629213483145,0.8883248730964468,0.8956043956043955,0.7019867549668874,0.41025641025641024,0.6243580337490828,-0.41428571428571415,0.84,0.683274021352313,0.46987951807228917,2015
1052,Kentucky,0.8606741573033707,0.6751269035532996,0.6978021978021975,0.8609271523178808,0.9487179487179488,0.7160674981658107,-0.0,1.0,0.9412811387900354,0.9317269076305221,2015
1053,E Washingtn,0.8539325842696628,0.8223350253807109,0.8159340659340657,0.41059602649006655,0.5897435897435896,0.5553925165077036,-0.7314285714285718,0.692,0.5160142348754447,0.42971887550200805,2015
1054,BYU,0.8494382022471911,0.7258883248730965,0.7994505494505493,0.7019867549668874,0.28205128205128205,0.6977256052824652,-0.54,0.724,0.7686832740213522,0.7269076305220883,2015
1055,Villanova,0.8471910112359553,0.8121827411167513,0.837912087912088,0.6026490066225167,0.4700854700854701,0.7527512839325018,-0.2971428571428576,0.931,0.9377224199288254,0.8714859437751004,2015
1056,Central Mich,0.8337078651685395,0.8375634517766499,0.8324175824175826,0.4966887417218544,0.17948717948717946,0.6148202494497432,-0.5428571428571431,0.75,0.5693950177935941,0.46987951807228917,2015
1057,Utah,0.8269662921348315,0.852791878172589,0.8489010989010985,0.6887417218543046,0.6923076923076923,0.6397652237710932,-0.1942857142857144,0.778,0.8896797153024909,0.8835341365461847,2015
1058,Arizona,0.8112359550561798,0.7258883248730965,0.75,0.9337748344370862,0.4358974358974359,0.5707997065297138,-0.1685714285714286,0.897,0.9999999999999998,0.8795180722891567,2015
1059,NW State,0.808988764044944,0.6852791878172588,0.7252747252747249,0.2516556291390728,0.4700854700854701,0.6302274394717534,-0.8628571428571434,0.546,0.5088967971530248,0.3092369477911647,2015
1060,Iowa State,0.8044943820224719,0.8274111675126907,0.8049450549450547,0.6026490066225167,0.3846153846153846,0.7842993396918564,-0.48,0.714,0.8345195729537365,0.9397590361445782,2015
1061,Hofstra,0.8044943820224719,0.6802030456852795,0.6950549450549448,0.6092715231788084,0.26495726495726496,0.7065297138664711,-0.5171428571428573,0.613,0.5284697508896796,0.46586345381526106,2015
1062,Iona,0.7999999999999998,0.8629441624365481,0.837912087912088,0.4172185430463573,0.3418803418803419,0.6830520909757887,-0.5628571428571432,0.8,0.5978647686832739,0.5421686746987951,2015
1063,Toledo,0.7977528089887644,0.7208121827411167,0.7774725274725274,0.6556291390728477,0.2905982905982906,0.5333822450476889,-0.6114285714285717,0.655,0.6441281138790034,0.5863453815261044,2015
1064,Virginia,0.7977528089887644,0.6243654822335027,0.6263736263736264,0.9072847682119209,0.6239316239316239,0.8070432868672047,-0.10000000000000009,0.964,0.8185053380782916,0.8995983935742972,2015
1065,Wm & Mary,0.7910112359550561,0.9238578680203047,0.9203296703296702,0.42384105960264895,0.5042735042735043,0.6316947909024211,-0.6514285714285717,0.593,0.5676156583629892,0.5381526104417671,2015
1066,N Colorado,0.7865168539325844,0.7461928934010154,0.7362637362637363,0.42384105960264895,0.16239316239316243,0.5715333822450478,-0.8628571428571434,0.462,0.3967971530249109,0.3413654618473896,2015
1067,UC Davis,0.7865168539325844,1.0000000000000002,1.0,0.5099337748344372,0.1282051282051282,0.42186353631694795,-0.6028571428571428,0.8,0.6298932384341636,0.46987951807228917,2015
1068,Incar Word,0.7865168539325844,0.7005076142131983,0.7747252747252746,0.31125827814569584,0.4444444444444444,0.561995597945708,-0.7800000000000002,0.619,0.3967971530249109,0.28915662650602414,2015
1069,Lafayette,0.7775280898876402,0.8172588832487311,0.8214285714285712,0.370860927152318,0.21367521367521364,0.6691122523844462,-0.8314285714285718,0.571,0.4483985765124554,0.4497991967871486,2015
1070,Wichita St,0.7775280898876402,0.6142131979695431,0.6043956043956045,0.7483443708609272,0.5128205128205128,0.7703595011005137,-0.22857142857142865,0.897,0.7811387900355871,0.6947791164658634,2015
1071,N Iowa,0.7730337078651686,0.898477157360406,0.901098901098901,0.6026490066225167,0.28205128205128205,0.5128393250183418,-0.32285714285714295,0.9,0.7544483985765122,0.6746987951807228,2015
1072,St Marys,0.7640449438202248,0.7461928934010154,0.7307692307692304,0.8344370860927155,0.22222222222222227,0.6537050623624358,-0.5371428571428574,0.714,0.6779359430604981,0.6626506024096386,2015
1073,Xavier,0.7640449438202248,0.7461928934010154,0.7637362637362637,0.6953642384105962,0.3076923076923077,0.7270726338958181,-0.5257142857142858,0.6,0.7419928825622775,0.8273092369477912,2015
1074,Idaho,0.7595505617977527,0.7512690355329952,0.7445054945054945,0.6688741721854305,0.13675213675213677,0.49743213499633165,-0.8200000000000003,0.44,0.47153024911032015,0.37349397590361444,2015
1075,Arkansas,0.7595505617977527,0.6040609137055839,0.6208791208791209,0.5298013245033113,0.5811965811965811,0.7556859867938371,-0.4542857142857142,0.793,0.7633451957295372,0.7791164658634538,2015
1076,Michigan St,0.7573033707865169,0.7766497461928934,0.6923076923076921,0.8807947019867548,0.5641025641025641,0.743947175348496,-0.37428571428571455,0.679,0.791814946619217,0.8634538152610443,2015
1077,Colorado St,0.7573033707865169,0.6192893401015229,0.6181318681318682,0.794701986754967,0.3504273504273504,0.7057960381511373,-0.44857142857142884,0.821,0.6405693950177934,0.606425702811245,2015
1078,Boise State,0.7573033707865169,0.7461928934010154,0.7390109890109886,0.5629139072847682,0.24786324786324787,0.5553925165077036,-0.41999999999999993,0.741,0.7651245551601422,0.678714859437751,2015
1079,N Carolina,0.7528089887640452,0.6040609137055839,0.5906593406593408,0.8807947019867548,0.4786324786324787,0.7329420396184886,-0.41428571428571415,0.69,0.7419928825622775,0.9879518072289157,2015
1080,Stanford,0.7460674157303369,0.568527918781726,0.5961538461538458,0.7350993377483444,0.3162393162393162,0.5707997065297138,-0.4771428571428573,0.667,0.7117437722419928,0.7871485943775101,2015
1081,S Methodist,0.7460674157303369,0.7461928934010154,0.7554945054945055,0.8211920529801322,0.49572649572649574,0.6243580337490828,-0.32285714285714295,0.815,0.7419928825622775,0.6947791164658634,2015
1082,Baylor,0.7393258426966294,0.568527918781726,0.5384615384615383,0.8609271523178808,0.4871794871794872,0.5759354365370507,-0.3400000000000003,0.75,0.8736654804270461,0.9236947791164658,2015
1083,N Florida,0.7393258426966294,0.756345177664975,0.7802197802197801,0.44370860927152345,0.4358974358974359,0.5143066764490095,-0.5857142857142859,0.607,0.5693950177935941,0.44176706827309237,2015
1084,Sac State,0.7370786516853931,0.7512690355329952,0.7609890109890105,0.35761589403973515,0.23076923076923078,0.6515040352164344,-0.7314285714285718,0.68,0.4999999999999999,0.33333333333333337,2015
1085,Oregon,0.7303370786516856,0.6802030456852795,0.6813186813186811,0.5695364238410598,0.5128205128205128,0.6045487894350697,-0.5657142857142858,0.714,0.7366548042704625,0.7228915662650602,2015
1086,Georgia St,0.7191011235955056,0.7055837563451781,0.7280219780219781,0.4370860927152318,0.5213675213675214,0.6228906823184152,-0.4085714285714288,0.679,0.7046263345195728,0.5180722891566265,2015
1087,TN Martin,0.7168539325842698,0.7461928934010154,0.7115384615384612,0.6556291390728477,0.13675213675213677,0.4482758620689654,-0.6800000000000006,0.593,0.5177935943060497,0.43775100401606426,2015
1088,High Point,0.7146067415730335,0.6852791878172588,0.6868131868131866,0.45033112582781465,0.2905982905982906,0.6170212765957448,-0.6571428571428575,0.704,0.5373665480427046,0.42168674698795183,2015
1089,Coastal Car,0.7123595505617981,0.538071065989848,0.5576923076923075,0.741721854304636,0.3504273504273504,0.4042553191489362,-0.5171428571428573,0.654,0.5355871886120995,0.3534136546184739,2015
1090,Vanderbilt,0.707865168539326,0.7360406091370557,0.7664835164835164,0.5629139072847682,0.5982905982905984,0.5385179750550256,-0.5,0.571,0.7277580071174375,0.7429718875502008,2015
1091,S Dakota St,0.707865168539326,0.6852791878172588,0.703296703296703,0.5695364238410598,0.4273504273504274,0.44754218635363174,-0.48571428571428577,0.679,0.6405693950177934,0.46586345381526106,2015
1092,Pittsburgh,0.707865168539326,0.538071065989848,0.5247252747252746,0.5231788079470197,0.33333333333333337,0.9999999999999999,-0.6314285714285712,0.643,0.6921708185053379,0.7630522088353414,2015
1093,Belmont,0.707865168539326,0.8781725888324876,0.837912087912088,0.4701986754966887,0.14529914529914528,0.48862802641232583,-0.628571428571429,0.643,0.5640569395017793,0.46184738955823296,2015
1094,Denver,0.7056179775280897,0.913705583756345,0.9175824175824174,0.19867549668874185,0.20512820512820512,0.7035950110051358,-0.7628571428571429,0.414,0.41992882562277567,0.4457831325301205,2015
1095,Montana,0.7033707865168539,0.7918781725888324,0.7664835164835164,0.45033112582781465,0.2564102564102564,0.5810711665443874,-0.6342857142857148,0.577,0.5427046263345194,0.41767068273092367,2015
1096,W Michigan,0.7033707865168539,0.6852791878172588,0.703296703296703,0.45695364238410585,0.15384615384615385,0.49156272927366107,-0.6942857142857144,0.593,0.5124555160142348,0.5381526104417671,2015
1097,Kansas,0.7011235955056181,0.5786802030456857,0.6043956043956045,0.7086092715231791,0.5811965811965811,0.5201760821716801,-0.4371428571428573,0.793,0.8113879003558717,1.0,2015
1098,NC State,0.7011235955056181,0.553299492385787,0.5302197802197801,0.6556291390728477,0.6581196581196581,0.4959647835656641,-0.5028571428571431,0.586,0.6992882562277578,0.8554216867469879,2015
1099,Georgetown,0.7011235955056181,0.6243654822335027,0.6401098901098901,0.7019867549668874,0.6581196581196581,0.46148202494497426,-0.4628571428571431,0.667,0.7989323843416368,0.8835341365461847,2015
1100,Charl South,0.6921348314606739,0.5025380710659901,0.505494505494505,0.5894039735099339,0.17094017094017094,0.49889948642699933,-0.6628571428571433,0.615,0.5284697508896796,0.3775100401606426,2015
1101,Valparaiso,0.6898876404494385,0.6700507614213198,0.6428571428571428,0.814569536423841,0.5213675213675214,0.4446074834922964,-0.3400000000000003,0.821,0.6085409252669038,0.4738955823293173,2015
1102,N Mex State,0.6898876404494385,0.6040609137055839,0.6346153846153846,0.8079470198675498,0.41880341880341887,0.314013206162876,-0.382857142857143,0.63,0.6227758007117437,0.49397590361445787,2015
1103,Buffalo,0.6876404494382022,0.4822335025380713,0.5467032967032965,0.6092715231788084,0.46153846153846156,0.5157740278796772,-0.46857142857142886,0.679,0.6637010676156583,0.6305220883534136,2015
1104,Butler,0.6876404494382022,0.538071065989848,0.5412087912087911,0.7880794701986753,0.3162393162393162,0.4732208363903154,-0.31142857142857183,0.724,0.7669039145907472,0.8634538152610443,2015
1105,Oakland,0.6853932584269664,0.6852791878172588,0.6758241758241756,0.45695364238410585,0.1111111111111111,0.5707997065297138,-0.8142857142857145,0.483,0.5498220640569393,0.5542168674698795,2015
1106,Mississippi,0.6853932584269664,0.48730964467005067,0.5576923076923075,0.629139072847682,0.41880341880341887,0.5319148936170213,-0.4771428571428573,0.655,0.690391459074733,0.7791164658634538,2015
1107,Charlotte,0.6786516853932585,0.6751269035532996,0.6016483516483513,0.5496688741721854,0.21367521367521364,0.4688187820983125,-0.6514285714285717,0.448,0.5338078291814945,0.5823293172690763,2015
1108,Illinois,0.6786516853932585,0.4923857868020305,0.5412087912087911,0.5231788079470197,0.3418803418803419,0.6214233308877476,-0.3942857142857146,0.621,0.7295373665480426,0.8594377510040161,2015
1109,Maryland,0.6764044943820227,0.6395939086294418,0.7197802197802194,0.5894039735099339,0.4786324786324787,0.37564196625091717,-0.42285714285714304,0.828,0.6423487544483985,0.8554216867469879,2015
1110,Purdue,0.6741573033707864,0.6192893401015229,0.6236263736263732,0.7350993377483444,0.6752136752136751,0.5546588407923697,-0.3999999999999999,0.679,0.7615658362989323,0.8152610441767069,2015
1111,LA Tech,0.6741573033707864,0.6192893401015229,0.598901098901099,0.2781456953642385,0.7435897435897436,0.6206896551724138,-0.3657142857142861,0.759,0.6263345195729536,0.5341365461847389,2015
