,Team,Strength of Schedule,Year
831,Yale,0.5687022900763358,2014
832,Belmont,0.564885496183206,2014
833,UC Irvine,0.564885496183206,2014
834,Detroit Mercy,0.564885496183206,2014
835,UTEP,0.5610687022900762,2014
836,Toledo,0.5610687022900762,2014
837,Princeton,0.5610687022900762,2014
838,Valparaiso,0.5610687022900762,2014
839,Middle Tenn,0.5572519083969465,2014
840,Boston U,0.5572519083969465,2014
841,New Mexico St,0.5534351145038167,2014
842,S Illinois,0.5534351145038167,2014
843,Penn,0.5534351145038167,2014
844,Siena,0.5496183206106869,2014
845,Cal Poly,0.5496183206106869,2014
846,Missouri St,0.5496183206106869,2014
847,Vermont,0.5458015267175571,2014
848,Milwaukee,0.5458015267175571,2014
849,Miami OH,0.5381679389312977,2014
850,Bowling Green,0.5381679389312977,2014
851,Buffalo,0.5343511450381678,2014
852,Illinois Chicago,0.5343511450381678,2014
853,San Jose St,0.5343511450381678,2014
854,Quinnipiac,0.5305343511450381,2014
855,Niagara,0.5305343511450381,2014
856,Evansville,0.5305343511450381,2014
857,Old Dominion,0.5305343511450381,2014
858,Youngstown St,0.5267175572519083,2014
859,S Dakota St,0.5267175572519083,2014
860,W Michigan,0.5267175572519083,2014
861,Bucknell,0.5267175572519083,2014
862,Columbia,0.5267175572519083,2014
863,Marist,0.5267175572519083,2014
864,American,0.5267175572519083,2014
865,UL Monroe,0.5267175572519083,2014
866,Canisius,0.5229007633587786,2014
867,Holy Cross,0.5229007633587786,2014
868,J Madison,0.5229007633587786,2014
869,Towson,0.5229007633587786,2014
870,Fairfield,0.5229007633587786,2014
871,Wright St,0.5190839694656487,2014
872,Bradley,0.515267175572519,2014
873,Charlotte,0.515267175572519,2014
874,Louisiana,0.5114503816793892,2014
875,Davidson,0.5114503816793892,2014
876,Mercer,0.5114503816793892,2014
877,Ball St,0.5076335877862594,2014
878,Robert Morris,0.5076335877862594,2014
879,CS Fullerton,0.4999999999999999,2014
880,William & Mary,0.49618320610687017,2014
881,Georgia St,0.49618320610687017,2014
882,Kent St,0.49618320610687017,2014
883,Rider,0.49618320610687017,2014
884,UT Arlington,0.49618320610687017,2014
885,NC Wilmington,0.49618320610687017,2014
886,Morehead St,0.49618320610687017,2014
887,Omaha,0.49236641221374033,2014
888,Loyola Chi,0.49236641221374033,2014
889,UAB,0.49236641221374033,2014
890,Air Force,0.4885496183206106,2014
891,Little Rock,0.4885496183206106,2014
892,Florida Atlantic,0.4885496183206106,2014
893,Hofstra,0.4885496183206106,2014
894,Lafayette,0.4885496183206106,2014
895,Charleston,0.4885496183206106,2014
896,Marshall,0.48473282442748084,2014
897,South Dakota,0.48473282442748084,2014
898,N Illinois,0.48091603053435106,2014
899,Lehigh,0.48091603053435106,2014
900,Saint Peter's,0.4770992366412213,2014
901,W Kentucky,0.4770992366412213,2014
902,S Alabama,0.4770992366412213,2014
903,Morgan St,0.4770992366412213,2014
904,Arkansas St,0.4770992366412213,2014
905,Hawai'i,0.4732824427480915,2014
906,Colgate,0.4694656488549617,2014
907,Brown,0.4694656488549617,2014
908,Loyola MD,0.4618320610687022,2014
909,Bryant,0.45419847328244267,2014
910,E Kentucky,0.45419847328244267,2014
911,Monmouth,0.45419847328244267,2014
912,W Illinois,0.4503816793893129,2014
913,Charleston So,0.4503816793893129,2014
914,Purdue FW,0.4465648854961831,2014
915,NW State,0.4465648854961831,2014
916,Cornell,0.4465648854961831,2014
917,North Dakota,0.44274809160305334,2014
918,Texas St,0.44274809160305334,2014
919,Army,0.44274809160305334,2014
920,Dartmouth,0.44274809160305334,2014
921,Mt St Mary's,0.43893129770992356,2014
922,SC Upstate,0.43511450381679384,2014
923,Tennessee St,0.43511450381679384,2014
924,Weber St,0.43511450381679384,2014
925,Wagner,0.43511450381679384,2014
926,Troy,0.43511450381679384,2014
927,Murray St,0.43511450381679384,2014
928,Stony Brook,0.431297709923664,2014
929,Albany,0.431297709923664,2014
930,Wofford,0.431297709923664,2014
931,N Texas,0.4274809160305343,2014
932,St Fran (NY),0.4274809160305343,2014
933,Kansas City,0.4274809160305343,2014
934,Sacred Heart,0.4274809160305343,2014
935,Montana,0.4274809160305343,2014
936,CS Northridge,0.4274809160305343,2014
937,Oral Roberts,0.4274809160305343,2014
938,Elon,0.4236641221374045,2014
939,Hartford,0.4236641221374045,2014
940,NC Central,0.41984732824427473,2014
941,UC Riverside,0.41984732824427473,2014
942,C Michigan,0.41984732824427473,2014
943,Lipscomb,0.41603053435114495,2014
944,E Washington,0.41603053435114495,2014
945,Utah Valley,0.41603053435114495,2014
946,LIU-Brooklyn,0.4122137404580152,2014
947,Florida Intl,0.4083969465648854,2014
948,N Florida,0.4083969465648854,2014
949,NC Asheville,0.4083969465648854,2014
950,N Arizona,0.4083969465648854,2014
951,Tulane,0.4007633587786259,2014
952,Rice,0.4007633587786259,2014
953,Navy,0.4007633587786259,2014
954,IU Indy,0.4007633587786259,2014
955,SF Austin,0.4007633587786259,2014
956,Idaho,0.4007633587786259,2014
957,Idaho St,0.39694656488549607,2014
958,Coppin St,0.39694656488549607,2014
959,High Point,0.39694656488549607,2014
960,Seattle,0.39694656488549607,2014
961,CS Bakersfield,0.39694656488549607,2014
962,E Carolina,0.39312977099236635,2014
963,FGCU,0.39312977099236635,2014
964,Winthrop,0.39312977099236635,2014
965,Southern,0.38931297709923657,2014
966,N Colorado,0.38931297709923657,2014
967,Chicago St,0.3854961832061068,2014
968,St Francis PA,0.3854961832061068,2014
969,Gardner-Webb,0.3854961832061068,2014
970,Grand Canyon,0.381679389312977,2014
971,W Carolina,0.381679389312977,2014
972,UC Davis,0.381679389312977,2014
973,Tenn Tech,0.37786259541984724,2014
974,N Kentucky,0.3740458015267175,2014
975,F Dickinson,0.3740458015267175,2014
976,E Tennessee St,0.3702290076335877,2014
977,Hampton,0.3702290076335877,2014
978,Sacramento St,0.3702290076335877,2014
979,E Illinois,0.3702290076335877,2014
980,UT Rio Grande,0.36641221374045796,2014
981,Stetson,0.36641221374045796,2014
982,UMass Lowell,0.3587786259541984,2014
983,VMI,0.3549618320610686,2014
984,Lamar,0.3549618320610686,2014
985,SE Missouri St,0.35114503816793885,2014
986,C Connecticut,0.35114503816793885,2014
987,SIU Edward,0.35114503816793885,2014
988,Jackson St,0.34732824427480913,2014
989,Sam Houston,0.34732824427480913,2014
990,Jacksonville St,0.34732824427480913,2014
991,S Utah,0.3435114503816793,2014
992,Coastal Car,0.3435114503816793,2014
993,Montana St,0.3396946564885496,2014
994,Austin Peay,0.3358778625954198,2014
995,Kennesaw St,0.3358778625954198,2014
996,Maine,0.3358778625954198,2014
997,New Hampshire,0.3358778625954198,2014
998,McNeese,0.33206106870229,2014
999,Binghamton,0.33206106870229,2014
1000,Savannah St,0.32824427480916024,2014
1001,Liberty,0.32442748091603046,2014
1002,Delaware St,0.3167938931297709,2014
1003,Portland St,0.3167938931297709,2014
1004,Radford,0.31297709923664113,2014
1005,Chattanooga,0.31297709923664113,2014
1006,Texas A&M-CC,0.3091603053435114,2014
1007,UTSA,0.3091603053435114,2014
1008,Howard,0.3091603053435114,2014
1009,NC A&T,0.3053435114503816,2014
1010,Norfolk St,0.3053435114503816,2014
1011,Jacksonville,0.3053435114503816,2014
1012,UMBC,0.30152671755725186,2014
1013,UT Martin,0.30152671755725186,2014
1014,Florida A&M,0.2938931297709923,2014
1015,Georgia So,0.2900763358778625,2014
1016,Hou Christian,0.2900763358778625,2014
1017,NJIT,0.28625954198473275,2014
1018,Texas So,0.28244274809160297,2014
1019,Nicholls,0.28244274809160297,2014
1020,C Arkansas,0.28244274809160297,2014
1021,NC Greensboro,0.27862595419847325,2014
1022,New Orleans,0.2709923664122137,2014
1023,Samford,0.26335877862595414,2014
1024,Campbell,0.25572519083969464,2014
1025,AR-Pine Bluff,0.25572519083969464,2014
1026,Bethune,0.2519083969465648,2014
1027,SE Louisiana,0.24809160305343503,2014
1028,Prairie View,0.2442748091603053,2014
1029,S Carolina St,0.2442748091603053,2014
1030,App State,0.24045801526717553,2014
1031,Maryland ES,0.23664122137404575,2014
1032,Furman,0.23282442748091597,2014
1033,Presbyterian,0.22519083969465642,2014
1034,The Citadel,0.20992366412213737,2014
1035,Longwood,0.20992366412213737,2014
1036,Alabama A&M,0.2061068702290076,2014
1037,Alcorn St,0.2061068702290076,2014
1038,Alabama St,0.17175572519083965,2014
1039,Miss Valley St,0.14122137404580148,2014
1040,Grambling,0.09923664122137399,2014
1041,Abl Christian,0.08015267175572516,2014
1042,Incarnate Word,0.0,2014
1043,Kansas,1.0,2015
1044,North Carolina,0.9879518072289157,2015
1045,Duke,0.9799196787148594,2015
1046,Oklahoma,0.9477911646586346,2015
1047,Texas,0.9437751004016064,2015
1048,Iowa St,0.9397590361445782,2015
1049,Kentucky,0.9317269076305221,2015
1050,Louisville,0.927710843373494,2015
1051,Baylor,0.9236947791164658,2015
1052,Iowa,0.9116465863453815,2015
1053,Virginia,0.8995983935742972,2015
1054,Wisconsin,0.891566265060241,2015
1055,Ohio St,0.891566265060241,2015
1056,Oklahoma St,0.8875502008032129,2015
1057,Georgetown,0.8835341365461847,2015
1058,Utah,0.8835341365461847,2015
1059,Arizona,0.8795180722891567,2015
1060,West Virginia,0.8795180722891567,2015
1061,Kansas St,0.8755020080321285,2015
1062,Villanova,0.8714859437751004,2015
1063,Butler,0.8634538152610443,2015
1064,Michigan St,0.8634538152610443,2015
1065,Florida,0.8594377510040161,2015
1066,Illinois,0.8594377510040161,2015
1067,Maryland,0.8554216867469879,2015
1068,NC State,0.8554216867469879,2015
1069,Indiana,0.8514056224899599,2015
1070,Providence,0.8473895582329317,2015
1071,Michigan,0.8433734939759037,2015
1072,UCLA,0.8433734939759037,2015
1073,Minnesota,0.8393574297188755,2015
1074,Notre Dame,0.8313253012048193,2015
1075,Xavier,0.8273092369477912,2015
1076,Georgia,0.8192771084337349,2015
1077,Purdue,0.8152610441767069,2015
1078,Syracuse,0.8152610441767069,2015
1079,St John's,0.8112449799196788,2015
1080,Marquette,0.8112449799196788,2015
1081,Miami,0.8072289156626506,2015
1082,Georgia Tech,0.8032128514056225,2015
1083,Gonzaga,0.7951807228915663,2015
1084,Nebraska,0.7911646586345382,2015
1085,South Carolina,0.7871485943775101,2015
1086,Stanford,0.7871485943775101,2015
1087,Boston College,0.7831325301204819,2015
1088,TCU,0.7791164658634538,2015
1089,Mississippi,0.7791164658634538,2015
1090,Arkansas,0.7791164658634538,2015
1091,Seton Hall,0.7751004016064257,2015
1092,VCU,0.7751004016064257,2015
1093,Alabama,0.7751004016064257,2015
1094,Arizona St,0.7710843373493976,2015
1095,Tennessee,0.7710843373493976,2015
1096,Wake Forest,0.7710843373493976,2015
1097,Texas A&M,0.7710843373493976,2015
1098,Northwestern,0.7670682730923695,2015
1099,Creighton,0.7670682730923695,2015
1100,Pittsburgh,0.7630522088353414,2015
1101,LSU,0.7550200803212852,2015
1102,Clemson,0.751004016064257,2015
1103,Colorado,0.751004016064257,2015
1104,Florida St,0.7429718875502008,2015
1105,Vanderbilt,0.7429718875502008,2015
1106,Missouri,0.7389558232931727,2015
1107,Rutgers,0.7349397590361446,2015
1108,Penn St,0.7349397590361446,2015
1109,BYU,0.7269076305220883,2015
1110,UConn,0.7228915662650602,2015
1111,Oregon,0.7228915662650602,2015
1112,DePaul,0.7188755020080322,2015
1113,G Washington,0.7108433734939759,2015
1114,San Diego St,0.7108433734939759,2015
1115,Davidson,0.7028112449799198,2015
1116,Richmond,0.7028112449799198,2015
1117,Texas Tech,0.6987951807228916,2015
1118,Auburn,0.6987951807228916,2015
1119,Long Beach St,0.6987951807228916,2015
1120,Washington,0.6947791164658634,2015
1121,SMU,0.6947791164658634,2015
1122,Wichita St,0.6947791164658634,2015
1123,UMass,0.6947791164658634,2015
1124,California,0.6867469879518072,2015
1125,Cincinnati,0.6827309236947792,2015
1126,Boise St,0.678714859437751,2015
1127,UNLV,0.678714859437751,2015
1128,N Iowa,0.6746987951807228,2015
1129,La Salle,0.6746987951807228,2015
1130,Oregon St,0.6706827309236948,2015
1131,Virginia Tech,0.6706827309236948,2015
1132,Temple,0.6706827309236948,2015
1133,San Diego,0.6666666666666666,2015
1134,Dayton,0.6666666666666666,2015
1135,USC,0.6666666666666666,2015
1136,Saint Mary's,0.6626506024096386,2015
1137,Washington St,0.6586345381526104,2015
1138,Mississippi St,0.642570281124498,2015
1139,Memphis,0.6345381526104418,2015
1140,Rhode Island,0.6305220883534136,2015
1141,George Mason,0.6305220883534136,2015
1142,Buffalo,0.6305220883534136,2015
1143,Loyola Mymt,0.6305220883534136,2015
1144,Tulsa,0.6224899598393574,2015
1145,New Mexico,0.6184738955823293,2015
1146,Illinois St,0.6184738955823293,2015
1147,St Bonaventure,0.6184738955823293,2015
1148,Saint Joseph's,0.606425702811245,2015
1149,Colorado St,0.606425702811245,2015
1150,Pepperdine,0.6024096385542169,2015
1151,San Francisco,0.5943775100401607,2015
1152,Toledo,0.5863453815261044,2015
1153,UCSB,0.5863453815261044,2015
1154,Charlotte,0.5823293172690763,2015
1155,Portland,0.5783132530120482,2015
1156,Yale,0.570281124497992,2015
1157,UC Irvine,0.570281124497992,2015
1158,Santa Clara,0.5662650602409639,2015
1159,Harvard,0.5662650602409639,2015
1160,Fordham,0.5622489959839357,2015
1161,UTEP,0.5582329317269077,2015
1162,Oakland,0.5542168674698795,2015
1163,Evansville,0.5502008032128514,2015
1164,Northeastern,0.5502008032128514,2015
1165,Fresno St,0.5502008032128514,2015
1166,Green Bay,0.5461847389558233,2015
1167,Utah St,0.5461847389558233,2015
1168,Cal Poly,0.5461847389558233,2015
1169,Old Dominion,0.5461847389558233,2015
1170,Indiana St,0.5461847389558233,2015
1171,S Florida,0.5421686746987951,2015
1172,Iona,0.5421686746987951,2015
1173,William & Mary,0.5381526104417671,2015
1174,W Michigan,0.5381526104417671,2015
1175,Cleveland St,0.5341365461847389,2015
1176,Louisiana Tech,0.5341365461847389,2015
1177,Duquesne,0.5301204819277109,2015
1178,Drake,0.5301204819277109,2015
1179,Ohio,0.5301204819277109,2015
1180,Wyoming,0.5301204819277109,2015
1181,Tulane,0.5220883534136547,2015
1182,Loyola Chi,0.5220883534136547,2015
1183,Pacific,0.5220883534136547,2015
1184,Saint Louis,0.5180722891566265,2015
1185,Detroit Mercy,0.5180722891566265,2015
1186,Georgia St,0.5180722891566265,2015
1187,Missouri St,0.5180722891566265,2015
1188,Akron,0.5180722891566265,2015
1189,NC Wilmington,0.5180722891566265,2015
1190,N Illinois,0.5180722891566265,2015
1191,Columbia,0.5100401606425703,2015
1192,Dartmouth,0.5100401606425703,2015
1193,UAB,0.5100401606425703,2015
1194,Bowling Green,0.5060240963855421,2015
1195,Manhattan,0.5060240963855421,2015
1196,Penn,0.5060240963855421,2015
1197,Canisius,0.5060240963855421,2015
1198,Wofford,0.5020080321285141,2015
1199,Princeton,0.5020080321285141,2015
1200,American,0.5020080321285141,2015
1201,Ball St,0.5020080321285141,2015
1202,Kent St,0.5020080321285141,2015
1203,Bradley,0.5020080321285141,2015
1204,Rider,0.5020080321285141,2015
1205,Cornell,0.5020080321285141,2015
1206,Colgate,0.497991967871486,2015
1207,Drexel,0.497991967871486,2015
1208,E Carolina,0.497991967871486,2015
1209,Charleston,0.49397590361445787,2015
1210,New Mexico St,0.49397590361445787,2015
1211,Middle Tenn,0.4899598393574297,2015
1212,Delaware,0.4899598393574297,2015
1213,Lehigh,0.4859437751004016,2015
1214,Monmouth,0.4859437751004016,2015
1215,W Kentucky,0.4859437751004016,2015
1216,Murray St,0.4859437751004016,2015
1217,Miami OH,0.4859437751004016,2015
1218,IU Indy,0.4819277108433735,2015
1219,Niagara,0.4819277108433735,2015
1220,Houston,0.4819277108433735,2015
1221,Bucknell,0.4819277108433735,2015
1222,Hawai'i,0.4779116465863454,2015
1223,J Madison,0.4779116465863454,2015
1224,Morehead St,0.4738955823293173,2015
1225,Siena,0.4738955823293173,2015
1226,Valparaiso,0.4738955823293173,2015
1227,Saint Peter's,0.4738955823293173,2015
1228,Milwaukee,0.4738955823293173,2015
1229,UCF,0.4738955823293173,2015
1230,E Michigan,0.4738955823293173,2015
1231,Air Force,0.4738955823293173,2015
1232,S Illinois,0.46987951807228917,2015
1233,Stony Brook,0.46987951807228917,2015
1234,SF Austin,0.46987951807228917,2015
1235,Marist,0.46987951807228917,2015
1236,C Michigan,0.46987951807228917,2015
1237,UC Davis,0.46987951807228917,2015
1238,E Kentucky,0.46987951807228917,2015
1239,Oral Roberts,0.46987951807228917,2015
1240,Hofstra,0.46586345381526106,2015
1241,S Dakota St,0.46586345381526106,2015
1242,Nevada,0.46586345381526106,2015
1243,Fairfield,0.46184738955823296,2015
1244,Wright St,0.46184738955823296,2015
1245,Belmont,0.46184738955823296,2015
1246,Quinnipiac,0.45783132530120485,2015
1247,Holy Cross,0.45783132530120485,2015
1248,Boston U,0.4538152610441767,2015
1249,Albany,0.4538152610441767,2015
1250,Loyola MD,0.4497991967871486,2015
1251,Lafayette,0.4497991967871486,2015
1252,Denver,0.4457831325301205,2015
1253,Vermont,0.44176706827309237,2015
1254,CS Northridge,0.44176706827309237,2015
1255,N Florida,0.44176706827309237,2015
1256,E Illinois,0.44176706827309237,2015
1257,UT Martin,0.43775100401606426,2015
1258,NC Central,0.43775100401606426,2015
1259,UC Riverside,0.43775100401606426,2015
1260,Elon,0.43775100401606426,2015
1261,UT Arlington,0.43775100401606426,2015
1262,App State,0.43775100401606426,2015
1263,CS Fullerton,0.43373493975903615,2015
1264,E Tennessee St,0.43373493975903615,2015
1265,Towson,0.42971887550200805,2015
1266,N Arizona,0.42971887550200805,2015
1267,E Washington,0.42971887550200805,2015
1268,Illinois Chicago,0.4257028112449799,2015
1269,Bryant,0.4257028112449799,2015
1270,Tenn Tech,0.4257028112449799,2015
1271,Mercer,0.4257028112449799,2015
1272,Brown,0.4257028112449799,2015
1273,Texas So,0.42168674698795183,2015
1274,High Point,0.42168674698795183,2015
1275,Montana,0.41767068273092367,2015
1276,South Dakota,0.41767068273092367,2015
1277,Robert Morris,0.41767068273092367,2015
1278,Louisiana,0.4136546184738956,2015
1279,Mt St Mary's,0.4136546184738956,2015
1280,Navy,0.40963855421686746,2015
1281,W Carolina,0.40963855421686746,2015
1282,N Texas,0.40963855421686746,2015
1283,UTSA,0.40963855421686746,2015
1284,Chattanooga,0.40562248995983935,2015
1285,Purdue FW,0.40160642570281124,2015
1286,FGCU,0.40160642570281124,2015
1287,N Kentucky,0.40160642570281124,2015
1288,Marshall,0.40160642570281124,2015
1289,Army,0.40160642570281124,2015
1290,Florida Atlantic,0.40160642570281124,2015
1291,SE Missouri St,0.39759036144578314,2015
1292,St Francis PA,0.39759036144578314,2015
1293,Maryland ES,0.39759036144578314,2015
1294,N Dakota St,0.39357429718875503,2015
1295,Southern Miss,0.39357429718875503,2015
1296,UMass Lowell,0.3895582329317269,2015
1297,Youngstown St,0.3895582329317269,2015
1298,San Jose St,0.3895582329317269,2015
1299,NJIT,0.3895582329317269,2015
1300,VMI,0.3855421686746988,2015
1301,S Alabama,0.3815261044176707,2015
1302,Omaha,0.3815261044176707,2015
1303,Rice,0.3815261044176707,2015
1304,Weber St,0.3815261044176707,2015
1305,Sam Houston,0.3775100401606426,2015
1306,UL Monroe,0.3775100401606426,2015
1307,Charleston So,0.3775100401606426,2015
1308,Little Rock,0.37349397590361444,2015
1309,Idaho,0.37349397590361444,2015
1310,Gardner-Webb,0.37349397590361444,2015
1311,Arkansas St,0.37349397590361444,2015
1312,Austin Peay,0.37349397590361444,2015
1313,Norfolk St,0.37349397590361444,2015
1314,SIU Edward,0.37349397590361444,2015
1315,Maine,0.3694779116465864,2015
1316,Florida Intl,0.3694779116465864,2015
1317,LIU-Brooklyn,0.3694779116465864,2015
1318,New Hampshire,0.3694779116465864,2015
1319,Radford,0.3654618473895582,2015
1320,NC Asheville,0.3614457831325302,2015
1321,Hartford,0.3614457831325302,2015
1322,St Fran (NY),0.357429718875502,2015
1323,Wagner,0.357429718875502,2015
1324,Montana St,0.357429718875502,2015
1325,Texas St,0.3534136546184739,2015
1326,F Dickinson,0.3534136546184739,2015
1327,Coastal Car,0.3534136546184739,2015
1328,Kansas City,0.3534136546184739,2015
1329,Portland St,0.3534136546184739,2015
1330,Tennessee St,0.3493975903614458,2015
1331,Sacred Heart,0.3493975903614458,2015
1332,Jacksonville St,0.3493975903614458,2015
1333,Georgia So,0.34538152610441764,2015
1334,W Illinois,0.34538152610441764,2015
1335,Delaware St,0.3413654618473896,2015
1336,N Colorado,0.3413654618473896,2015
1337,S Utah,0.3373493975903614,2015
1338,Sacramento St,0.33333333333333337,2015
1339,C Connecticut,0.33333333333333337,2015
1340,Furman,0.33333333333333337,2015
1341,Coppin St,0.3293172690763052,2015
1342,Winthrop,0.3293172690763052,2015
1343,North Dakota,0.3293172690763052,2015
1344,Samford,0.3253012048192771,2015
1345,NC Greensboro,0.3253012048192771,2015
1346,Texas A&M-CC,0.3253012048192771,2015
1347,Morgan St,0.321285140562249,2015
1348,Binghamton,0.321285140562249,2015
1349,SE Louisiana,0.321285140562249,2015
1350,Campbell,0.3172690763052209,2015
1351,Idaho St,0.3172690763052209,2015
1352,UMBC,0.3172690763052209,2015
1353,Hampton,0.3172690763052209,2015
1354,SC Upstate,0.3172690763052209,2015
1355,Lipscomb,0.3132530120481928,2015
1356,Longwood,0.3092369477911647,2015
1357,NW State,0.3092369477911647,2015
1358,Troy,0.30522088353413657,2015
1359,Howard,0.30120481927710846,2015
1360,CS Bakersfield,0.30120481927710846,2015
1361,Utah Valley,0.2931726907630522,2015
1362,The Citadel,0.28915662650602414,2015
1363,Prairie View,0.28915662650602414,2015
1364,Incarnate Word,0.28915662650602414,2015
1365,Chicago St,0.28915662650602414,2015
1366,Seattle,0.285140562248996,2015
1367,Jackson St,0.27710843373493976,2015
1368,Grand Canyon,0.26907630522088355,2015
1369,C Arkansas,0.26506024096385544,2015
1370,AR-Pine Bluff,0.2530120481927711,2015
1371,McNeese,0.24899598393574301,2015
1372,UT Rio Grande,0.24899598393574301,2015
1373,Kennesaw St,0.24096385542168675,2015
1374,Lamar,0.23694779116465864,2015
1375,Southern,0.23694779116465864,2015
1376,New Orleans,0.23694779116465864,2015
1377,Hou Christian,0.23694779116465864,2015
1378,Savannah St,0.23293172690763053,2015
1379,S Carolina St,0.22891566265060243,2015
1380,Florida A&M,0.22891566265060243,2015
1381,Presbyterian,0.22891566265060243,2015
1382,Miss Valley St,0.22489959839357432,2015
1383,Liberty,0.21285140562248994,2015
1384,NC A&T,0.20080321285140562,2015
1385,Bethune,0.1927710843373494,2015
1386,Stetson,0.1887550200803213,2015
1387,Abl Christian,0.1847389558232932,2015
1388,Nicholls,0.1847389558232932,2015
1389,Jacksonville,0.18072289156626503,2015
1390,Alabama A&M,0.18072289156626503,2015
1391,Alabama St,0.1566265060240964,2015
1392,Alcorn St,0.08433734939759041,2015
1393,Grambling,0.0,2015
1394,Kansas,1.0000000000000002,2016
1395,Oklahoma,0.9825327510917032,2016
1396,Virginia,0.9825327510917032,2016
1397,Duke,0.9694323144104804,2016
1398,Louisville,0.9650655021834063,2016
1399,West Virginia,0.9650655021834063,2016
1400,Texas,0.9563318777292578,2016
1401,North Carolina,0.9344978165938866,2016
1402,Michigan St,0.9344978165938866,2016
1403,Iowa St,0.9301310043668123,2016
1404,Villanova,0.9301310043668123,2016
1405,Miami,0.9257641921397382,2016
1406,Iowa,0.9170305676855897,2016
1407,Purdue,0.9039301310043669,2016
1408,Kentucky,0.8951965065502185,2016
1409,Vanderbilt,0.8951965065502185,2016
1410,Florida,0.8951965065502185,2016
1411,Notre Dame,0.8820960698689957,2016
1412,Baylor,0.8820960698689957,2016
1413,Maryland,0.8777292576419216,2016
1414,Florida St,0.8777292576419216,2016
1415,Texas Tech,0.8733624454148473,2016
1416,Wisconsin,0.8689956331877731,2016
1417,Kansas St,0.8646288209606987,2016
1418,Xavier,0.8602620087336246,2016
1419,Utah,0.8602620087336246,2016
1420,Butler,0.8558951965065503,2016
1421,Michigan,0.8558951965065503,2016
1422,Pittsburgh,0.8471615720524018,2016
1423,Syracuse,0.8471615720524018,2016
1424,Georgia Tech,0.8427947598253276,2016
1425,UCLA,0.8384279475982533,2016
1426,Indiana,0.8340611353711791,2016
1427,Wake Forest,0.8340611353711791,2016
1428,Texas A&M,0.829694323144105,2016
1429,NC State,0.8209606986899565,2016
1430,Arizona,0.812227074235808,2016
1431,Oklahoma St,0.8078602620087337,2016
1432,Clemson,0.8034934497816595,2016
1433,Stanford,0.7991266375545852,2016
1434,Alabama,0.7991266375545852,2016
1435,Arizona St,0.7991266375545852,2016
1436,UConn,0.794759825327511,2016
1437,Providence,0.7903930131004369,2016
1438,California,0.7903930131004369,2016
1439,Georgetown,0.7903930131004369,2016
1440,USC,0.7903930131004369,2016
1441,Oregon,0.7860262008733625,2016
1442,Cincinnati,0.7816593886462884,2016
1443,Washington,0.777292576419214,2016
1444,Oregon St,0.777292576419214,2016
1445,Virginia Tech,0.777292576419214,2016
1446,Tennessee,0.7729257641921399,2016
1447,Seton Hall,0.7729257641921399,2016
1448,Ohio St,0.7685589519650656,2016
1449,Georgia,0.7641921397379914,2016
1450,LSU,0.7598253275109171,2016
1451,Arkansas,0.7598253275109171,2016
1452,Creighton,0.7554585152838429,2016
1453,Temple,0.7510917030567686,2016
1454,Tulsa,0.7467248908296944,2016
1455,Colorado,0.7467248908296944,2016
1456,Nebraska,0.7379912663755459,2016
1457,SMU,0.7379912663755459,2016
1458,Mississippi St,0.7336244541484718,2016
1459,Northwestern,0.7292576419213974,2016
1460,Auburn,0.7248908296943233,2016
1461,TCU,0.7248908296943233,2016
1462,Gonzaga,0.7117903930131005,2016
1463,Illinois,0.7074235807860263,2016
1464,Penn St,0.7074235807860263,2016
1465,DePaul,0.7074235807860263,2016
1466,VCU,0.703056768558952,2016
1467,South Carolina,0.703056768558952,2016
1468,Minnesota,0.703056768558952,2016
1469,Mississippi,0.6986899563318778,2016
1470,Richmond,0.6943231441048036,2016
1471,Marquette,0.6943231441048036,2016
1472,Wichita St,0.6855895196506551,2016
1473,Saint Joseph's,0.6812227074235808,2016
1474,Dayton,0.6724890829694323,2016
1475,G Washington,0.6724890829694323,2016
1476,Rhode Island,0.6681222707423582,2016
1477,Missouri,0.6681222707423582,2016
1478,Washington St,0.646288209606987,2016
1479,Memphis,0.6375545851528386,2016
1480,Davidson,0.6331877729257642,2016
1481,Long Beach St,0.6331877729257642,2016
1482,Houston,0.6288209606986901,2016
1483,N Iowa,0.6244541484716158,2016
1484,BYU,0.6157205240174674,2016
1485,Boise St,0.6157205240174674,2016
1486,St Bonaventure,0.6069868995633189,2016
1487,San Diego St,0.6069868995633189,2016
1488,UCSB,0.6069868995633189,2016
1489,Boston College,0.6069868995633189,2016
1490,UNLV,0.6026200873362446,2016
1491,St John's,0.5895196506550219,2016
1492,George Mason,0.5851528384279476,2016
1493,S Florida,0.5807860262008735,2016
1494,Yale,0.5807860262008735,2016
1495,Princeton,0.5807860262008735,2016
1496,UMass,0.5764192139737992,2016
1497,New Mexico,0.5676855895196508,2016
1498,Saint Mary's,0.5676855895196508,2016
1499,Valparaiso,0.5633187772925765,2016
1500,Illinois St,0.5589519650655023,2016
1501,E Carolina,0.554585152838428,2016
1502,Hofstra,0.5502183406113538,2016
1503,Oakland,0.5502183406113538,2016
1504,Monmouth,0.5502183406113538,2016
1505,UCF,0.5502183406113538,2016
1506,Northeastern,0.5458515283842795,2016
1507,Pepperdine,0.5458515283842795,2016
1508,Buffalo,0.5458515283842795,2016
1509,Duquesne,0.5414847161572053,2016
1510,Saint Louis,0.537117903930131,2016
1511,La Salle,0.5327510917030568,2016
