,Team,Strength of Schedule,Year
121,Wyoming,0.6106870229007633,2012
122,Butler,0.6106870229007633,2012
123,Harvard,0.6106870229007633,2012
124,Bowling Green,0.6106870229007633,2012
125,Miami OH,0.6030534351145037,2012
126,Arizona St,0.6030534351145037,2012
127,S Illinois,0.599236641221374,2012
128,W Michigan,0.5954198473282442,2012
129,Ohio,0.5954198473282442,2012
130,Northeastern,0.5916030534351144,2012
131,Bradley,0.5916030534351144,2012
132,Fairfield,0.5916030534351144,2012
133,Oral Roberts,0.5916030534351144,2012
134,Rice,0.5916030534351144,2012
135,Florida Atlantic,0.5916030534351144,2012
136,Cornell,0.5877862595419847,2012
137,Drexel,0.5877862595419847,2012
138,Denver,0.5839694656488549,2012
139,NC Wilmington,0.5839694656488549,2012
140,Kent St,0.5839694656488549,2012
141,Green Bay,0.5763358778625953,2012
142,Milwaukee,0.5763358778625953,2012
143,Mercer,0.5725190839694656,2012
144,Loyola Mymt,0.5725190839694656,2012
145,E Carolina,0.5725190839694656,2012
146,S Dakota St,0.5687022900763358,2012
147,George Mason,0.5687022900763358,2012
148,New Mexico St,0.5687022900763358,2012
149,Air Force,0.564885496183206,2012
150,Oakland,0.564885496183206,2012
151,Fordham,0.5610687022900762,2012
152,SMU,0.5610687022900762,2012
153,Valparaiso,0.5610687022900762,2012
154,Portland,0.5610687022900762,2012
155,UCSB,0.5610687022900762,2012
156,Delaware,0.5572519083969465,2012
157,Bucknell,0.5572519083969465,2012
158,Hofstra,0.5496183206106869,2012
159,Detroit Mercy,0.5496183206106869,2012
160,Utah St,0.5496183206106869,2012
161,Charleston,0.5496183206106869,2012
162,Jacksonville,0.5496183206106869,2012
163,Utah,0.5496183206106869,2012
164,Little Rock,0.5458015267175572,2012
165,Fresno St,0.5458015267175572,2012
166,E Tennessee St,0.5458015267175572,2012
167,Nevada,0.5419847328244274,2012
168,Loyola MD,0.5381679389312977,2012
169,Wright St,0.5381679389312977,2012
170,W Kentucky,0.5381679389312977,2012
171,Houston,0.5381679389312977,2012
172,N Florida,0.5343511450381678,2012
173,Georgia St,0.5343511450381678,2012
174,Austin Peay,0.5305343511450381,2012
175,Youngstown St,0.5305343511450381,2012
176,Manhattan,0.5305343511450381,2012
177,SC Upstate,0.5267175572519083,2012
178,Boston U,0.5267175572519083,2012
179,San Francisco,0.5267175572519083,2012
180,Wagner,0.5267175572519083,2012
181,Robert Morris,0.5229007633587786,2012
182,Murray St,0.5229007633587786,2012
183,Lipscomb,0.5190839694656488,2012
184,Yale,0.5190839694656488,2012
185,Arkansas St,0.5190839694656488,2012
186,Rider,0.5190839694656488,2012
187,Lamar,0.5190839694656488,2012
188,Florida Intl,0.5190839694656488,2012
189,Idaho,0.5114503816793893,2012
190,J Madison,0.5114503816793893,2012
191,UT Arlington,0.5076335877862594,2012
192,Tulane,0.5076335877862594,2012
193,Lehigh,0.5076335877862594,2012
194,NC Asheville,0.5076335877862594,2012
195,Louisiana,0.5038167938931297,2012
196,Columbia,0.5038167938931297,2012
197,FGCU,0.5038167938931297,2012
198,N Texas,0.49999999999999994,2012
199,Niagara,0.49999999999999994,2012
200,Stetson,0.49999999999999994,2012
201,Siena,0.49618320610687017,2012
202,E Michigan,0.49618320610687017,2012
203,Troy,0.4923664122137404,2012
204,Vermont,0.48473282442748084,2012
205,Towson,0.48473282442748084,2012
206,LIU-Brooklyn,0.48473282442748084,2012
207,William & Mary,0.48473282442748084,2012
208,Holy Cross,0.48473282442748084,2012
209,Loyola Chi,0.48091603053435106,2012
210,Lafayette,0.48091603053435106,2012
211,C Michigan,0.48091603053435106,2012
212,N Dakota St,0.48091603053435106,2012
213,Weber St,0.47709923664122134,2012
214,San Diego,0.47709923664122134,2012
215,S Alabama,0.47709923664122134,2012
216,Cal Poly,0.47328244274809156,2012
217,Quinnipiac,0.47328244274809156,2012
218,E Washington,0.4694656488549618,2012
219,UTSA,0.4694656488549618,2012
220,American,0.4694656488549618,2012
221,IU Indy,0.4694656488549618,2012
222,Pepperdine,0.465648854961832,2012
223,Georgia So,0.465648854961832,2012
224,Wofford,0.465648854961832,2012
225,Illinois Chicago,0.4618320610687022,2012
226,Tennessee St,0.4618320610687022,2012
227,Texas A&M-CC,0.4618320610687022,2012
228,San Jose St,0.4618320610687022,2012
229,NC Greensboro,0.4618320610687022,2012
230,Montana,0.4618320610687022,2012
231,Ball St,0.45801526717557245,2012
232,Hawai'i,0.45419847328244267,2012
233,Santa Clara,0.45419847328244267,2012
234,Saint Peter's,0.45419847328244267,2012
235,C Connecticut,0.45038167938931295,2012
236,Stony Brook,0.45038167938931295,2012
237,Tenn Tech,0.45038167938931295,2012
238,Marist,0.45038167938931295,2012
239,Winthrop,0.4465648854961832,2012
240,W Carolina,0.4465648854961832,2012
241,Portland St,0.4465648854961832,2012
242,Monmouth,0.4427480916030534,2012
243,Furman,0.4427480916030534,2012
244,UL Monroe,0.4427480916030534,2012
245,Louisiana Tech,0.4389312977099236,2012
246,Sacred Heart,0.4389312977099236,2012
247,Campbell,0.43511450381679384,2012
248,App State,0.43511450381679384,2012
249,Morehead St,0.43511450381679384,2012
250,UC Riverside,0.43511450381679384,2012
251,Dartmouth,0.43129770992366406,2012
252,W Illinois,0.43129770992366406,2012
253,N Colorado,0.43129770992366406,2012
254,Charleston So,0.43129770992366406,2012
255,Samford,0.4274809160305343,2012
256,St Fran (NY),0.4274809160305343,2012
257,Toledo,0.4274809160305343,2012
258,Elon,0.4236641221374045,2012
259,High Point,0.4236641221374045,2012
260,Kennesaw St,0.41984732824427473,2012
261,Gardner-Webb,0.41984732824427473,2012
262,Morgan St,0.41221374045801523,2012
263,Idaho St,0.41221374045801523,2012
264,UC Irvine,0.41221374045801523,2012
265,Mt St Mary's,0.40839694656488545,2012
266,Albany,0.40839694656488545,2012
267,S Utah,0.40839694656488545,2012
268,St Francis PA,0.40839694656488545,2012
269,Kansas City,0.4045801526717557,2012
270,Coastal Car,0.4045801526717557,2012
271,Chattanooga,0.4045801526717557,2012
272,Presbyterian,0.4007633587786259,2012
273,Purdue FW,0.4007633587786259,2012
274,Colgate,0.3969465648854961,2012
275,Seattle,0.3969465648854961,2012
276,CS Bakersfield,0.3969465648854961,2012
277,SF Austin,0.39312977099236635,2012
278,CS Fullerton,0.3893129770992366,2012
279,NC Central,0.38549618320610685,2012
280,CS Northridge,0.38549618320610685,2012
281,Savannah St,0.38549618320610685,2012
282,Delaware St,0.38549618320610685,2012
283,The Citadel,0.38167938931297707,2012
284,Bryant,0.38167938931297707,2012
285,South Dakota,0.3778625954198473,2012
286,Jacksonville St,0.3778625954198473,2012
287,McNeese,0.3778625954198473,2012
288,Norfolk St,0.3778625954198473,2012
289,Brown,0.3778625954198473,2012
290,NW State,0.3740458015267175,2012
291,F Dickinson,0.3740458015267175,2012
292,Navy,0.3740458015267175,2012
293,E Kentucky,0.37022900763358774,2012
294,Pacific,0.37022900763358774,2012
295,Miss Valley St,0.37022900763358774,2012
296,Canisius,0.36641221374045796,2012
297,Montana St,0.36641221374045796,2012
298,Hartford,0.36641221374045796,2012
299,Maine,0.36259541984732824,2012
300,SE Missouri St,0.3587786259541984,2012
301,Liberty,0.3549618320610687,2012
302,Radford,0.3549618320610687,2012
303,N Illinois,0.3549618320610687,2012
304,Texas St,0.3511450381679389,2012
305,Sam Houston,0.3511450381679389,2012
306,UC Davis,0.34732824427480913,2012
307,Hampton,0.34732824427480913,2012
308,Maryland ES,0.3358778625954198,2012
309,UMBC,0.3358778625954198,2012
310,Texas So,0.33206106870229,2012
311,Howard,0.33206106870229,2012
312,Army,0.3282442748091603,2012
313,Coppin St,0.3244274809160305,2012
314,Bethune,0.32061068702290074,2012
315,VMI,0.32061068702290074,2012
316,Sacramento St,0.3129770992366412,2012
317,New Hampshire,0.3129770992366412,2012
318,N Arizona,0.3091603053435114,2012
319,UT Martin,0.3091603053435114,2012
320,NC A&T,0.30534351145038163,2012
321,Binghamton,0.30534351145038163,2012
322,SIU Edward,0.3015267175572519,2012
323,E Illinois,0.3015267175572519,2012
324,Utah Valley,0.2977099236641221,2012
325,Nicholls,0.27862595419847325,2012
326,Florida A&M,0.26717557251908397,2012
327,North Dakota,0.26335877862595414,2012
328,UT Rio Grande,0.2595419847328244,2012
329,SE Louisiana,0.24809160305343508,2012
330,Chicago St,0.23664122137404578,2012
331,NJIT,0.22519083969465647,2012
332,C Arkansas,0.22519083969465647,2012
333,Hou Christian,0.2213740458015267,2012
334,AR-Pine Bluff,0.21755725190839692,2012
335,Alabama St,0.21755725190839692,2012
336,S Carolina St,0.19083969465648853,2012
337,Jackson St,0.19083969465648853,2012
338,Longwood,0.14503816793893132,2012
339,Alabama A&M,0.13358778625954199,2012
340,Prairie View,0.13358778625954199,2012
341,Grambling,0.11832061068702288,2012
342,Southern,0.1145038167938931,2012
343,Alcorn St,0.05343511450381677,2012
344,Omaha,0.0,2012
345,Wisconsin,1.0000000000000002,2013
346,Minnesota,0.9855769230769232,2013
347,Indiana,0.9759615384615385,2013
348,Michigan St,0.966346153846154,2013
349,Ohio St,0.9519230769230771,2013
350,Duke,0.9519230769230771,2013
351,Louisville,0.9471153846153848,2013
352,Michigan,0.9423076923076925,2013
353,Florida,0.9375000000000002,2013
354,Kansas,0.9326923076923079,2013
355,Marquette,0.903846153846154,2013
356,Syracuse,0.8990384615384617,2013
357,Georgetown,0.8846153846153848,2013
358,Pittsburgh,0.8846153846153848,2013
359,Oklahoma,0.8798076923076925,2013
360,Missouri,0.8750000000000001,2013
361,Illinois,0.8701923076923078,2013
362,North Carolina,0.8653846153846155,2013
363,Miami,0.855769230769231,2013
364,Kentucky,0.855769230769231,2013
365,Oklahoma St,0.8509615384615385,2013
366,Baylor,0.8509615384615385,2013
367,Kansas St,0.8461538461538463,2013
368,NC State,0.841346153846154,2013
369,Cincinnati,0.8365384615384617,2013
370,UConn,0.8269230769230771,2013
371,Tennessee,0.8269230769230771,2013
372,Colorado,0.8269230769230771,2013
373,Arizona,0.8269230769230771,2013
374,New Mexico,0.8221153846153848,2013
375,Stanford,0.8173076923076925,2013
376,USC,0.8125000000000001,2013
377,Iowa St,0.8076923076923078,2013
378,Gonzaga,0.8076923076923078,2013
379,Villanova,0.8076923076923078,2013
380,California,0.8076923076923078,2013
381,Iowa,0.8028846153846155,2013
382,UNLV,0.7884615384615385,2013
383,Notre Dame,0.7836538461538463,2013
384,San Diego St,0.778846153846154,2013
385,Creighton,0.7740384615384617,2013
386,Providence,0.7740384615384617,2013
387,Purdue,0.7740384615384617,2013
388,Washington,0.7740384615384617,2013
389,Butler,0.7692307692307694,2013
390,VCU,0.7692307692307694,2013
391,UCLA,0.7692307692307694,2013
392,West Virginia,0.7644230769230771,2013
393,Virginia,0.7644230769230771,2013
394,Northwestern,0.7548076923076924,2013
395,S Florida,0.7548076923076924,2013
396,N Iowa,0.7500000000000001,2013
397,Florida St,0.7500000000000001,2013
398,Arkansas,0.7500000000000001,2013
399,Temple,0.7451923076923078,2013
400,Saint Joseph's,0.7403846153846155,2013
401,Texas,0.7403846153846155,2013
402,Rutgers,0.7403846153846155,2013
403,Colorado St,0.7355769230769232,2013
404,Seton Hall,0.7307692307692308,2013
405,La Salle,0.7307692307692308,2013
406,Mississippi,0.7259615384615385,2013
407,Wichita St,0.7259615384615385,2013
408,Nebraska,0.7259615384615385,2013
409,Vanderbilt,0.7211538461538463,2013
410,St John's,0.716346153846154,2013
411,Xavier,0.716346153846154,2013
412,Oregon,0.716346153846154,2013
413,Clemson,0.716346153846154,2013
414,Penn St,0.716346153846154,2013
415,Wake Forest,0.7067307692307694,2013
416,Boise St,0.7067307692307694,2013
417,Texas A&M,0.7067307692307694,2013
418,Boston College,0.7019230769230771,2013
419,Drake,0.7019230769230771,2013
420,Fresno St,0.7019230769230771,2013
421,Georgia,0.6971153846153847,2013
422,Dayton,0.6971153846153847,2013
423,Saint Louis,0.6971153846153847,2013
424,St Bonaventure,0.6971153846153847,2013
425,Virginia Tech,0.6923076923076924,2013
426,Indiana St,0.6923076923076924,2013
427,Maryland,0.6923076923076924,2013
428,Memphis,0.6875000000000001,2013
429,Illinois St,0.6875000000000001,2013
430,Georgia Tech,0.6826923076923078,2013
431,UMass,0.6826923076923078,2013
432,Alabama,0.6826923076923078,2013
433,Richmond,0.6826923076923078,2013
434,Saint Mary's,0.6682692307692308,2013
435,Southern Miss,0.6682692307692308,2013
436,G Washington,0.6586538461538463,2013
437,Washington St,0.6586538461538463,2013
438,BYU,0.653846153846154,2013
439,Air Force,0.653846153846154,2013
440,Oregon St,0.6490384615384617,2013
441,Evansville,0.6490384615384617,2013
442,Auburn,0.6442307692307694,2013
443,Wyoming,0.6394230769230771,2013
444,Belmont,0.6394230769230771,2013
445,Rhode Island,0.6394230769230771,2013
446,Nevada,0.6346153846153847,2013
447,DePaul,0.6298076923076924,2013
448,Denver,0.6250000000000001,2013
449,LSU,0.6250000000000001,2013
450,Utah,0.6250000000000001,2013
451,Arizona St,0.6250000000000001,2013
452,Fordham,0.6201923076923078,2013
453,Detroit Mercy,0.6153846153846155,2013
454,UTEP,0.6057692307692308,2013
455,Duquesne,0.6057692307692308,2013
456,Charlotte,0.6009615384615385,2013
457,Middle Tenn,0.591346153846154,2013
458,Missouri St,0.5865384615384617,2013
459,Akron,0.5865384615384617,2013
460,Iona,0.576923076923077,2013
461,S Illinois,0.5721153846153847,2013
462,Ohio,0.5673076923076924,2013
463,UAB,0.5625000000000001,2013
464,Bradley,0.5576923076923078,2013
465,New Mexico St,0.5480769230769231,2013
466,San Francisco,0.5480769230769231,2013
467,Bucknell,0.5432692307692308,2013
468,Mississippi St,0.5432692307692308,2013
469,Canisius,0.5384615384615385,2013
470,Harvard,0.5336538461538463,2013
471,Drexel,0.528846153846154,2013
472,Davidson,0.528846153846154,2013
473,South Carolina,0.5240384615384616,2013
474,Manhattan,0.5192307692307693,2013
475,Pacific,0.5192307692307693,2013
476,Green Bay,0.5192307692307693,2013
477,Princeton,0.5192307692307693,2013
478,Tulsa,0.5192307692307693,2013
479,Utah St,0.514423076923077,2013
480,Delaware,0.5096153846153847,2013
481,Texas Tech,0.5096153846153847,2013
482,N Dakota St,0.5048076923076924,2013
483,George Mason,0.5048076923076924,2013
484,Santa Clara,0.5048076923076924,2013
485,Valparaiso,0.5048076923076924,2013
486,Idaho,0.5048076923076924,2013
487,Oakland,0.5048076923076924,2013
488,Fairfield,0.5000000000000001,2013
489,Niagara,0.5000000000000001,2013
490,Long Beach St,0.49519230769230776,2013
491,Lehigh,0.4903846153846155,2013
492,UC Irvine,0.48557692307692313,2013
493,Rider,0.48557692307692313,2013
494,TCU,0.48076923076923084,2013
495,San Diego,0.48076923076923084,2013
496,UCF,0.48076923076923084,2013
497,Marist,0.48076923076923084,2013
498,Marshall,0.48076923076923084,2013
499,Yale,0.47596153846153855,2013
500,E Carolina,0.4711538461538462,2013
501,UCSB,0.4711538461538462,2013
502,UT Arlington,0.4663461538461539,2013
503,Loyola MD,0.4663461538461539,2013
504,Tennessee St,0.4663461538461539,2013
505,Illinois Chicago,0.4663461538461539,2013
506,Towson,0.4663461538461539,2013
507,Oral Roberts,0.4615384615384616,2013
508,Penn,0.4615384615384616,2013
509,Cal Poly,0.4615384615384616,2013
510,Northeastern,0.4615384615384616,2013
511,Morehead St,0.4567307692307693,2013
512,Louisiana Tech,0.4567307692307693,2013
513,Stony Brook,0.451923076923077,2013
514,Kent St,0.451923076923077,2013
515,S Dakota St,0.451923076923077,2013
516,UTSA,0.451923076923077,2013
517,Buffalo,0.4471153846153847,2013
518,W Michigan,0.4423076923076924,2013
519,Loyola Mymt,0.43750000000000006,2013
520,Murray St,0.43269230769230776,2013
521,Siena,0.4278846153846154,2013
522,Pepperdine,0.4278846153846154,2013
523,Toledo,0.42307692307692313,2013
524,E Kentucky,0.42307692307692313,2013
525,Wright St,0.42307692307692313,2013
526,Boston U,0.42307692307692313,2013
527,Miami OH,0.42307692307692313,2013
528,Florida Intl,0.42307692307692313,2013
529,Youngstown St,0.41826923076923084,2013
530,Loyola Chi,0.41346153846153855,2013
531,Holy Cross,0.41346153846153855,2013
532,W Kentucky,0.41346153846153855,2013
533,SMU,0.4086538461538462,2013
534,Georgia St,0.4086538461538462,2013
535,Vermont,0.4086538461538462,2013
536,Old Dominion,0.4086538461538462,2013
537,FGCU,0.4038461538461539,2013
538,Portland,0.4038461538461539,2013
539,J Madison,0.4038461538461539,2013
540,Mercer,0.3990384615384616,2013
541,Cleveland St,0.3942307692307693,2013
542,San Jose St,0.3942307692307693,2013
543,Lafayette,0.3942307692307693,2013
544,UC Davis,0.3942307692307693,2013
545,UL Monroe,0.389423076923077,2013
546,CS Northridge,0.389423076923077,2013
547,Louisiana,0.3846153846153847,2013
548,Saint Peter's,0.3846153846153847,2013
549,Seattle,0.3846153846153847,2013
550,Milwaukee,0.3846153846153847,2013
551,Wagner,0.37980769230769235,2013
552,Tulane,0.37980769230769235,2013
553,CS Fullerton,0.37980769230769235,2013
554,William & Mary,0.37980769230769235,2013
555,S Alabama,0.37980769230769235,2013
556,Cornell,0.37980769230769235,2013
557,Little Rock,0.37980769230769235,2013
558,Sacred Heart,0.37500000000000006,2013
559,Wofford,0.37500000000000006,2013
560,Charleston,0.37500000000000006,2013
561,Arkansas St,0.37500000000000006,2013
562,Hofstra,0.37500000000000006,2013
563,Columbia,0.37500000000000006,2013
564,Bowling Green,0.37500000000000006,2013
565,Colgate,0.37500000000000006,2013
566,St Fran (NY),0.3701923076923077,2013
567,NC Asheville,0.3701923076923077,2013
568,Florida Atlantic,0.3653846153846154,2013
569,E Tennessee St,0.3653846153846154,2013
570,N Florida,0.3653846153846154,2013
571,Robert Morris,0.3653846153846154,2013
572,Texas So,0.36057692307692313,2013
573,Weber St,0.36057692307692313,2013
574,American,0.36057692307692313,2013
575,Morgan St,0.36057692307692313,2013
576,Montana,0.36057692307692313,2013
577,NC Wilmington,0.35576923076923084,2013
578,Army,0.35576923076923084,2013
579,Brown,0.35576923076923084,2013
580,Tenn Tech,0.35576923076923084,2013
581,Texas St,0.35576923076923084,2013
582,Nicholls,0.35096153846153855,2013
583,C Michigan,0.35096153846153855,2013
584,SC Upstate,0.35096153846153855,2013
585,SF Austin,0.35096153846153855,2013
586,NW State,0.35096153846153855,2013
587,Quinnipiac,0.3461538461538462,2013
588,Bryant,0.3461538461538462,2013
589,Houston,0.3461538461538462,2013
590,Hawai'i,0.33653846153846156,2013
591,C Connecticut,0.33653846153846156,2013
592,Mt St Mary's,0.33653846153846156,2013
593,LIU-Brooklyn,0.3317307692307693,2013
594,N Kentucky,0.326923076923077,2013
595,N Texas,0.326923076923077,2013
596,New Hampshire,0.326923076923077,2013
597,W Carolina,0.326923076923077,2013
598,Troy,0.3221153846153847,2013
599,Jacksonville St,0.3221153846153847,2013
600,Dartmouth,0.3221153846153847,2013
601,Savannah St,0.3221153846153847,2013
602,Lipscomb,0.31730769230769235,2013
603,Maine,0.31730769230769235,2013
604,Norfolk St,0.31730769230769235,2013
605,Stetson,0.31730769230769235,2013
606,Elon,0.31250000000000006,2013
607,Charleston So,0.31250000000000006,2013
608,Coppin St,0.31250000000000006,2013
609,W Illinois,0.31250000000000006,2013
610,NC Central,0.3076923076923077,2013
611,Hartford,0.3076923076923077,2013
612,E Michigan,0.3076923076923077,2013
613,Albany,0.3076923076923077,2013
614,Gardner-Webb,0.3028846153846154,2013
615,South Dakota,0.29807692307692313,2013
616,N Illinois,0.29807692307692313,2013
617,Monmouth,0.29807692307692313,2013
618,St Francis PA,0.29326923076923084,2013
619,UMBC,0.29326923076923084,2013
620,CS Bakersfield,0.29326923076923084,2013
621,Rice,0.28846153846153855,2013
622,Austin Peay,0.28365384615384615,2013
623,Ball St,0.27884615384615385,2013
624,SE Louisiana,0.27884615384615385,2013
625,Samford,0.27403846153846156,2013
626,UC Riverside,0.2692307692307693,2013
627,Kennesaw St,0.2692307692307693,2013
628,Coastal Car,0.2692307692307693,2013
629,N Colorado,0.2692307692307693,2013
630,E Illinois,0.264423076923077,2013
631,Kansas City,0.264423076923077,2013
632,NC A&T,0.25961538461538464,2013
633,Texas A&M-CC,0.25961538461538464,2013
634,E Washington,0.25961538461538464,2013
635,Idaho St,0.25480769230769235,2013
636,Jacksonville,0.25480769230769235,2013
637,Purdue FW,0.25480769230769235,2013
638,App State,0.25480769230769235,2013
639,Georgia So,0.25480769230769235,2013
640,Lamar,0.25480769230769235,2013
641,N Arizona,0.25,2013
642,Navy,0.25,2013
643,Delaware St,0.25,2013
644,F Dickinson,0.25,2013
645,Winthrop,0.2451923076923077,2013
646,Hampton,0.2451923076923077,2013
647,Chattanooga,0.23557692307692307,2013
648,McNeese,0.23557692307692307,2013
649,NC Greensboro,0.23557692307692307,2013
650,SE Missouri St,0.23076923076923078,2013
651,Sam Houston,0.23076923076923078,2013
652,IU Indy,0.2259615384615385,2013
653,High Point,0.2259615384615385,2013
654,North Dakota,0.2259615384615385,2013
655,SIU Edward,0.21634615384615385,2013
656,Maryland ES,0.21634615384615385,2013
657,Bethune,0.21153846153846156,2013
658,Furman,0.19230769230769235,2013
659,VMI,0.1875,2013
660,Binghamton,0.1875,2013
661,S Utah,0.1875,2013
662,Sacramento St,0.1826923076923077,2013
663,Southern,0.17788461538461536,2013
664,UT Martin,0.17788461538461536,2013
665,Jackson St,0.17307692307692307,2013
666,Utah Valley,0.16826923076923078,2013
667,AR-Pine Bluff,0.16826923076923078,2013
668,Portland St,0.16826923076923078,2013
669,The Citadel,0.16346153846153844,2013
670,Radford,0.16346153846153844,2013
671,Liberty,0.16346153846153844,2013
672,Howard,0.15865384615384615,2013
673,Omaha,0.15384615384615385,2013
674,Montana St,0.15384615384615385,2013
675,C Arkansas,0.14903846153846156,2013
676,Presbyterian,0.13461538461538464,2013
677,Campbell,0.13461538461538464,2013
678,Florida A&M,0.125,2013
679,Miss Valley St,0.11057692307692302,2013
680,S Carolina St,0.10096153846153844,2013
681,Chicago St,0.09615384615384615,2013
682,Alcorn St,0.09615384615384615,2013
683,NJIT,0.09615384615384615,2013
684,Alabama St,0.07211538461538464,2013
685,Hou Christian,0.062499999999999944,2013
686,UT Rio Grande,0.057692307692307654,2013
687,Longwood,0.05288461538461536,2013
688,Prairie View,0.019230769230769218,2013
689,New Orleans,0.019230769230769218,2013
690,Grambling,0.004807692307692291,2013
691,Alabama A&M,0.0,2013
692,Michigan,0.9999999999999998,2014
693,Wisconsin,0.9618320610687021,2014
694,Kansas,0.9618320610687021,2014
695,Iowa,0.9580152671755724,2014
696,Duke,0.9389312977099235,2014
697,Michigan St,0.9351145038167937,2014
698,Arizona,0.9274809160305342,2014
699,Villanova,0.9236641221374045,2014
700,Florida St,0.896946564885496,2014
701,Florida,0.8893129770992365,2014
702,Ohio St,0.8893129770992365,2014
703,Creighton,0.8816793893129768,2014
704,North Carolina,0.8816793893129768,2014
705,Kentucky,0.8778625954198471,2014
706,Iowa St,0.8778625954198471,2014
707,Virginia,0.8740458015267174,2014
708,Oklahoma St,0.8702290076335877,2014
709,Syracuse,0.8664122137404578,2014
710,Georgetown,0.862595419847328,2014
711,Oklahoma,0.8587786259541983,2014
712,UCLA,0.8587786259541983,2014
713,Minnesota,0.8549618320610686,2014
714,Texas,0.8549618320610686,2014
715,Baylor,0.8511450381679388,2014
716,Stanford,0.8511450381679388,2014
717,Marquette,0.8511450381679388,2014
718,Maryland,0.847328244274809,2014
719,Providence,0.8396946564885495,2014
720,Indiana,0.8396946564885495,2014
721,Xavier,0.8396946564885495,2014
722,St John's,0.8396946564885495,2014
723,Arizona St,0.8358778625954197,2014
724,Nebraska,0.83206106870229,2014
725,Pittsburgh,0.83206106870229,2014
726,West Virginia,0.83206106870229,2014
727,Tennessee,0.83206106870229,2014
728,Louisville,0.8282442748091601,2014
729,Illinois,0.8244274809160304,2014
730,California,0.8244274809160304,2014
731,Oregon,0.8206106870229006,2014
732,UConn,0.8206106870229006,2014
733,Boston College,0.8167938931297709,2014
734,Colorado,0.8091603053435112,2014
735,Alabama,0.8091603053435112,2014
736,Butler,0.8053435114503815,2014
737,Cincinnati,0.8053435114503815,2014
738,Arkansas,0.8015267175572518,2014
739,Clemson,0.797709923664122,2014
740,Penn St,0.797709923664122,2014
741,Kansas St,0.7938931297709922,2014
742,Memphis,0.7938931297709922,2014
743,Northwestern,0.7938931297709922,2014
744,Missouri,0.7900763358778624,2014
745,Notre Dame,0.7862595419847327,2014
746,Temple,0.7862595419847327,2014
747,Purdue,0.782442748091603,2014
748,Texas Tech,0.782442748091603,2014
749,VCU,0.782442748091603,2014
750,NC State,0.7748091603053434,2014
751,BYU,0.7748091603053434,2014
752,G Washington,0.7709923664122136,2014
753,DePaul,0.7709923664122136,2014
754,SMU,0.7709923664122136,2014
755,UMass,0.7671755725190839,2014
756,LSU,0.763358778625954,2014
757,Miami,0.7557251908396945,2014
758,Washington,0.7557251908396945,2014
759,Seton Hall,0.7557251908396945,2014
760,New Mexico,0.7519083969465647,2014
761,Utah,0.7519083969465647,2014
762,Wake Forest,0.748091603053435,2014
763,San Diego St,0.748091603053435,2014
764,Georgia Tech,0.748091603053435,2014
765,Vanderbilt,0.748091603053435,2014
766,Mississippi,0.748091603053435,2014
767,USC,0.7404580152671755,2014
768,La Salle,0.7328244274809159,2014
769,Saint Joseph's,0.7290076335877862,2014
770,Oregon St,0.7251908396946564,2014
771,South Carolina,0.7213740458015265,2014
772,Boise St,0.7175572519083968,2014
773,Gonzaga,0.7175572519083968,2014
774,Georgia,0.7175572519083968,2014
775,Dayton,0.7137404580152671,2014
776,George Mason,0.7099236641221373,2014
777,Washington St,0.7022900763358777,2014
778,Saint Louis,0.7022900763358777,2014
779,Richmond,0.7022900763358777,2014
780,Virginia Tech,0.6793893129770991,2014
781,Wichita St,0.6755725190839693,2014
782,Auburn,0.6755725190839693,2014
783,Fresno St,0.6755725190839693,2014
784,St Bonaventure,0.6755725190839693,2014
785,Rhode Island,0.6717557251908396,2014
786,N Iowa,0.66412213740458,2014
787,UNLV,0.6603053435114503,2014
788,Saint Mary's,0.6603053435114503,2014
789,S Florida,0.6564885496183205,2014
790,Pacific,0.6564885496183205,2014
791,Utah St,0.6526717557251908,2014
792,Nevada,0.6450381679389312,2014
793,San Francisco,0.6450381679389312,2014
794,Houston,0.6412213740458014,2014
795,TCU,0.6412213740458014,2014
796,UCF,0.6374045801526717,2014
797,Long Beach St,0.6374045801526717,2014
798,Texas A&M,0.6374045801526717,2014
799,Loyola Mymt,0.6335877862595418,2014
800,Harvard,0.6259541984732824,2014
801,Rutgers,0.6259541984732824,2014
802,Oakland,0.6221374045801525,2014
803,Tulsa,0.6183206106870228,2014
804,Delaware,0.6183206106870228,2014
805,Iona,0.6183206106870228,2014
806,Colorado St,0.614503816793893,2014
807,Portland,0.614503816793893,2014
808,Wyoming,0.614503816793893,2014
809,Pepperdine,0.6106870229007633,2014
810,Green Bay,0.6068702290076334,2014
811,N Dakota St,0.6068702290076334,2014
812,Drexel,0.6068702290076334,2014
813,Fordham,0.6030534351145037,2014
814,Duquesne,0.5992366412213739,2014
815,Louisiana Tech,0.5992366412213739,2014
816,E Michigan,0.5992366412213739,2014
817,Cleveland St,0.5992366412213739,2014
818,Illinois St,0.5916030534351144,2014
819,Akron,0.5877862595419846,2014
820,San Diego,0.5877862595419846,2014
821,Drake,0.5839694656488549,2014
822,Ohio,0.5839694656488549,2014
823,Indiana St,0.5839694656488549,2014
824,Santa Clara,0.580152671755725,2014
825,Southern Miss,0.5763358778625953,2014
826,UCSB,0.5763358778625953,2014
827,Mississippi St,0.5725190839694655,2014
828,Northeastern,0.5687022900763358,2014
829,Denver,0.5687022900763358,2014
830,Manhattan,0.5687022900763358,2014
