,Team,Last 10 Rating,Strength of Schedule,Shooting %,Effective Field Goal %,Three Point %,Two Point %,Free Throw %,FT Attempted per FG Attempted,Turnovers Per Possession,True Shooting %,Offensive Rebounding %,Defensive Rebounding %,Total Rebounding %,Block %,Steal %,Assist/Turnover Ratio,Defensive Efficiency,Effective Possesion Ratio,Win %,Win % Close Games,Possessions Per Game,Year
448,Santa Clara,0.5851851851851853,0.5606694560669456,0.858024691358025,0.8842105263157896,0.7964071856287427,0.8225806451612905,0.5970873786407767,0.5538461538461538,0.7931034482758621,0.8426666666666667,0.5062240663900414,0.7765957446808511,0.7514124293785311,0.41666666666666663,0.2763157894736843,0.3899543378995435,-0.4422442244224425,0.1262626262626263,0.4979253112033195,0.143,0.20883534136546222,2008
449,Niagara,0.5833333333333334,0.497907949790795,0.3209876543209873,0.405263157894737,0.29940119760479056,0.41935483870967794,0.6893203883495147,0.796923076923077,0.32413793103448274,0.4853333333333336,0.780082987551867,0.3191489361702131,0.5706214689265536,0.3916666666666666,0.5263157894736842,0.40547945205479463,-0.5214521452145218,0.7878787878787881,0.6919087136929462,0.636,0.6265060240963858,2008
450,UMBC,0.5814814814814815,0.44769874476987453,0.6419753086419755,0.6736842105263157,0.7425149700598805,0.543010752688172,0.70873786407767,0.46153846153846156,0.02758620689655178,0.666666666666667,0.5228215767634855,0.4414893617021276,0.5084745762711864,0.375,0.26315789473684215,1.0,-0.6501650165016506,0.8030303030303036,0.7686721991701245,0.692,0.3975903614457832,2008
451,Old Dominion,0.5814814814814815,0.598326359832636,0.47530864197530853,0.4894736842105263,0.45508982035928125,0.45161290322580694,0.4174757281553396,0.25230769230769234,0.42068965517241397,0.4293333333333331,0.7842323651452282,0.5106382978723403,0.6836158192090398,0.6333333333333333,0.6184210526315791,0.5908675799086758,-0.39273927392739294,0.7474747474747474,0.5881742738589212,0.6,0.3253012048192776,2008
452,J Madison,0.5814814814814815,0.4435146443514645,0.6604938271604937,0.6315789473684212,0.5748502994011975,0.5967741935483875,0.6650485436893208,0.6215384615384615,0.6344827586206896,0.6453333333333338,0.7634854771784231,0.35106382978723394,0.5875706214689265,0.19999999999999996,0.5921052631578948,0.28767123287671237,-0.6369636963696372,0.44949494949494984,0.44502074688796683,0.333,0.5582329317269079,2008
453,Washington,0.5796296296296296,0.8661087866108786,0.6049382716049383,0.5631578947368423,0.49101796407185616,0.543010752688172,0.0,0.4523076923076924,0.42068965517241397,0.45066666666666677,0.9626556016597511,0.7553191489361706,0.8418079096045199,0.20833333333333331,0.39473684210526316,0.4584474885844749,-0.4719471947194722,0.8030303030303036,0.5363070539419088,0.2,0.5100401606425704,2008
454,Charlotte,0.5777777777777777,0.7071129707112972,0.308641975308642,0.42105263157894735,0.49101796407185616,0.2795698924731185,0.49029126213592233,0.7323076923076922,0.43448275862068986,0.45066666666666677,0.5850622406639004,0.5531914893617018,0.5423728813559325,0.46666666666666656,0.6184210526315791,0.36073059360730597,-0.3630363036303632,0.5858585858585856,0.5767634854771785,0.385,0.5100401606425704,2008
455,N Dakota St,0.5777777777777777,0.5481171548117155,0.6728395061728398,0.6789473684210527,0.8023952095808384,0.5376344086021505,0.7912621359223304,0.643076923076923,0.39310344827586197,0.7120000000000002,0.5518672199170124,0.771276595744681,0.7062146892655368,0.27499999999999997,0.3157894736842106,0.48584474885844753,-0.5379537953795381,0.4949494949494957,0.5186721991701245,0.333,0.5180722891566267,2008
456,Georgia So,0.5777777777777777,0.5313807531380754,0.6111111111111112,0.5842105263157897,0.5449101796407183,0.548387096774194,0.4368932038834954,0.46461538461538454,0.38620689655172424,0.544,0.7344398340248964,0.5744680851063828,0.6610169491525424,0.4916666666666667,0.7894736842105262,0.565296803652968,-0.4521452145214524,0.6616161616161618,0.6670124481327802,0.5,0.5742971887550201,2008
457,Missouri St,0.575925925925926,0.7196652719665273,0.574074074074074,0.6157894736842109,0.6407185628742516,0.510752688172043,0.6067961165048548,0.4769230769230769,0.5448275862068968,0.6026666666666665,0.6514522821576764,0.5691489361702131,0.5762711864406782,0.5,0.5263157894736842,0.4547945205479452,-0.4620462046204623,0.4646464646464654,0.5010373443983402,0.5,0.3413654618473898,2008
458,Boise St,0.5740740740740741,0.5062761506276151,0.925925925925926,0.9631578947368422,0.7784431137724555,0.946236559139785,0.33980582524271874,0.5507692307692308,0.4620689655172414,0.8639999999999999,0.5269709543568465,0.686170212765957,0.6666666666666665,0.19166666666666665,0.3421052631578948,0.6465753424657534,-0.5214521452145218,0.404040404040404,0.7686721991701245,0.5,0.6746987951807228,2008
459,SE Louisiana,0.5722222222222222,0.4058577405857741,0.5925925925925926,0.5105263157894742,0.33532934131736547,0.5537634408602155,0.38349514563106846,0.64,0.7172413793103449,0.4933333333333336,0.5020746887966806,0.6382978723404258,0.6497175141242937,0.43333333333333335,0.3157894736842106,0.24566210045662107,-0.26732673267326756,0.2474747474747474,0.4719917012448133,0.444,0.43775100401606437,2008
460,Alabama,0.5722222222222222,0.7447698744769875,0.6666666666666665,0.6631578947368424,0.5508982035928145,0.6505376344086025,0.09708737864077666,0.4,0.2965517241379312,0.552,0.7551867219917013,0.6010638297872339,0.6497175141242937,0.5416666666666666,0.4868421052631581,0.6757990867579908,-0.561056105610561,0.7676767676767682,0.5560165975103736,0.5,0.5341365461847389,2008
461,Siena,0.5703703703703704,0.5355648535564854,0.5987654320987654,0.6263157894736842,0.7844311377245508,0.4623655913978495,0.4951456310679614,0.5169230769230769,0.096551724137931,0.5973333333333333,0.4771784232365145,0.23936170212765973,0.37288135593220373,0.3833333333333333,0.8289473684210528,0.7515981735159818,-0.5181518151815183,0.7373737373737379,0.6670124481327802,0.667,0.5903614457831328,2008
462,CS Northridge,0.5666666666666667,0.5481171548117155,0.6419753086419755,0.668421052631579,0.6706586826347307,0.580645161290323,0.558252427184466,0.43692307692307686,0.5034482758620691,0.6346666666666669,0.6058091286307054,0.5585106382978724,0.593220338983051,0.3583333333333333,0.7500000000000001,0.4292237442922374,-0.2805280528052809,0.4747474747474749,0.7468879668049793,0.667,0.7429718875502007,2008
463,Georgia,0.5648148148148149,0.7698744769874478,0.46296296296296324,0.4526315789473685,0.34730538922155696,0.467741935483871,0.4320388349514568,0.3846153846153846,0.510344827586207,0.41866666666666674,0.8298755186721992,0.5638297872340425,0.745762711864407,0.3833333333333333,0.5000000000000001,0.2703196347031964,-0.4257425742574261,0.6313131313131315,0.4564315352697096,0.0,0.4337349397590362,2008
464,Little Rock,0.5592592592592592,0.38075313807531386,0.42592592592592604,0.4368421052631577,0.49101796407185616,0.360215053763441,0.4854368932038837,0.923076923076923,0.7241379310344829,0.488,0.7634854771784231,0.7606382978723403,0.7627118644067798,0.3999999999999999,0.4078947368421052,0.24748858447488586,-0.2805280528052809,0.3939393939393945,0.6379668049792532,0.75,0.4056224899598395,2008
465,Belmont,0.5592592592592592,0.4309623430962344,0.6296296296296298,0.7947368421052632,0.6526946107784435,0.7473118279569895,0.5533980582524278,0.44000000000000006,0.4482758620689655,0.7413333333333334,0.6099585062240666,0.6170212765957444,0.638418079096045,0.14999999999999997,0.6710526315789472,0.6000000000000001,-0.5742574257425743,0.5252525252525251,0.7406639004149378,0.6,0.6465863453815266,2008
466,Chattanooga,0.5574074074074074,0.5313807531380754,0.6358024691358026,0.6894736842105265,0.4191616766467068,0.795698924731183,0.38349514563106846,0.84,0.7241379310344829,0.6640000000000001,0.7302904564315352,0.7659574468085104,0.8135593220338984,0.22499999999999998,0.3421052631578948,0.28401826484018267,-0.5379537953795381,0.3484848484848486,0.5767634854771785,0.833,0.6586345381526106,2008
467,E Tennessee St,0.5555555555555556,0.46025104602510464,0.6049382716049383,0.6210526315789475,0.5568862275449102,0.5860215053763445,0.6699029126213594,0.5230769230769229,0.4758620689655175,0.6240000000000001,0.6390041493775932,0.292553191489362,0.4802259887005649,0.30833333333333335,0.6184210526315791,0.308675799086758,-0.5907590759075911,0.5050505050505052,0.5923236514522822,0.455,0.738955823293173,2008
468,Wright St,0.5518518518518518,0.6108786610878661,0.5925925925925926,0.6631578947368424,0.7844311377245508,0.47849462365591444,0.4563106796116507,0.48307692307692285,0.4413793103448278,0.6186666666666669,0.4481327800829876,0.6489361702127665,0.5988700564971752,0.16666666666666663,0.2500000000000001,0.4182648401826484,-0.43564356435643603,0.44444444444444464,0.7406639004149378,0.765,0.1526104417670684,2008
469,Green Bay,0.55,0.6443514644351466,0.6851851851851851,0.6526315789473687,0.6347305389221558,0.5967741935483875,0.7766990291262137,0.4738461538461537,0.40000000000000013,0.658666666666667,0.4937759336099584,0.4521276595744683,0.5480225988700567,0.35,0.3026315789473686,0.3707762557077626,-0.6534653465346536,0.4696969696969697,0.5186721991701245,0.556,0.3694779116465865,2008
470,N Arizona,0.55,0.4728033472803348,0.8024691358024696,0.8157894736842106,0.7185628742514971,0.7688172043010755,0.6650485436893208,0.883076923076923,0.5517241379310345,0.8346666666666667,0.4107883817427386,0.8457446808510638,0.7231638418079096,0.23333333333333328,0.3684210526315791,0.48310502283105017,-0.501650165016502,0.262626262626263,0.6535269709543569,0.6,0.4618473895582329,2008
471,NC Greensboro,0.5481481481481482,0.5857740585774059,0.6728395061728398,0.736842105263158,0.5748502994011975,0.7365591397849465,0.3932038834951457,0.6492307692307692,0.48275862068965525,0.6853333333333333,0.6597510373443983,0.4095744680851068,0.615819209039548,0.5083333333333333,0.4605263157894738,0.49771689497716887,-0.4719471947194722,0.5404040404040407,0.6296680497925311,0.286,0.40160642570281135,2008
472,Seton Hall,0.5462962962962963,0.7405857740585774,0.48765432098765427,0.5157894736842104,0.5089820359281438,0.45161290322580694,0.6650485436893208,0.5661538461538461,0.15172413793103456,0.536,0.5684647302904563,0.25531914893617014,0.4463276836158192,0.5333333333333333,0.7763157894736842,0.549771689497717,-0.6864686468646868,0.7727272727272734,0.6296680497925311,0.667,0.6586345381526106,2008
473,Montana,0.5462962962962963,0.4811715481171549,0.7530864197530862,0.8421052631578947,0.7784431137724555,0.7473118279569895,0.5,0.43692307692307686,0.3655172413793104,0.7759999999999998,0.3858921161825727,0.6702127659574466,0.5480225988700567,0.3833333333333333,0.13157894736842113,0.6666666666666667,-0.6237623762376243,0.4646464646464654,0.4792531120331951,0.222,0.2730923694779115,2008
474,Tulsa,0.5462962962962963,0.6108786610878661,0.5679012345679011,0.6157894736842109,0.5508982035928145,0.5752688172043015,0.645631067961165,0.5261538461538461,0.6344827586206896,0.6160000000000001,0.7219917012448133,0.7553191489361706,0.7570621468926553,0.7083333333333333,0.3026315789473686,0.30228310502283107,-0.2937293729372943,0.44444444444444464,0.5985477178423236,0.5,0.4819277108433737,2008
475,Portland St,0.5444444444444445,0.5104602510460252,0.6790123456790127,0.8052631578947369,0.7904191616766465,0.655913978494624,0.46601941747572795,0.5261538461538461,0.5310344827586206,0.7493333333333334,0.6182572614107883,0.7446808510638299,0.6497175141242937,0.3583333333333333,0.44736842105263175,0.49589041095890407,-0.5115511551155119,0.43939393939393945,0.6784232365145229,0.636,0.4658634538152615,2008
476,C Michigan,0.5444444444444445,0.6276150627615064,0.46913580246913567,0.5157894736842104,0.41317365269461104,0.510752688172043,0.47087378640776745,0.5723076923076923,0.613793103448276,0.504,0.6307053941908715,0.3191489361702131,0.46892655367231617,0.3416666666666666,0.6315789473684211,0.0931506849315068,-0.5742574257425743,0.404040404040404,0.43257261410788383,0.667,0.5542168674698793,2008
477,New Orleans,0.5425925925925926,0.4435146443514645,0.5679012345679011,0.5368421052631582,0.5329341317365273,0.4838709677419355,0.7233009708737868,0.4953846153846152,0.2344827586206899,0.552,0.4107883817427386,0.49999999999999956,0.4576271186440679,0.14999999999999997,0.5000000000000001,0.3981735159817352,-0.5643564356435649,0.5757575757575761,0.6151452282157677,0.8,0.5060240963855427,2008
478,Gardner-Webb,0.5425925925925926,0.40167364016736407,0.5185185185185186,0.6000000000000001,0.6047904191616766,0.5000000000000004,0.3640776699029127,0.5384615384615384,0.4551724137931037,0.5546666666666669,0.5850622406639004,0.39893617021276606,0.4971751412429377,0.25,0.4078947368421052,0.5415525114155251,-0.5082508250825084,0.5151515151515147,0.5186721991701245,0.4,0.7108433734939759,2008
479,Tulane,0.538888888888889,0.5774058577405858,0.6111111111111112,0.5631578947368423,0.41317365269461104,0.5913978494623655,0.5825242718446604,0.8153846153846153,0.5517241379310345,0.6000000000000001,0.5062240663900414,0.4042553191489362,0.514124293785311,0.6916666666666667,0.4078947368421052,0.33515981735159817,-0.47524752475247567,0.3434343434343434,0.5591286307053943,0.714,0.40160642570281135,2008
480,Wofford,0.5370370370370371,0.4560669456066946,0.4444444444444442,0.5526315789473686,0.7365269461077844,0.3172043010752694,0.3689320388349513,0.5630769230769229,0.3724137931034486,0.5173333333333332,0.5145228215767633,0.5053191489361706,0.5197740112994351,0.19999999999999996,0.26315789473684215,0.4502283105022832,-0.7656765676567661,0.5757575757575761,0.41493775933609967,0.625,0.2570281124497993,2008
481,Northeastern,0.5351851851851852,0.5606694560669456,0.36419753086419737,0.3684210526315792,0.28742514970059885,0.3763440860215055,0.6893203883495147,0.5046153846153846,0.42068965517241397,0.40533333333333355,0.6141078838174273,0.5106382978723403,0.5875706214689265,0.3666666666666667,0.5789473684210528,0.3771689497716896,-0.45544554455445585,0.5808080808080804,0.44502074688796683,0.417,0.2931726907630523,2008
482,Marist,0.5351851851851852,0.5146443514644352,0.617283950617284,0.7105263157894739,0.7425149700598805,0.559139784946237,0.2766990291262137,0.47999999999999987,0.4482758620689655,0.6266666666666669,0.6016597510373444,0.5691489361702131,0.615819209039548,0.23333333333333328,0.22368421052631582,0.354337899543379,-0.5511551155115515,0.5202020202020199,0.5726141078838175,0.429,0.4096385542168677,2008
483,Wichita St,0.5351851851851852,0.6694560669456068,0.4197530864197532,0.44736842105263186,0.2574850299401199,0.5215053763440864,0.44660194174757306,0.5846153846153846,0.5793103448275865,0.4453333333333336,0.7344398340248964,0.8829787234042556,0.8418079096045199,0.3666666666666667,0.26315789473684215,0.3716894977168951,-0.5148514851485153,0.5404040404040407,0.3931535269709544,0.25,0.2329317269076303,2008
484,Brown,0.5351851851851852,0.4644351464435147,0.6543209876543208,0.7789473684210524,0.7844311377245508,0.618279569892473,0.7524271844660197,0.9169230769230768,0.4620689655172414,0.8293333333333335,0.21991701244813278,0.7127659574468082,0.4971751412429377,0.29166666666666663,0.5789473684210528,0.48401826484018273,-0.5181518151815183,0.2676767676767682,0.6639004149377594,0.667,0.2771084337349401,2008
485,Michigan,0.5296296296296297,0.794979079497908,0.3271604938271606,0.405263157894737,0.32335329341317376,0.403225806451613,0.6262135922330101,0.2769230769230768,0.3517241379310345,0.3866666666666667,0.6431535269709544,0.3351063829787235,0.4915254237288136,0.6166666666666667,0.39473684210526316,0.4648401826484019,-0.6831683168316838,0.7020202020202024,0.33298755186721996,0.25,0.29718875502008046,2008
486,Colorado,0.5296296296296297,0.7447698744769875,0.5802469135802468,0.6210526315789475,0.5149700598802396,0.5967741935483875,0.5242718446601944,0.48307692307692285,0.48275862068965525,0.5893333333333333,0.34024896265560167,0.542553191489362,0.4011299435028248,0.5499999999999999,0.4605263157894738,0.4593607305936074,-0.5874587458745877,0.3686868686868694,0.35892116182572614,0.333,0.1887550200803214,2008
487,St John's,0.5296296296296297,0.7364016736401674,0.3271604938271606,0.3157894736842106,0.33532934131736547,0.2795698924731185,0.4223300970873791,0.5507692307692308,0.5862068965517242,0.32266666666666666,0.6141078838174273,0.6648936170212769,0.593220338983051,0.375,0.42105263157894746,0.2228310502283105,-0.41254125412541276,0.44949494949494984,0.38381742738589214,0.5,0.4056224899598395,2008
488,App State,0.5277777777777778,0.5355648535564854,0.7777777777777777,0.8421052631578947,0.7305389221556886,0.78494623655914,0.5145631067961163,0.5199999999999999,0.5379310344827588,0.7839999999999998,0.4979253112033194,0.49999999999999956,0.5819209039548023,0.5249999999999999,0.32894736842105265,0.4,-0.5346534653465347,0.358585858585859,0.5923236514522822,0.6,0.44176706827309253,2008
489,San Diego,0.5277777777777778,0.6569037656903766,0.5123456790123457,0.46842105263157885,0.4011976047904191,0.4623655913978495,0.4805825242718451,0.5230769230769229,0.5655172413793104,0.4613333333333336,0.5311203319502075,0.6010638297872339,0.5762711864406782,0.3916666666666666,0.5131578947368421,0.34246575342465757,-0.33663366336633693,0.404040404040404,0.5560165975103736,0.778,0.3333333333333335,2008
490,High Point,0.5259259259259259,0.4058577405857741,0.6049382716049383,0.6789473684210527,0.562874251497006,0.6505376344086025,0.8106796116504857,0.20307692307692304,0.42068965517241397,0.6400000000000001,0.5601659751037343,0.5159574468085109,0.5875706214689265,0.44999999999999996,0.1842105263157896,0.6264840182648401,-0.5082508250825084,0.5202020202020199,0.47510373443983406,0.25,0.28915662650602414,2008
491,UC Irvine,0.5259259259259259,0.5397489539748954,0.5864197530864201,0.6315789473684212,0.6047904191616766,0.559139784946237,0.7524271844660197,0.4092307692307692,0.32413793103448274,0.6266666666666669,0.2614107883817428,0.691489361702128,0.41242937853107353,0.19166666666666665,0.7368421052631579,0.4502283105022832,-0.5511551155115515,0.42929292929292995,0.4792531120331951,0.375,0.3172690763052213,2008
492,Montana St,0.5259259259259259,0.4351464435146444,0.5864197530864201,0.6526315789473687,0.6347305389221558,0.559139784946237,0.7718446601941751,0.5753846153846153,0.4413793103448278,0.674666666666667,0.5809128630705395,0.6010638297872339,0.615819209039548,0.35,0.14473684210526327,0.38721461187214623,-0.6996699669966997,0.4898989898989905,0.5186721991701245,0.667,0.4618473895582329,2008
493,W Michigan,0.5240740740740741,0.6443514644351466,0.4814814814814814,0.5789473684210527,0.5928143712574852,0.456989247311828,0.8106796116504857,0.7907692307692308,0.5379310344827588,0.6533333333333333,0.7261410788381742,0.7287234042553195,0.7966101694915255,0.23333333333333328,0.19736842105263164,0.26027397260273977,-0.3894389438943895,0.4898989898989905,0.6535269709543569,0.571,0.4056224899598395,2008
494,Purdue FW,0.5222222222222223,0.5606694560669456,0.6111111111111112,0.6315789473684212,0.538922155688623,0.6075268817204305,0.6601941747572817,0.5723076923076923,0.4482758620689655,0.6373333333333333,0.016597510373443924,0.6382978723404258,0.31073446327683607,0.375,0.26315789473684215,0.3853881278538813,-0.5874587458745877,0.17171717171717216,0.3993775933609959,0.5,0.4538152610441766,2008
495,Rider,0.5222222222222223,0.46861924686192474,0.8456790123456792,0.8473684210526318,0.7964071856287427,0.774193548387097,0.266990291262136,0.6338461538461538,0.4482758620689655,0.7546666666666666,0.6514522821576764,0.6702127659574466,0.6949152542372881,0.5333333333333333,0.5394736842105262,0.5388127853881279,-0.45544554455445585,0.5353535353535355,0.7157676348547718,0.6,0.5742971887550201,2008
496,Marshall,0.5185185185185186,0.5899581589958159,0.4320987654320989,0.4526315789473685,0.31137724550898205,0.489247311827957,0.4854368932038837,0.7876923076923076,0.40000000000000013,0.4853333333333336,0.7676348547717843,0.6117021276595747,0.6836158192090398,0.2833333333333333,0.3684210526315791,0.389041095890411,-0.5115511551155119,0.7020202020202024,0.562240663900415,0.714,0.35742971887550246,2008
497,Fordham,0.5148148148148148,0.6694560669456068,0.43827160493827133,0.5105263157894742,0.3772455089820359,0.5322580645161294,0.46116504854368934,0.5169230769230769,0.4068965517241381,0.4906666666666668,0.5062240663900414,0.5638297872340425,0.43502824858757094,0.43333333333333335,0.4605263157894738,0.5022831050228311,-0.561056105610561,0.5404040404040407,0.43257261410788383,0.5,0.35341365461847385,2008
498,NC Wilmington,0.5148148148148148,0.4644351464435147,0.7654320987654324,0.7894736842105265,0.6227544910179643,0.7903225806451615,0.8446601941747578,0.36615384615384616,0.5517241379310345,0.7706666666666666,0.6348547717842322,0.6010638297872339,0.6892655367231639,0.2416666666666667,0.35526315789473684,0.41917808219178077,-0.6534653465346536,0.41414141414141437,0.6224066390041494,0.727,0.4698795180722892,2008
499,Oakland,0.512962962962963,0.5732217573221757,0.5679012345679011,0.5526315789473686,0.6047904191616766,0.47311827956989294,0.6262135922330101,0.5846153846153846,0.3793103448275863,0.5680000000000001,0.933609958506224,0.4308510638297869,0.6723163841807911,0.44166666666666665,0.6184210526315791,0.4493150684931507,-0.7392739273927393,0.8030303030303036,0.5186721991701245,0.429,0.5140562248995981,2008
500,Auburn,0.5074074074074074,0.6820083682008369,0.691358024691358,0.7473684210526317,0.5209580838323353,0.806451612903226,0.4077669902912624,0.41538461538461535,0.4413793103448278,0.6773333333333333,0.5643153526970955,0.49468085106382986,0.536723163841808,0.26666666666666666,0.8026315789473685,0.5561643835616439,-0.6798679867986799,0.5000000000000009,0.5591286307053943,0.6,0.44176706827309253,2008
501,Albany,0.5074074074074074,0.3891213389121339,0.5370370370370368,0.5315789473684212,0.4850299401197604,0.4946236559139785,0.6844660194174756,0.46153846153846156,0.5379310344827588,0.536,0.7344398340248964,0.9148936170212774,0.8813559322033897,0.2583333333333333,0.26315789473684215,0.3287671232876712,-0.4620462046204623,0.5404040404040407,0.5186721991701245,0.3,0.38554216867469915,2008
502,DePaul,0.5055555555555555,0.794979079497908,0.49382716049382713,0.5421052631578949,0.5329341317365273,0.467741935483871,0.2864077669902918,0.3538461538461538,0.24827586206896557,0.46933333333333316,0.5643153526970955,0.37765957446808507,0.46892655367231617,0.27499999999999997,0.5526315789473685,0.6063926940639268,-0.7392739273927393,0.7222222222222223,0.38381742738589214,0.444,0.48995983935743004,2008
503,Centenary,0.4981481481481482,0.489539748953975,0.5,0.5631578947368423,0.6646706586826345,0.4086021505376345,0.6504854368932045,0.5630769230769229,0.5241379310344829,0.5760000000000001,0.3526970954356846,0.3244680851063828,0.3276836158192089,0.2833333333333333,0.5131578947368421,0.3287671232876712,-0.7920792079207923,0.30808080808080796,0.2966804979253112,0.375,0.5381526104417671,2008
504,C Arkansas,0.49629629629629635,0.3263598326359833,0.2098765432098766,0.23684210526315796,0.20958083832335328,0.22580645161290347,0.5388349514563107,0.6646153846153845,0.5379310344827588,0.29333333333333345,0.6016597510373444,0.542553191489362,0.5423728813559325,0.5499999999999999,0.42105263157894746,0.08675799086757985,-0.43564356435643603,0.5202020202020199,0.43257261410788383,0.625,0.5502008032128516,2008
505,Robert Morris,0.49629629629629635,0.38493723849372385,0.7222222222222223,0.7736842105263162,0.7125748502994014,0.698924731182796,0.6407766990291264,0.2369230769230769,0.5862068965517242,0.7093333333333334,0.6970954356846472,0.6382978723404258,0.6723163841807911,0.22499999999999998,0.9605263157894738,0.5589041095890412,-0.30033003300330074,0.43939393939393945,0.8298755186721993,0.833,0.5943775100401605,2008
506,Bowling Green,0.49444444444444446,0.5564853556485356,0.5802469135802468,0.5368421052631582,0.32335329341317376,0.602150537634409,0.3495145631067964,0.5415384615384614,0.5793103448275865,0.4986666666666668,0.5809128630705395,0.37765957446808507,0.5423728813559325,0.6083333333333334,0.2500000000000001,0.34337899543379,-0.5313531353135317,0.39898989898989967,0.4792531120331951,0.556,0.3333333333333335,2008
507,NC Asheville,0.49444444444444446,0.40167364016736407,0.7901234567901234,0.7684210526315791,0.5568862275449102,0.806451612903226,0.4368932038834954,0.5384615384615384,0.33793103448275885,0.7120000000000002,0.5352697095435685,0.47340425531914887,0.5480225988700567,0.6583333333333333,0.2763157894736843,0.7269406392694064,-0.666666666666667,0.5707070707070709,0.6919087136929462,0.857,0.5180722891566267,2008
508,Charleston,0.49074074074074076,0.5564853556485356,0.6296296296296298,0.6947368421052635,0.538922155688623,0.698924731182796,0.533980582524272,0.22153846153846157,0.4137931034482758,0.6213333333333333,0.4730290456431535,0.521276595744681,0.5254237288135593,0.4083333333333333,0.2500000000000001,0.389041095890411,-0.6501650165016506,0.4848484848484853,0.4647302904564316,0.5,0.5100401606425704,2008
509,Utah Valley,0.48888888888888893,0.3682008368200837,0.5864197530864201,0.6736842105263157,0.6706586826347307,0.559139784946237,0.7718446601941751,0.3815384615384615,0.5034482758620691,0.6640000000000001,0.6141078838174273,0.4255319148936172,0.536723163841808,0.26666666666666666,0.42105263157894746,0.36621004566210047,-0.6369636963696372,0.4848484848484853,0.4792531120331951,0.5,0.38554216867469915,2008
510,Indiana St,0.48703703703703705,0.7196652719665273,0.407407407407407,0.4894736842105263,0.39520958083832336,0.47849462365591444,0.7621359223300974,0.5169230769230769,0.3724137931034486,0.5226666666666668,0.41908713692946054,0.5106382978723403,0.4576271186440679,0.3999999999999999,0.5263157894736842,0.43561643835616437,-0.5676567656765679,0.5050505050505052,0.5,0.6,0.30923694779116495,2008
511,Cincinnati,0.48518518518518516,0.8200836820083682,0.42592592592592604,0.47368421052631593,0.43113772455089827,0.4301075268817205,0.38349514563106846,0.44615384615384623,0.4482758620689655,0.43733333333333313,0.6058091286307054,0.7340425531914896,0.6949152542372881,0.2583333333333333,0.23684210526315808,0.4273972602739726,-0.501650165016502,0.5505050505050502,0.5,0.636,0.34939759036144613,2008
512,Air Force,0.48333333333333334,0.5481171548117155,0.5493827160493829,0.7263157894736842,0.7065868263473056,0.559139784946237,0.5533980582524278,0.7569230769230769,0.46896551724137936,0.7200000000000002,0.008298755186721962,0.6063829787234041,0.3220338983050848,0.19166666666666665,0.4605263157894738,0.4611872146118722,-0.43894389438943904,0.16161616161616177,0.5186721991701245,0.75,0.06425702811245015,2008
513,Austin Peay,0.48333333333333334,0.4309623430962344,0.5987654320987654,0.6789473684210527,0.6467065868263473,0.5860215053763445,0.6407766990291264,0.8061538461538461,0.289655172413793,0.7039999999999997,0.46058091286307057,0.6010638297872339,0.43502824858757094,0.19999999999999996,0.9999999999999999,0.5926940639269407,-0.5973597359735976,0.5505050505050502,0.6919087136929462,0.727,0.4859437751004019,2008
514,Saint Louis,0.4814814814814815,0.6652719665271968,0.5246913580246915,0.5578947368421057,0.5748502994011975,0.47311827956989294,0.6893203883495147,0.5169230769230769,0.40000000000000013,0.5706666666666664,0.1908713692946059,0.771276595744681,0.5028248587570623,0.29999999999999993,0.06578947368421062,0.5095890410958905,-0.4521452145214524,0.31818181818181834,0.5767634854771785,0.5,0.1526104417670684,2008
515,Lamar,0.47962962962962963,0.4560669456066946,0.6604938271604937,0.7105263157894739,0.6586826347305392,0.6397849462365595,0.4174757281553396,0.556923076923077,0.4758620689655175,0.6613333333333333,0.5643153526970955,0.38297872340425565,0.4576271186440679,0.29999999999999993,0.6184210526315791,0.48310502283105017,-0.501650165016502,0.4646464646464654,0.6597510373443984,0.571,0.714859437751004,2008
516,TCU,0.4759259259259259,0.5188284518828452,0.33950617283950635,0.41052631578947363,0.5029940119760481,0.28494623655914,0.4320388349514568,0.5076923076923076,0.4137931034482758,0.3973333333333331,0.5103734439834026,0.6702127659574466,0.5480225988700567,0.25,0.9078947368421054,0.3899543378995435,-0.3432343234323434,0.5505050505050502,0.5394190871369295,0.75,0.5261044176706831,2008
517,Iowa St,0.4740740740740741,0.7405857740585774,0.4320987654320989,0.4526315789473685,0.29940119760479056,0.489247311827957,0.5825242718446604,0.4338461538461539,0.38620689655172424,0.4453333333333336,0.3609958506224066,0.6117021276595747,0.5028248587570623,0.44999999999999996,0.23684210526315808,0.42648401826484017,-0.42904290429042913,0.45454545454545503,0.5,1.0,0.3734939759036142,2008
518,VMI,0.4740740740740741,0.33054393305439334,0.4567901234567904,0.6157894736842109,0.35928143712574867,0.7795698924731185,0.533980582524272,0.2646153846153847,0.33793103448275885,0.56,0.4439834024896264,0.23936170212765973,0.3276836158192089,0.20833333333333331,0.8947368421052632,0.5397260273972603,-0.6699669966996704,0.5606060606060606,0.45124481327800836,0.444,0.9678714859437756,2008
