,Team,Last 10 Rating,Strength of Schedule,Shooting %,Effective Field Goal %,Three Point %,Two Point %,Free Throw %,FT Attempted per FG Attempted,Turnovers Per Possession,True Shooting %,Offensive Rebounding %,Defensive Rebounding %,Total Rebounding %,Block %,Steal %,Assist/Turnover Ratio,Defensive Efficiency,Effective Possesion Ratio,Win %,Win % Close Games,Possessions Per Game,Year
10,Air Force,0.8413654618473895,0.7442748091603053,0.7897727272727271,0.9729729729729728,0.8488372093023255,0.8714285714285712,0.9812206572769955,0.4263322884012539,0.1705426356589148,1.0,0.1806167400881059,0.7313432835820897,0.5033112582781456,0.10526315789473684,0.47619047619047616,0.9600389863547758,-0.32107023411371216,0.46111111111111125,0.8121484814398201,0.6,0.13281250000000022,2007
11,Clemson,0.8333333333333333,0.8854961832061068,0.6590909090909092,0.6216216216216215,0.4186046511627908,0.7190476190476189,0.12676056338028197,0.10344827586206906,0.37209302325581395,0.5230352303523031,0.7885462555066082,0.5970149253731343,0.6225165562913908,0.6541353383458647,0.8571428571428571,0.6335282651072123,-0.2876254180602009,0.7833333333333332,0.734533183352081,0.455,0.38541666666666674,2007
12,Kansas,0.8212851405622489,0.8625954198473282,0.8181818181818179,0.7459459459459459,0.6918604651162787,0.7285714285714284,0.492957746478873,0.37617554858934166,0.38759689922480645,0.7100271002710024,0.8502202643171807,0.7860696517412933,0.927152317880795,0.7819548872180451,0.7380952380952382,0.6998050682261208,-0.0,0.75,0.9336332958380202,0.667,0.41145833333333326,2007
13,Butler,0.8192771084337349,0.683206106870229,0.5,0.6648648648648647,0.6511627906976745,0.5714285714285714,0.9061032863849765,0.561128526645768,0.0,0.7452574525745255,0.43171806167400895,0.6417910447761188,0.5231788079470197,0.18045112781954886,0.23809523809523803,0.8391812865497075,-0.2909698996655523,0.8055555555555554,0.889763779527559,0.75,0.14583333333333348,2007
14,Texas A&M,0.8152610441767069,0.8969465648854962,0.8522727272727271,0.8378378378378377,0.959302325581395,0.7047619047619047,0.802816901408451,0.4984326018808778,0.26356589147286824,0.8617886178861784,0.5814977973568282,0.7910447761194024,0.8278145695364238,0.3609022556390977,0.4404761904761906,0.9327485380116958,-0.09030100334448177,0.6055555555555552,0.889763779527559,0.333,0.3177083333333335,2007
15,Michigan St,0.8132530120481928,0.8702290076335879,0.6818181818181817,0.6324324324324326,0.6627906976744182,0.5999999999999999,0.7370892018779345,0.517241379310345,0.7054263565891474,0.6775067750677506,0.9207048458149781,0.7462686567164178,1.0,0.6240601503759399,0.26190476190476186,0.5614035087719298,-0.19063545150501682,0.5222222222222213,0.7457817772778402,0.25,0.1953125,2007
16,Georgia,0.8072289156626505,0.8969465648854962,0.6534090909090908,0.6864864864864866,0.7441860465116281,0.5952380952380951,0.511737089201878,0.08150470219435746,0.558139534883721,0.6341463414634143,0.8898678414096918,0.7014925373134324,0.8079470198675494,0.5112781954887218,0.6547619047619048,0.4610136452241715,-0.4147157190635453,0.6944444444444438,0.625421822272216,0.5,0.39322916666666696,2007
17,Notre Dame,0.8052208835341366,0.83206106870229,0.6761363636363633,0.7567567567567566,0.7965116279069766,0.6333333333333331,0.854460093896714,0.5548589341692789,0.26356589147286824,0.8102981029810294,0.6740088105726872,0.7512437810945269,0.834437086092715,0.3533834586466165,0.6428571428571429,0.841130604288499,-0.3076923076923075,0.7333333333333325,0.8425196850393701,0.5,0.4218750000000002,2007
18,Illinois,0.8032128514056225,0.8244274809160306,0.5056818181818179,0.5297297297297296,0.5174418604651161,0.5285714285714287,0.3098591549295775,0.39498432601880884,0.49612403100775215,0.49864498644986455,0.8105726872246698,0.761194029850746,0.814569536423841,0.3308270676691729,0.34523809523809523,0.5380116959064327,-0.15719063545150513,0.6999999999999993,0.7457817772778402,0.833,0.23697916666666674,2007
19,Gonzaga,0.8012048192771084,0.7824427480916032,0.7954545454545454,0.778378378378378,0.8372093023255813,0.6857142857142857,0.938967136150235,0.4545454545454546,0.3798449612403103,0.8292682926829262,0.5330396475770925,0.7960199004975124,0.7417218543046356,0.3308270676691729,0.2857142857142857,0.5087719298245614,-0.42809364548495,0.48888888888888893,0.719910011248594,0.333,0.4453125000000002,2007
20,Memphis,0.7951807228915663,0.8129770992366412,0.6647727272727275,0.6702702702702701,0.540697674418605,0.7095238095238094,0.26291079812206597,0.5642633228840124,0.2558139534883721,0.6205962059620593,0.8193832599118943,0.6467661691542288,0.7682119205298013,0.7142857142857142,0.8333333333333331,0.6306042884990253,-0.056856187290970084,0.8888888888888884,0.9628796400449945,1.0,0.45572916666666674,2007
21,Missouri St,0.7911646586345381,0.801526717557252,0.7272727272727275,0.7675675675675677,0.8313953488372092,0.6476190476190478,0.596244131455399,0.5360501567398117,0.33333333333333326,0.7642276422764227,0.5682819383259913,0.8805970149253732,0.7682119205298013,0.3082706766917293,0.5714285714285715,0.7446393762183234,-0.35785953177257523,0.6055555555555552,0.734533183352081,0.375,0.3411458333333337,2007
22,Virginia Tech,0.7831325301204819,0.8702290076335879,0.7159090909090908,0.6216216216216215,0.7325581395348835,0.5809523809523809,0.5305164319248825,0.4796238244514106,0.12403100775193798,0.6287262872628725,0.5903083700440531,0.467661691542288,0.5099337748344368,0.5488721804511278,0.6666666666666666,0.7144249512670564,-0.40133779264214064,0.7833333333333332,0.750281214848144,0.556,0.3177083333333335,2007
23,West Virginia,0.7690763052208835,0.7977099236641221,0.5681818181818179,0.7297297297297298,0.5813953488372092,0.7619047619047616,0.68075117370892,0.12225705329153613,0.17829457364341095,0.6991869918699183,0.39207048458149785,0.49253731343283524,0.35761589403973515,0.37593984962406013,0.7380952380952382,1.0,-0.3311036789297659,0.655555555555555,0.750281214848144,0.333,0.2578125000000002,2007
24,Georgia Tech,0.7670682730923695,0.9427480916030535,0.7897727272727271,0.7351351351351352,0.6337209302325577,0.7428571428571427,0.5680751173708924,0.3385579937304075,0.558139534883721,0.7127371273712733,0.9207048458149781,0.6417910447761188,0.8543046357615895,0.37593984962406013,0.869047619047619,0.46783625730994144,-0.36789297658862896,0.6333333333333329,0.6816647919010125,0.5,0.4218750000000002,2007
25,Wisconsin,0.7630522088353413,0.8854961832061068,0.6761363636363633,0.6378378378378375,0.6104651162790697,0.6333333333333331,0.563380281690141,0.677115987460815,0.17829457364341095,0.6666666666666661,0.7312775330396476,0.7761194029850742,0.8410596026490067,0.3308270676691729,0.34523809523809523,0.742690058479532,-0.16722408026755886,0.8611111111111098,0.9336332958380202,0.571,0.24739583333333348,2007
26,Xavier,0.7610441767068272,0.7213740458015268,0.7556818181818183,0.8216216216216217,0.7848837209302324,0.7380952380952379,0.8403755868544605,0.7742946708463949,0.3100775193798453,0.8915989159891597,0.7444933920704847,0.6169154228855716,0.7417218543046356,0.3609022556390977,0.23809523809523803,0.702729044834308,-0.4147157190635453,0.6722222222222216,0.8121484814398201,0.5,0.30729166666666674,2007
27,LSU,0.7570281124497992,0.8549618320610688,0.5909090909090908,0.535135135135135,0.540697674418605,0.5380952380952377,0.6291079812206575,0.22570532915360497,0.47286821705426374,0.5338753387533872,0.7224669603524231,0.7661691542288551,0.814569536423841,0.5112781954887218,0.45238095238095244,0.5146198830409356,-0.32441471571906355,0.6611111111111105,0.5399325084364455,0.25,0.29166666666666674,2007
28,Indiana,0.7570281124497992,0.9083969465648856,0.5852272727272729,0.6324324324324326,0.6976744186046508,0.5428571428571429,0.68075117370892,0.32288401253918475,0.3100775193798453,0.6422764227642275,0.7136563876651983,0.6517412935323379,0.6622516556291393,0.556390977443609,0.45238095238095244,0.5575048732943468,-0.3612040133779266,0.7222222222222214,0.7221597300337459,0.5,0.26822916666666674,2007
29,Mississippi St,0.7570281124497992,0.8625954198473282,0.625,0.6594594594594594,0.6162790697674418,0.6380952380952378,0.455399061032864,0.4545454545454546,0.36434108527131803,0.6395663956639561,0.6343612334801764,0.6467661691542288,0.6622516556291393,0.6691729323308271,0.3571428571428571,0.537037037037037,-0.38127090301003363,0.6722222222222216,0.6006749156355455,0.0,0.40885416666666674,2007
30,Pittsburgh,0.7570281124497992,0.8549618320610688,0.7670454545454546,0.7297297297297298,0.7209302325581393,0.6904761904761905,0.48826291079812245,0.3510971786833854,0.28682170542635665,0.6964769647696474,0.7885462555066082,0.7164179104477606,0.8476821192052979,0.3308270676691729,0.20238095238095233,0.9805068226120857,-0.3612040133779266,0.7888888888888888,0.8953880764904387,0.8,0.24739583333333348,2007
31,Texas,0.7530120481927711,0.8702290076335879,0.5909090909090908,0.6594594594594594,0.8313953488372092,0.48571428571428554,0.7417840375586855,0.5109717868338559,0.16279069767441867,0.7018970189701896,0.7665198237885463,0.5771144278606961,0.7086092715231787,0.5639097744360901,0.45238095238095244,0.6452241715399609,-0.4581939799331103,0.9277777777777771,0.8121484814398201,0.7,0.4531250000000002,2007
32,Boston College,0.751004016064257,0.8854961832061068,0.7613636363636362,0.7135135135135133,0.4999999999999998,0.7857142857142858,0.751173708920188,0.6896551724137931,0.43410852713178305,0.7696476964769645,0.8193832599118943,0.4378109452736316,0.682119205298013,0.631578947368421,0.26190476190476186,0.5838206627680311,-0.591973244147157,0.6611111111111105,0.7221597300337459,0.714,0.3437500000000002,2007
33,VCU,0.7449799196787148,0.5954198473282444,0.6306818181818183,0.6432432432432429,0.8372093023255813,0.4999999999999998,0.746478873239437,0.5266457680250782,0.11627906976744207,0.6883468834688347,0.6607929515418504,0.7263681592039797,0.6887417218543046,0.3383458646616541,0.5238095238095238,0.729044834307992,-0.41806020066889626,0.8499999999999988,0.8582677165354332,0.5,0.32291666666666696,2007
34,Marquette,0.7429718875502007,0.8206106870229009,0.5227272727272729,0.48108108108108105,0.43023255813953476,0.5285714285714287,0.4413145539906105,0.49216300940438873,0.4883720930232558,0.49051490514905094,0.8942731277533041,0.5024875621890543,0.7284768211920531,0.3834586466165414,0.7380952380952382,0.4502923976608187,-0.2441471571906355,0.7611111111111111,0.7727784026996626,0.556,0.37760416666666674,2007
35,Kentucky,0.7429718875502007,0.9427480916030535,0.7670454545454546,0.7567567567567566,0.5755813953488371,0.7999999999999996,0.6338028169014085,0.3793103448275861,0.49612403100775215,0.7479674796747964,0.5770925110132158,0.6517412935323379,0.76158940397351,0.49624060150375937,0.22619047619047616,0.5906432748538011,-0.3745819397993313,0.43333333333333357,0.734533183352081,0.286,0.36979166666666674,2007
36,Tennessee,0.7409638554216866,0.8969465648854962,0.5568181818181821,0.6162162162162161,0.5581395348837208,0.6095238095238094,0.431924882629108,0.42946708463949834,0.32558139534883734,0.5934959349593494,0.6519823788546256,0.48756218905472615,0.48344370860927155,0.3157894736842105,0.7142857142857143,0.5906432748538011,-0.508361204013378,0.7555555555555555,0.7457817772778402,0.667,0.518229166666667,2007
37,Oklahoma,0.7369477911646586,0.8435114503816794,0.5113636363636362,0.48108108108108105,0.40116279069767424,0.5428571428571429,0.6901408450704225,0.24764890282131669,0.4651162790697676,0.5040650406504059,0.7665198237885463,0.761194029850746,0.8013245033112582,0.518796992481203,0.5238095238095238,0.5126705653021442,-0.19063545150501682,0.738888888888888,0.5421822272215974,0.2,0.2708333333333335,2007
38,Winthrop,0.7349397590361446,0.7061068702290076,0.7215909090909092,0.7729729729729726,0.6104651162790697,0.8047619047619048,0.3051643192488265,0.3605015673981191,0.37209302325581395,0.7018970189701896,0.6607929515418504,0.855721393034826,0.814569536423841,0.3984962406015038,0.5833333333333334,0.7261208576998051,-0.2608695652173916,0.6722222222222216,0.9100112485939258,0.8,0.32291666666666696,2007
39,Purdue,0.7329317269076305,0.8358778625954197,0.6363636363636362,0.6270270270270268,0.5581395348837208,0.642857142857143,0.55868544600939,0.43887147335423204,0.45736434108527146,0.6287262872628725,0.6431718061674009,0.6019900497512434,0.609271523178808,0.2556390977443609,0.630952380952381,0.4668615984405457,-0.33444816053511683,0.5611111111111109,0.6951631046119235,0.6,0.3255208333333335,2007
40,Bradley,0.7289156626506024,0.7900763358778626,0.6818181818181817,0.8432432432432431,0.9825581395348835,0.5714285714285714,0.5070422535211265,0.1943573667711599,0.08527131782945752,0.7831978319783195,0.2422907488986784,0.5024875621890543,0.2251655629139071,0.20300751879699247,0.6547619047619048,0.9454191033138399,-0.6622073578595318,0.6277777777777773,0.6704161979752532,0.6,0.34635416666666674,2007
41,Wichita St,0.7269076305220883,0.7824427480916032,0.6306818181818183,0.6486486486486487,0.5813953488372092,0.6476190476190478,0.68075117370892,0.39498432601880884,0.2790697674418605,0.6639566395663952,0.5550660792951542,0.7661691542288551,0.6953642384105962,0.2706766917293233,0.34523809523809523,0.6803118908382064,-0.5217391304347827,0.6666666666666661,0.579302587176603,0.462,0.2500000000000002,2007
42,W Kentucky,0.7228915662650602,0.5114503816793894,0.7329545454545454,0.7675675675675677,0.8372093023255813,0.6476190476190478,0.7558685446009394,0.3887147335423198,0.5038759689922483,0.7777777777777777,0.7797356828193832,0.567164179104477,0.7284768211920531,0.2556390977443609,0.41666666666666663,0.4083820662768031,-0.5785953177257523,0.6166666666666663,0.7086614173228347,0.364,0.4062500000000002,2007
43,Drexel,0.714859437751004,0.6374045801526718,0.5397727272727271,0.5027027027027025,0.4651162790697674,0.533333333333333,0.619718309859155,0.6833855799373041,0.45736434108527146,0.5691056910569103,0.5638766519823789,0.7363184079601988,0.6158940397350992,0.6165413533834586,0.630952380952381,0.3869395711500974,-0.27424749163879625,0.5333333333333332,0.8020247469066367,0.75,0.29947916666666674,2007
44,Georgetown,0.7048192771084337,0.8931297709923665,0.9261363636363638,0.9405405405405403,0.6569767441860466,0.9999999999999998,0.6948356807511735,0.4702194357366771,0.627906976744186,0.9268292682926829,0.8766519823788549,0.6368159203980097,0.9139072847682117,0.6165413533834586,0.25,0.5272904483430798,-0.30434782608695654,0.4833333333333334,0.8425196850393701,0.333,0.15104166666666696,2007
45,Alabama,0.7048192771084337,0.8167938931297709,0.625,0.5945945945945943,0.5930232558139534,0.5809523809523809,0.6901408450704225,0.373040752351097,0.36434108527131803,0.6178861788617884,0.8458149779735683,0.5522388059701488,0.7682119205298013,0.518796992481203,0.2142857142857143,0.4902534113060429,-0.4983277591973243,0.8111111111111109,0.734533183352081,0.8,0.3437500000000002,2007
46,California,0.6987951807228916,0.8091603053435115,0.5795454545454546,0.6108108108108103,0.6162790697674418,0.5761904761904761,1.0,0.1191222570532916,0.16279069767441867,0.6422764227642275,0.2863436123348019,0.7064676616915424,0.4635761589403975,0.15789473684210525,0.059523809523809534,0.7007797270955165,-0.6622073578595318,0.5666666666666664,0.5208098987626547,0.75,0.32291666666666696,2007
47,Missouri,0.6967871485943775,0.7557251908396947,0.6420454545454546,0.6756756756756754,0.6860465116279071,0.6142857142857141,0.5727699530516435,0.23510971786833856,0.38759689922480645,0.6504065040650402,0.48458149779735693,0.5323383084577116,0.47019867549668826,0.3082706766917293,0.8333333333333331,0.5614035087719298,-0.3478260869565215,0.5444444444444443,0.6816647919010125,0.143,0.4921875000000002,2007
48,Oklahoma St,0.6967871485943775,0.7824427480916032,0.6534090909090908,0.6054054054054054,0.540697674418605,0.623809523809524,0.746478873239437,0.5736677115987461,0.5658914728682172,0.6639566395663952,0.6828193832599122,0.5373134328358207,0.6423841059602649,0.3383458646616541,0.5000000000000001,0.41228070175438597,-0.45484949832775934,0.48888888888888893,0.7221597300337459,0.8,0.44791666666666674,2007
49,Florida St,0.6967871485943775,0.9007633587786259,0.7045454545454541,0.6864864864864866,0.6395348837209303,0.6714285714285715,0.9577464788732399,0.30721003134796243,0.4496124031007751,0.7344173441734414,0.6960352422907491,0.5074626865671643,0.6158940397350992,0.3082706766917293,0.5595238095238096,0.38304093567251457,-0.47491638795986635,0.5444444444444443,0.656917885264342,0.333,0.36197916666666696,2007
50,UNLV,0.6967871485943775,0.7404580152671756,0.5284090909090908,0.5405405405405403,0.5581395348837208,0.5190476190476188,0.6713615023474175,0.3260188087774294,0.11627906976744207,0.5609756097560972,0.6696035242290749,0.5074626865671643,0.5695364238410594,0.6090225563909774,0.5833333333333334,0.7904483430799218,-0.49163879598662197,0.9388888888888882,0.8503937007874016,0.857,0.34635416666666674,2007
51,Nevada,0.6947791164658634,0.6603053435114503,0.8238636363636362,0.8378378378378377,0.9244186046511624,0.7047619047619047,0.887323943661972,0.28526645768025083,0.2945736434108528,0.8482384823848235,0.7180616740088107,0.7263681592039797,0.8940397350993381,0.42105263157894735,0.23809523809523803,0.7953216374269005,-0.45484949832775934,0.6833333333333327,1.0,1.0,0.3437500000000002,2007
52,Akron,0.6927710843373494,0.5572519083969466,0.7840909090909092,0.7891891891891891,0.7848837209302324,0.7190476190476189,0.5258215962441315,0.2695924764890283,0.30232558139534893,0.7452574525745255,0.7885462555066082,0.47263681592039797,0.6622516556291393,0.4887218045112781,0.5833333333333334,0.7417153996101364,-0.30100334448160515,0.7833333333333332,0.8335208098987628,0.286,0.30729166666666674,2007
53,Syracuse,0.6887550200803212,0.751908396946565,0.5625,0.5891891891891889,0.7093023255813955,0.4904761904761903,0.6760563380281694,0.6144200626959246,0.45736434108527146,0.6422764227642275,0.6123348017621147,0.4427860696517407,0.6158940397350992,0.744360902255639,0.5476190476190476,0.49999999999999994,-0.27424749163879625,0.5555555555555554,0.7727784026996626,0.375,0.4453125000000002,2007
54,Michigan,0.6887550200803212,0.7824427480916032,0.6079545454545454,0.5297297297297296,0.4825581395348839,0.5619047619047619,0.7558685446009394,0.4043887147335423,0.6434108527131783,0.577235772357723,0.7753303964757708,0.7213930348258706,0.834437086092715,0.7593984962406014,0.30952380952380953,0.44346978557504874,-0.3143812709030098,0.5166666666666657,0.7086614173228347,1.0,0.22656250000000022,2007
55,S Illinois,0.6867469879518071,0.8396946564885497,0.6193181818181817,0.6432432432432429,0.6337209302325577,0.6095238095238094,0.6103286384976525,0.677115987460815,0.6201550387596901,0.6829268292682924,0.5550660792951542,0.8009950248756215,0.6225165562913908,0.42105263157894735,0.47619047619047616,0.34502923976608185,-0.29431438127090326,0.40000000000000036,0.889763779527559,0.833,0.16406250000000022,2007
56,Arkansas,0.678714859437751,0.8511450381679391,0.6818181818181817,0.654054054054054,0.5930232558139534,0.6571428571428568,0.6525821596244135,0.4670846394984327,0.6201550387596901,0.6747967479674797,0.6343612334801764,0.5970149253731343,0.6887417218543046,0.7368421052631579,0.4285714285714285,0.48148148148148145,-0.34113712374581917,0.3944444444444448,0.6175478065241845,0.0,0.3645833333333335,2007
57,Providence,0.6746987951807228,0.7595419847328244,0.7784090909090908,0.7189189189189187,0.5930232558139534,0.7380952380952379,0.643192488262911,0.3354231974921629,0.6744186046511629,0.7100271002710024,0.9823788546255509,0.6218905472636815,0.9867549668874172,0.4887218045112781,0.47619047619047616,0.4990253411306042,-0.47491638795986635,0.5611111111111109,0.6816647919010125,0.571,0.4192708333333337,2007
58,UMass,0.6726907630522088,0.6526717557251909,0.7272727272727275,0.6594594594594594,0.4534883720930234,0.7428571428571427,0.27699530516431947,0.5391849529780564,0.5658914728682172,0.6124661246612462,0.960352422907489,0.6815920398009951,0.8874172185430464,0.8721804511278195,0.3571428571428571,0.4990253411306042,-0.2709030100334453,0.6777777777777771,0.8121484814398201,0.667,0.4609375000000002,2007
59,Fresno St,0.6646586345381527,0.5572519083969466,0.3579545454545454,0.47567567567567526,0.4767441860465116,0.4571428571428571,0.460093896713615,0.432601880877743,0.2945736434108528,0.4823848238482382,0.325991189427313,0.6417910447761188,0.443708609271523,0.6541353383458647,0.22619047619047616,0.574074074074074,-0.18060200668896353,0.5444444444444443,0.7615298087739033,0.7,0.4375,2007
60,Vanderbilt,0.6606425702811245,0.8396946564885497,0.625,0.724324324324324,0.6860465116279071,0.661904761904762,0.7417840375586855,0.25705329153605017,0.22480620155038777,0.7208672086720864,0.4273127753303966,0.5870646766169152,0.47019867549668826,0.22556390977443608,0.488095238095238,0.8362573099415205,-0.5618729096989967,0.6222222222222218,0.7221597300337459,0.875,0.3958333333333335,2007
61,Davidson,0.6546184738955823,0.6030534351145038,0.5852272727272729,0.654054054054054,0.6686046511627903,0.5809523809523809,0.868544600938967,0.27586206896551735,0.38759689922480645,0.6856368563685633,0.6431718061674009,0.9800995024875623,0.8741721854304636,0.24060150375939848,0.4642857142857143,0.5565302144249511,-0.2876254180602009,0.6333333333333329,0.922384701912261,1.0,0.4921875000000002,2007
62,DePaul,0.6546184738955823,0.8435114503816794,0.5852272727272729,0.5513513513513515,0.43023255813953476,0.6190476190476188,0.4178403755868545,0.1316614420062695,0.2790697674418605,0.5067750677506773,0.550660792951542,0.7661691542288551,0.6556291390728477,0.518796992481203,0.36904761904761896,0.6500974658869394,-0.4381270903010033,0.7333333333333325,0.6006749156355455,0.667,0.24739583333333348,2007
63,USC,0.6546184738955823,0.7862595419847329,0.75,0.6864864864864866,0.8139534883720929,0.6142857142857141,0.6854460093896719,0.46081504702194365,0.5271317829457365,0.7073170731707314,0.44052863436123346,0.6069651741293534,0.5827814569536423,0.42105263157894735,0.16666666666666663,0.3499025341130603,-0.19063545150501682,0.3388888888888886,0.7727784026996626,0.667,0.3750000000000002,2007
64,UCSB,0.6325301204819277,0.4770992366412214,0.6761363636363633,0.654054054054054,0.6395348837209303,0.6285714285714283,0.746478873239437,0.5015673981191222,0.4418604651162792,0.6964769647696474,0.4713656387665198,0.6716417910447761,0.609271523178808,0.2631578947368421,0.2857142857142857,0.4610136452241715,-0.511705685618729,0.4500000000000002,0.6332958380202475,0.444,0.3567708333333335,2007
65,Kent St,0.6285140562248996,0.6374045801526718,0.6136363636363638,0.5837837837837836,0.4941860465116277,0.6190476190476188,0.4460093896713615,0.29780564263322895,0.41085271317829464,0.5582655826558263,0.550660792951542,0.6716417910447761,0.5298013245033113,0.3684210526315789,0.630952380952381,0.5653021442495125,-0.28428093645485,0.5611111111111109,0.7086614173228347,0.625,0.3255208333333335,2007
66,Creighton,0.6285140562248996,0.8091603053435115,0.5625,0.5783783783783782,0.5058139534883723,0.6047619047619046,0.8967136150234745,0.5799373040752349,0.42635658914728713,0.6747967479674797,0.5903083700440531,0.6865671641791042,0.6953642384105962,0.2556390977443609,0.41666666666666663,0.5487329434697854,-0.4147157190635453,0.583333333333333,0.6951631046119235,0.556,0.21354166666666674,2007
67,Washington,0.6285140562248996,0.7557251908396947,0.6818181818181817,0.6108108108108103,0.5988372093023255,0.6095238095238094,0.746478873239437,0.25705329153605017,0.5348837209302326,0.6260162601626011,1.0,0.8208955223880596,0.980132450331126,0.2631578947368421,0.20238095238095233,0.48148148148148145,-0.591973244147157,0.6944444444444438,0.6006749156355455,0.25,0.46875,2007
68,Nebraska,0.6244979919678715,0.7366412213740459,0.5965909090909092,0.7027027027027026,0.703488372093023,0.6095238095238094,0.704225352112676,0.4451410658307209,0.4651162790697676,0.7235772357723573,0.26431718061674025,0.6069651741293534,0.4304635761589406,0.21804511278195488,0.41666666666666663,0.5955165692007796,-0.4983277591973243,0.3277777777777775,0.5646794150731159,0.5,0.2656250000000002,2007
69,Texas Tech,0.6204819277108433,0.8282442748091603,0.625,0.6000000000000001,0.9186046511627908,0.4476190476190476,0.807511737089202,0.5015673981191222,0.17829457364341095,0.6639566395663952,0.37885462555066096,0.47263681592039797,0.42384105960264895,0.12781954887218044,0.45238095238095244,0.6666666666666665,-0.5551839464882944,0.6055555555555552,0.6704161979752532,0.667,0.3411458333333337,2007
70,N Iowa,0.6204819277108433,0.7633587786259541,0.5681818181818179,0.5729729729729729,0.540697674418605,0.5714285714285714,0.666666666666667,0.5109717868338559,0.32558139534883734,0.6124661246612462,0.41850220264317184,0.8905472636815919,0.7483443708609272,0.3157894736842105,0.08333333333333337,0.5818713450292397,-0.49163879598662197,0.5388888888888888,0.6175478065241845,0.667,0.22916666666666696,2007
